土地位置建物門牌,緯度,經度,actual_price,xgboost_qmean,xgboost_q0.1,xgboost_q0.25,xgboost_q0.5,xgboost_q0.75,xgboost_q0.9,rf_qmean,rf_q0.1,rf_q0.25,rf_q0.5,rf_q0.75,rf_q0.9,lgb_qmean,lgb_q0.1,lgb_q0.25,lgb_q0.5,lgb_q0.75,lgb_q0.9,nn_qmean,nn_q0.1,nn_q0.25,nn_q0.5,nn_q0.75,nn_q0.9,Ensemble_qmean,Ensemble_q0.1,Ensemble_q0.25,Ensemble_q0.5,Ensemble_q0.75,Ensemble_q0.9
臺北市大安區仁愛路四段４０８巷９號三樓,25.0371800153689,121.557020014877,28880000.000000045,31193910.0,24239364.0,28875966.0,29346140.0,33827170.0,36469450.0,28803982.63593341,26865740.1937744,28880000.000000045,28880000.000000045,29767859.97660131,31858476.760918774,32523638.9614942,25179202.528186448,28611701.92114347,28919726.01776976,32838930.294381764,35453455.09768313,27273174.0,21993040.0,27206412.0,31452362.0,32772784.0,36045530.0,29948676.3993569,24569336.68049021,28393519.98028588,29649557.004442453,32301686.067745768,34956727.964650474
臺北市信義區永吉路３５４號十四樓之１,25.0450199865946,121.576610031341,37999999.99999996,24729562.0,20499806.0,26348494.0,31027760.0,31431732.0,36723456.0,32178555.58373118,26848605.885974675,31900000.000000045,37403390.78542854,37999999.99999996,37999999.99999996,26138595.90642509,21746889.651823983,27050098.71441865,28929592.25759142,30095515.4026939,33633959.71930604,27853028.0,17656338.0,22648756.0,29098836.0,33234638.0,37872204.0,27724935.372539066,21687909.884449665,26986837.178604674,31614894.760754988,33190471.350673467,36557404.9298265
臺北市士林區重慶北路四段２０６號二樓,25.0853700074765,121.511629997525,43799999.99999994,54595816.0,38843744.0,44694810.0,45501896.0,49846210.0,56091936.0,47119458.24942441,38022184.76840622,43799999.99999994,43799999.99999994,50102861.14377117,63530061.74755175,54922594.23382005,37507724.22161785,45909849.42330628,47695496.38153888,51415564.55245212,57978876.89088883,48490310.0,36674736.0,43475890.0,55749870.0,59379172.0,70870070.0,51282044.62081112,37762097.247506015,44470137.35582656,48186815.5953847,52685951.92405582,62117736.159610145
臺北市文山區政大二街１７１巷１９號,24.98942701,121.585248,33360000.00000005,32160732.0,32774660.0,33106078.0,33383112.0,36478560.0,44890624.0,34469724.429319,26047588.871078584,33360000.00000005,33360000.00000005,38211188.867023714,43597131.98828398,31111583.1670029,27002958.9469182,27656600.750269268,33394956.1608358,35551901.45924904,39251345.8062525,33284564.0,24433624.0,28418148.0,31575282.0,36502016.0,39984160.0,32756650.899080478,27564707.954499196,30635206.687567327,32928337.54020896,36685916.58156819,41930815.44863412
臺北市北投區尊賢街２１８巷２３弄６號二樓,25.116069985142,121.508709993916,17980000.000000007,18158046.0,14363841.0,16684322.0,17975550.0,19588980.0,21578478.0,17711879.506959945,15311928.831187775,17674982.319652688,17980000.000000007,18214479.40003032,19199385.78357959,19789053.798766315,15489586.476680608,17541601.40237737,17965963.14001943,21094773.29886642,22091298.98480261,19255104.0,14562042.0,16512101.0,18151918.0,18786042.0,21689352.0,18728520.826431565,14931849.576967096,17103251.680507515,18018357.78500486,19421068.674724184,21139628.692095548
臺北市松山區民生東路五段２２８之１號三樓,25.058919989997,121.565769967421,33000000.00000001,29595210.0,23205102.0,28035576.0,32614272.0,32879850.0,33175168.0,30728474.985797204,27807404.493123654,32899388.37065393,32939945.35514757,33000000.00000001,33694262.66313906,28564898.884419523,22760221.23387545,29291873.61357402,31249831.15478974,33012910.73713116,33061486.54648693,28305520.0,20991910.0,28139080.0,31163878.0,33831876.0,35645092.0,29298525.96755418,23691159.431749776,29591479.49605699,31991981.62748433,33181159.184282795,33894002.3024065
臺北市內湖區東湖路１０６巷７弄１５號,25.06820001,121.614307,18500000.000000037,17890518.0,12574688.0,16208363.0,18545872.0,20483196.0,24029228.0,17569914.534350086,14524146.112323506,18500000.000000037,18500000.000000037,19487749.91930323,21517263.101656877,18585639.61897508,14036625.337768016,16508656.251281489,18631735.215409853,20018091.910595864,22098974.963314224,19800428.0,18823236.0,20093912.0,20141762.0,22611894.0,22789806.0,18461625.038331293,14989673.862522881,17827732.812820382,18954842.303852472,20650232.957474776,22608818.016242776
臺北市南港區昆陽街１７７號,25.04827992,121.5940283,115999999.99999988,97545570.0,40492536.0,86090220.0,116520290.0,122960376.0,159757220.0,107648623.32627746,75746702.23065285,115999999.99999988,115999999.99999988,121405746.27957144,134044477.13508072,102614029.3683226,40813418.590137005,87450841.74365884,116103605.69396465,127315334.41242433,175689366.7328066,113972740.0,63755610.0,75645110.0,87557260.0,125262210.0,163081310.0,105445240.67365001,55202066.70519747,91296542.93591468,109045288.92349114,124235916.67299893,158143093.4669718
臺北市中山區南京東路一段１０６號十樓,25.051900020359,121.526369993354,185260000.0000003,172627740.0,38267504.0,110566080.0,157429280.0,191179940.0,225923780.0,182695703.73697832,139460786.84043974,185260000.0000003,185260000.0000003,195940609.06654865,208747969.52322656,149821802.44889513,45966695.872676656,104850781.41916162,174551049.36195645,187296105.2925846,189372690.1934868,235196590.0,113895580.0,172856420.0,184122300.0,250123000.0,338847870.0,185085459.04646835,84397641.6782791,143383320.35479048,175340657.34048918,206134913.5897833,240723077.42917836
臺北市南港區研究院路二段１８２巷７８弄１０號,25.036344,121.613827,6999999.999999995,12697726.0,9208651.0,12724395.0,12967494.0,14557821.0,17875748.0,10579139.32121016,6999999.999999995,6999999.999999995,7082795.899353607,13319375.529681765,16094193.574264038,11585756.775796544,7912145.807655604,11786475.32492911,12803998.732234456,14468223.473226788,17278584.79049417,14656085.0,9882965.0,12863145.0,14947402.0,17659234.0,20320654.0,12379676.774251677,8500940.4519139,11093503.831232276,11950422.657897016,15001163.500727138,17892295.091189552
