土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,count_floor,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age,time_index
臺北市中正區西藏路７７號四樓之３,6500000.0,215875.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0299900188251,121.504779970974,忠勤里,8.08,都市：其他:第三之一種住宅區(特)。,,,1120422,土地3建物1車位0,四層,4,六層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610627,30.11,2,1,1,有,無,,陽台外推；其他增建；,RPRNMLMLNHIGFAA37EA,28.67,0.0,1.44,無,609.0,2023-04-22,860,20.8329501231503,20.1487427399383,22.2038582498358,0.0,77.8557320764965,63000050014.0,0.0643145902241823,0.322307975009188,90.99,57792.58,41.427520225306,32.9163600606043,0,0,0,0,0,0,1,0,0,0,26,42,0,12,1,1,2,1,0,28,"c(121.504779970974, 25.029990018825)",臺北捷運龍山寺站_BL10,842.134907956506,586.15281969207,2313.38721457109,51,2
臺北市中正區詔安街２０巷６號三樓,17800000.0,139422.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0248600007151,121.51609998267,螢圃里,33.19,住,,,1120326,土地2建物1車位0,三層,3,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730413,127.67,1,3,2,有,無,,陽台外推；其他增建；,RPUNMLLLMHIGFAA37DA,100.06,0.0,16.74,無,,2023-03-26,861,17.1622967631596,16.3903948474326,18.5259871185814,1.0,36.6360060453011,63000050009.0,0.178337428337428,0.57964782964783,90.22,47378.98,49.7734994196564,37.1744054254886,1,0,0,0,0,2,0,0,0,0,18,15,0,3,2,1,0,3,0,18,"c(121.51609998267, 25.0248600007151)",臺北捷運古亭站_G09_O05,730.993679794685,1851.13389338374,2528.14829050383,39,2
臺北市中正區詔安街２０４號七樓,7150000.0,52519.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0259900069917,121.509950012672,永昌里,29.63,住,,,1120309,土地1建物1車位0,七層,7,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,761107,136.14,4,2,2,有,有,,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPWNMLPLMHIGFAA97DA,117.2,0.0,12.66,有,,2023-03-09,862,20.1269822728587,17.5068842898916,25.1974482809073,0.0,73.2410503458476,63000050012.0,0.101170160897123,0.408337396392004,93.21,46716.66,49.2724196110753,37.8341793442186,1,0,0,0,0,2,0,0,0,0,17,28,0,13,1,2,2,0,0,19,"c(121.509950012672, 25.0259900069917)",臺北捷運中正紀念堂站_G10_R8,1098.49966292503,1270.64247177007,2504.11703008959,36,2
臺北市中正區詔安街２６０巷１１號二樓,6100000.0,94238.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0271599949464,121.508410005601,永昌里,26.37,住,,,1120415,土地1建物1車位0,二層,2,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661019,64.73,2,2,1,有,無,,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLQLNHIGFAA47DA,57.09,0.0,7.64,無,,2023-04-15,863,22.9244173204247,20.3874791105354,25.449753233627,14.6433290346163,79.7142474509198,63000050012.0,0.101170160897123,0.408337396392004,93.21,46716.66,49.2724196110753,37.8341793442186,0,0,0,0,0,2,1,0,0,0,23,33,0,14,1,2,3,0,0,26,"c(121.508410005601, 25.0271599949464)",臺北捷運小南門站_G11,1066.24218373122,1068.28407423869,2430.99639458056,46,2
臺北市中正區詔安街３２巷２０號四樓,11400000.0,121109.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0243000057639,121.515100021621,螢雪里,35.75,住,,,1120214,土地2建物1車位0,四層,4,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660616,94.13,3,2,1,有,無,,,RPSNMLNKLHIGFAA17DA,79.59,0.0,14.54,無,,2023-02-14,864,14.0007441795624,12.9,15.5432274525517,0.464496363387772,31.8698860380527,63000050010.0,0.149599779188518,0.506210322936793,90.4,16638.68,51.1882308369716,37.3821199406329,1,0,0,0,0,2,0,0,0,0,19,11,0,5,2,1,1,3,0,20,"c(121.515100021621, 25.0243000057639)",臺北捷運古亭站_G09_O05,838.994659255853,1798.99849318461,2595.57430211756,46,2
臺北市中正區辛亥路一段７巷１號二樓,16750000.0,148506.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0191300059758,121.527730040964,林興里,50.25,住,,,1120213,土地3建物1車位0,二層，陽臺,2,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640923,112.79,3,2,2,有,無,,1.現場他人占用中，不點交。２.賣方不負瑕疵擔保責任。含仲介費418750元；瑕疵物件；,RPTNMLSJLHIGFAA77EA,112.79,0.0,0.0,無,,2023-02-13,865,20.571670013932,16.063652096609,27.1793817180761,0.0,49.5617876380414,63000050004.0,0.201056930098487,0.582752822483786,88.12,11821.95,51.4230892064525,33.8663255408167,0,0,0,0,0,0,1,0,0,0,26,46,0,7,0,0,0,1,1,26,"c(121.527730040964, 25.0191300059758)",臺北捷運台電大樓站_G08,160.906028845645,3184.91048575172,3342.09814471419,48,2
臺北市中正區連雲街２６巷３號,9650000.0,304609.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0365900132044,121.531459987877,三愛里,12.99,住,,,1120427,土地1建物1車位0,一層，平台,1,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640523,31.68,1,1,1,有,無,,其他增建；,RPUNMLMJOHIGFBA57DA,31.68,0.0,0.0,無,,2023-04-27,867,22.0726275363282,18.9983805345438,25.2617486428251,0.0,46.4149872355376,63000050031.0,0.241919955989548,0.679548892862055,83.81,41775.01,65.2362130500214,36.2318840511515,0,0,0,0,0,0,0,0,0,0,28,70,0,9,2,2,0,4,1,28,"c(121.531459987877, 25.0365900132044)",臺北捷運忠孝新生站_BL14_O07,625.172730516646,1998.25055313365,1907.89188515649,48,2
臺北市中正區重慶南路一段４３號十樓之５,13800000.0,263258.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0449600140773,121.513349964057,黎明里,6.07,商,,,1120420,土地1建物1車位0,十層,10,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,750805,52.42,2,1,1,有,有,,,RPXNMLTLNHIGFBA78EA,41.82,0.0,0.0,有,,2023-04-20,868,22.8672458330501,22.0459464994919,23.7805745683007,25.8099259291452,42.3657726279179,63000050024.0,0.187817258883249,0.60442349528644,91.11,5432.2,56.217978548571,28.4117372946382,1,0,0,0,0,1,0,0,0,1,105,76,0,14,4,3,0,2,0,105,"c(121.513349964057, 25.0449600140773)",臺北捷運台北車站_BL12_R10,348.091450077533,370.286831305528,473.887693434764,37,2
臺北市中正區重慶南路三段１４６巷７號二樓,24000000.0,210822.0,8.43,3000000.0,63000,中正區,房地(土地+建物)+車位,25.0238799885958,121.516159997096,螢雪里,27.82,住,,,1120215,土地5建物1車位1,二層,2,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,981021,108.04,2,1,1,有,有,塔式車位,陽台外推；,RPPNMLRJMHIGFAA27DA,52.82,2.33,5.81,有,1788.0,2023-02-15,873,13.0774903569122,12.251333546091,13.6581212959904,0.0,42.645639002785906,63000050010.0,0.149599779188518,0.506210322936793,90.4,16638.68,51.1882308369716,37.3821199406329,0,0,0,0,0,2,0,0,0,0,19,13,0,3,2,1,0,3,0,19,"c(121.516159997096, 25.0238799885958)",臺北捷運古亭站_G09_O05,743.310911851989,1913.82174987671,2636.43744061605,14,2
臺北市中正區重慶南路三段１７６號五樓,8680000.0,172427.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0229960683313,121.516768244131,螢雪里,13.1,住,,,1120219,土地1建物1車位0,五層,5,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620125,50.34,2,1,2,有,無,,其他增建；,RPUNMLNKMHIGFAA47DA,50.34,0.0,0.0,無,,2023-02-19,875,17.3259289322036,15.7039644271133,21.3732167184212,0.0,80.7349399425925,63000050010.0,0.149599779188518,0.506210322936793,90.4,16638.68,51.1882308369716,37.3821199406329,0,0,0,0,0,2,0,0,0,0,18,11,0,3,2,1,0,3,0,18,"c(121.516768244131, 25.0229960683313)",臺北捷運古亭站_G09_O05,715.678778833742,2019.50354068808,2733.12081376748,50,2
臺北市中正區金山南路一段９８號二樓,30400000.0,259496.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0357799860815,121.527419994365,文祥里,28.0,住,,,1120324,土地1建物1車位0,二層,2,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680226,117.15,3,2,1,有,無,,,RPQNMLQKMHIGFBA47DA,107.22,0.0,9.93,無,1455.0,2023-03-24,879,22.1183818949793,19.9919525420663,25.3160749541481,0.0,55.8185386958918,63000050030.0,0.241167434715822,0.674961597542243,91.37,70850.91,64.6717373769672,29.4035228123692,0,0,0,0,0,1,1,0,0,0,26,50,0,7,0,2,0,0,0,26,"c(121.527419994365, 25.0357799860815)",臺北捷運東門站_O06_R07,291.561791561955,1757.41159542948,1686.27329740361,44,2
臺北市中正區金門街１２巷１號二樓,25300000.0,171723.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0224699848436,121.522650020906,河堤里,51.62,住,,,1120410,土地1建物1車位0,二層,2,四層,公寓(5樓含以下無電梯),住家用,加強磚造,581027,147.33,4,2,2,有,無,,其他增建；,RPRNMLPLNHIGFAA57DA,129.68,0.0,17.65,無,,2023-04-10,880,23.0411607932541,18.7067338183669,26.7260026831378,0.0,48.0149387973047,63000050005.0,0.203670199017834,0.63013698630137,89.5,27044.45,54.5554738961956,40.2277736810332,0,0,0,0,0,0,1,0,0,0,21,45,0,4,0,1,1,2,1,22,"c(121.522650020906, 25.0224699848436)",臺北捷運古亭站_G09_O05,341.079654646391,2557.12466331745,2849.26909448271,54,2
臺北市中正區金門街２４巷１４之６號五樓,9360000.0,222963.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0221199984765,121.522220029273,河堤里,12.28,住,,,1120304,土地1建物1車位0,五層,5,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,801015,41.98,1,2,1,有,無,,其他增建；,RPVNMLNKLHIGFAA47DA,29.5,1.47,1.79,有,,2023-03-04,882,17.6116149638334,15.5455229610047,19.8886259869388,0.0,40.9665934804206,63000050005.0,0.203670199017834,0.63013698630137,89.5,27044.45,54.5554738961956,40.2277736810332,0,0,0,0,0,0,1,0,0,0,21,40,0,4,0,1,1,2,1,22,"c(121.522220029273, 25.0221199984765)",臺北捷運古亭站_G09_O05,389.150795249084,2537.79339905256,2878.97843446536,32,2
臺北市中正區青島東路３之１號六樓,45250000.0,226397.0,39.22,0.0,63000,中正區,房地(土地+建物)+車位,25.044079998063,121.521440009364,幸福里,37.84,商,,,1120116,土地2建物2車位1,六層,6,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,631108,199.87,4,2,2,有,有,坡道平面,,RPUNMLLLLHIGFBA37DA,174.19,0.0,7.85,有,,2023-01-16,888,12.7785654303389,12.5715363195858,13.3117864299695,0.0,20.2017976751882,63000050026.0,0.164085473436581,0.543030778278769,99.3,19638.97,58.9325842531088,42.0224718983083,1,0,0,0,1,2,1,0,0,2,40,36,0,8,2,6,0,1,0,40,"c(121.521440009364, 25.044079998063)",臺北捷運善導寺站_BL13,225.493186253419,692.7909314309,600.250249923047,49,2
臺北市中正區青島東路４號二樓之２,33600000.0,211614.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0438800058532,121.521479991042,幸福里,31.49,都市：其他:第三種住宅區。,,,1120416,土地2建物1車位0,二層,2,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720203,158.78,4,2,2,有,有,,其他增建；,RPSOMLRKNHIGFBA97DA,117.51,0.0,15.85,有,,2023-04-16,889,24.5524750324594,18.7669642206988,30.8627899635373,0.0,82.8461054974705,63000050026.0,0.164085473436581,0.543030778278769,99.3,19638.97,58.9325842531088,42.0224718983083,1,0,0,0,1,2,1,0,0,2,35,36,0,8,2,6,0,1,0,35,"c(121.521479991042, 25.0438800058532)",臺北捷運善導寺站_BL13,228.973159634662,708.537462973094,618.104814567314,40,2
臺北市中正區青島東路６之１號二樓,33500000.0,251709.0,0.0,0.0,63000,中正區,房地(土地+建物)+車位,25.0438205546593,121.521926092519,幸福里,39.02,住,,,1120308,土地1建物1車位1,二層,2,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890913,133.09,3,2,2,有,有,坡道平面,,RPSNMLSKLHIGFBA77DA,72.43,1.67,9.33,有,,2023-03-08,890,20.2481660229647,16.1249029580992,25.3051744934762,0.0,67.2860606066957,63000050026.0,0.164085473436581,0.543030778278769,99.3,19638.97,58.9325842531088,42.0224718983083,1,0,0,0,1,2,1,0,0,1,35,31,0,4,2,6,0,2,0,35,"c(121.521926092519, 25.0438205546593)",臺北捷運善導寺站_BL13,191.091806892566,749.565789262511,656.121806144872,23,2
臺北市中正區齊東街６４之１號,24800000.0,277095.0,0.0,0.0,63000,中正區,房地(土地+建物),25.0418499927231,121.528060036492,幸福里,33.5,都市：其他:第三種住宅區。,,,1120326,土地2建物1車位0,二層,2,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610315,89.5,3,2,2,有,無,,陽台外推；,RPQNMLRKNHIGFBA67DA,89.5,0.0,0.0,無,,2023-03-26,891,16.942209763594,16.2559275191838,18.3610333956595,0.885856934866583,35.4495527440791,63000050026.0,0.164085473436581,0.543030778278769,99.3,19638.97,58.9325842531088,42.0224718983083,0,0,0,0,1,1,0,0,0,0,36,41,0,5,1,1,0,2,0,36,"c(121.528060036492, 25.0418499927231)",臺北捷運忠孝新生站_BL14_O07,513.969718209932,1395.84579044629,1290.24198975453,51,2
臺北市信義區中坡北路１９號七樓,31400000.0,231786.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0448399852239,121.580899973205,永春里,21.87,住,,,1120306,土地2建物1車位0,七層,7,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721220,135.47,3,2,2,有,有,,陽台外推；其他增建；,RPSNMLPKMHIGFDA77DA,111.94,0.0,15.15,有,,2023-03-06,892,18.0254112857538,13.4093118969825,22.5271859352238,0.0,41.958441538078,63000020018.0,0.129314420803783,0.50354609929078,94.05,33013.94,49.4396413546463,35.6388088262444,0,0,0,0,0,0,0,0,0,0,56,71,0,20,1,1,3,4,0,59,"c(121.580899973205, 25.0448399852239)",臺北捷運後山埤站_BL20,212.775294929242,553.491487429635,2836.99268744993,40,2
臺北市信義區中坡南路１６２巷９號三樓,16800000.0,196975.0,0.0,0.0,63000,信義區,房地(土地+建物),25.039330015443,121.583749987922,中坡里,24.42,住,,,1120307,土地11建物1車位0,三層,3,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680606,85.29,3,2,1,有,無,,陽台外推；其他增建；,RPQPMLRJLHIGFDA77DA,71.2,0.0,14.09,無,,2023-03-07,894,19.7053407850789,15.3833027557236,25.6069619555043,0.0,45.5559470358571,63000020024.0,0.114475431606906,0.471713147410359,93.17,9896.2,50.2784997956634,38.2844411294896,0,0,0,0,0,0,0,0,0,0,28,29,0,11,1,1,4,5,0,32,"c(121.583749987922, 25.039330015443)",臺北捷運後山埤站_BL20,660.566683388447,1227.52043579865,2855.02019809906,44,2
臺北市信義區中坡南路６４號三樓,14000000.0,175615.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0418300018841,121.584809963398,大道里,40.56,住,,,1120320,土地4建物1車位0,三層,3,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671211,79.72,3,2,1,有,無,,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPSNMLTKMHIGFDA28EA,73.36,0.0,6.36,無,,2023-03-20,895,20.783824472642,18.6860733029752,26.475960928652,0.0,63.5795084610008,63000020026.0,0.133589990375361,0.52223291626564,91.48,48109.58,51.9978689259462,38.3324453813712,0,0,0,0,0,0,0,0,0,0,36,44,0,19,1,3,3,3,0,39,"c(121.584809963398, 25.0418300018841)",臺北捷運後山埤站_BL20,422.320931800591,1052.50060520782,2618.45135982931,45,2
臺北市信義區中坡南路９８巷９號三樓,38000000.0,229937.0,38.02,2500000.0,63000,信義區,房地(土地+建物)+車位,25.0414599827684,121.584579963975,大道里,25.84,住,,,1120126,土地1建物1車位1,三層,3,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790109,192.41,4,2,2,有,有,升降平面,建築物含有：房間陽台外推其他增建；,RPPNMLTJLHIGFDA77EA,154.47,5.79,13.38,有,,2023-01-26,896,15.2823316483791,13.0675147567649,18.5810670562252,0.0,33.880668087905,63000020026.0,0.133589990375361,0.52223291626564,91.48,48109.58,51.9978689259462,38.3324453813712,0,0,0,0,0,0,0,0,0,0,36,43,0,19,1,2,3,3,0,39,"c(121.584579963975, 25.0414599827684)",臺北捷運後山埤站_BL20,450.512145863773,1070.61374005083,2659.06764350861,33,2
臺北市信義區仁愛路四段４４０號四樓,26500000.0,430335.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0373300095263,121.558479974772,正和里,7.23,住,,,1120301,土地1建物1車位0,四層,4,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701030,61.58,1,2,1,有,有,,陽台外推；其他增建；,RPWNMLTLLHIGFDA58DA,42.4,0.0,12.36,有,950.0,2023-03-01,897,18.0509688024609,15.8519722745511,21.6250302515437,0.0,66.449654320089,63000020002.0,0.189281045751634,0.631895424836601,84.51,58325.43,61.2252384221478,39.325018327467,0,0,0,0,0,0,0,0,0,0,32,85,0,11,0,3,1,1,0,33,"c(121.558479974772, 25.0373300095263)",臺北捷運國父紀念館站_BL17,424.960886296756,2389.03687743415,4341.12477791996,42,2
臺北市信義區仁愛路四段４５２巷１８號五樓之１,33700000.0,281326.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0366499857216,121.559120016899,正和里,20.09,住,,,1120303,土地1建物1車位0,五層,5,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660914,119.79,3,2,2,有,有,,,RPTNMLKKLHIGFDA27DA,102.34,0.0,5.4,有,,2023-03-03,898,16.3269616238339,14.2277476903859,18.8644797358369,0.0,41.1077595205722,63000020002.0,0.189281045751634,0.631895424836601,84.51,58325.43,61.2252384221478,39.325018327467,0,0,0,0,0,0,0,0,0,0,51,68,0,10,0,4,1,1,0,52,"c(121.559120016899, 25.0366499857216)",臺北捷運國父紀念館站_BL17,511.27956520974,2378.66353351856,4423.65622495105,46,2
臺北市信義區仁愛路四段４９６巷６號三樓之１,17880000.0,299297.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0370599865155,121.560260039549,正和里,8.4,住,,,1120303,土地1建物1車位0,三層,3,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721117,59.75,2,2,2,有,有,,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLRJMHIGFDA08EA,44.09,0.0,6.7,有,,2023-03-03,900,16.3100843415887,14.2169693388005,18.8403212496905,0.0,40.9986439218115,63000020002.0,0.189281045751634,0.631895424836601,84.51,58325.43,61.2252384221478,39.325018327467,0,0,0,0,0,0,0,0,0,0,54,59,0,9,0,3,1,1,0,55,"c(121.560260039549, 25.0370599865155)",臺北捷運國父紀念館站_BL17,509.860793884531,2258.9944798926,4522.31911319582,40,2
臺北市信義區信安街１５９號十一樓,11632500.0,206581.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0225699809485,121.555040041709,黎平里,8.07,住,,,1120221,土地1建物1車位0,十一層,11,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720712,71.8,3,2,2,有,有,,鐵鋁窗增建、遮雨棚增建其他增建；,RPOOMLOKLHIGFDA27DA,51.85,1.12,5.73,有,1575.0,2023-02-21,901,13.494412804776,12.1546302931871,15.1232778434995,4.92807627147328,41.5109350373557,63000020039.0,0.150510631173615,0.545789385568391,86.57,52737.21,48.3472003489213,34.2702945729098,1,0,0,0,0,0,1,0,0,0,36,58,0,15,1,1,4,0,2,40,"c(121.555040041709, 25.0225699809485)",臺北捷運六張犁站_BR07,254.558062620611,3766.79045112621,4741.15652964703,40,2
臺北市信義區信安街４號六樓,28000000.0,199601.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0272899982647,121.558109997566,黎順里,31.81,住,,,1120324,土地1建物1車位0,六層,6,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,761217,140.28,3,2,2,有,無,,,RPPOMLLKMHIGFDA17DA,120.18,0.0,13.59,有,,2023-03-24,902,21.3368183133387,19.2018792315219,24.7364717411217,0.0,53.2881822276394,63000020038.0,0.173110213502597,0.563185227928448,89.74,19568.85,49.5245641642137,36.1331220142103,1,0,0,0,1,0,1,0,0,0,33,29,0,8,1,0,1,1,0,34,"c(121.558109997566, 25.0272899982646)",臺北捷運六張犁站_BR07,662.611602667433,3165.71148298679,4724.37034546442,36,2
臺北市信義區信義路五段１１１號五樓之３,33500000.0,231066.0,0.0,0.0,63000,信義區,房地(土地+建物)+車位,25.0333199813186,121.57324000335,三犁里,22.3,都市：其他:特定業務區(信義計畫特定專用區)。,,,1120309,土地1建物1車位1,五層,5,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860926,144.98,1,1,1,有,有,坡道機械,,RPOOMLTLLHIGFDA87DA,74.19,2.74,8.31,有,,2023-03-09,905,19.4449537837225,16.1986536306063,25.3216991275957,0.0,66.963838545572,63000020031.0,0.165938864628821,0.574672489082969,89.33,9102.24,55.7356989734672,40.0428265402133,0,0,0,0,0,0,0,0,0,0,16,8,0,1,0,1,1,0,0,17,"c(121.57324000335, 25.0333199813186)",臺北捷運象山站_R02,370.30377440183696,1830.98291389319,4106.96989399415,26,2
臺北市信義區信義路五段１１１號八樓之７,13000000.0,259792.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0333199813186,121.57324000335,三犁里,8.86,都市：其他:特定業務區(信義計畫特定專用區)。,,,1120410,土地1建物1車位0,八層,8,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860926,50.04,1,1,1,有,有,,陽台外推；夾層；,RPPNMLKKNHIGFDA07DA,29.77,1.37,3.94,有,,2023-04-10,906,22.130226222543,18.0088307186057,26.8646937179586,0.0,41.4638091318956,63000020031.0,0.165938864628821,0.574672489082969,89.33,9102.24,55.7356989734672,40.0428265402133,0,0,0,0,0,0,0,0,0,0,16,8,0,1,0,1,1,0,0,17,"c(121.57324000335, 25.0333199813186)",臺北捷運象山站_R02,370.30377440183696,1830.98291389319,4106.96989399415,26,2
臺北市信義區信義路五段１１５號八樓之５,20800000.0,231543.0,12.97,3300000.0,63000,信義區,房地(土地+建物)+車位,25.0336299860075,121.573890019941,三犁里,8.85,都市：其他:特定業務區(信義計畫特定專用區)。,,,1120102,土地1建物1車位1,八層,8,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702,88.54,1,1,1,有,有,坡道平面,陽台外推；,RPTOMLPKLHIGFDA87DA,29.97,1.45,4.4,有,1862.0,2023-01-02,907,17.9215100246316,15.6268585048079,19.7896204473524,3.39324967947114,32.8441386780774,63000020031.0,0.165938864628821,0.574672489082969,89.33,9102.24,55.7356989734672,40.0428265402133,0,0,0,0,0,0,0,0,0,0,18,11,0,1,0,1,1,0,0,19,"c(121.573890019941, 25.0336299860075)",臺北捷運象山站_R02,442.030760677205,1780.70552936247,4033.27405665323,14,2
臺北市信義區信義路五段１１５號十一樓之１,17000000.0,356469.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0336299860075,121.573890019941,三犁里,7.77,都市：其他:特定業務區(信義計畫特定專用區)。,,,1120216,土地1建物1車位0,十一層,11,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702,47.69,1,1,1,有,有,,陽台外推；,RPUNMLLLMHIGFDA67DA,27.51,1.28,3.82,有,1796.0,2023-02-16,908,15.084668065682,12.7268121348618,17.0407609574226,0.0,36.370979965478895,63000020031.0,0.165938864628821,0.574672489082969,89.33,9102.24,55.7356989734672,40.0428265402133,0,0,0,0,0,0,0,0,0,0,18,11,0,1,0,1,1,0,0,19,"c(121.573890019941, 25.0336299860075)",臺北捷運象山站_R02,442.030760677205,1780.70552936247,4033.27405665323,14,2
臺北市信義區信義路五段１１５號十八樓,22000000.0,259281.0,0.0,0.0,63000,信義區,房地(土地+建物)+車位,25.0336299860075,121.573890019941,三犁里,8.23,都市：其他:特定業務區(信義計畫特定專用區)。,,,1120510,土地1建物1車位1,十八層,18,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702,84.85,1,1,1,有,有,坡道平面,陽台外推；,RPPOMLKMNHIGFDA37DA,28.26,1.28,3.75,有,142.0,2023-05-10,909,21.6742630138121,18.677952644932,25.5139024526147,0.0,50.2742817659147,63000020031.0,0.165938864628821,0.574672489082969,89.33,9102.24,55.7356989734672,40.0428265402133,0,0,0,0,0,0,0,0,0,0,18,11,0,1,0,1,1,0,0,19,"c(121.573890019941, 25.0336299860075)",臺北捷運象山站_R02,442.030760677205,1780.70552936247,4033.27405665323,14,2
臺北市信義區信義路五段１１７號三樓之１,15480000.0,324596.0,0.0,0.0,63000,信義區,房地(土地+建物),25.0338200037525,121.573700002196,三犁里,7.77,都市：其他:特定業務區(信義計畫特定專用區)。,,,1120325,土地1建物1車位0,三層,3,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702,47.69,1,1,1,有,有,,陽台外推；,RPUOMLQLMHIGFDA28DA,27.51,1.28,3.82,有,1386.0,2023-03-25,910,19.1907500623454,16.6591536348583,22.2594366182095,15.7211305712235,36.95043452558409,63000020031.0,0.165938864628821,0.574672489082969,89.33,9102.24,55.7356989734672,40.0428265402133,0,0,0,0,0,0,0,0,0,0,18,11,0,1,0,1,1,0,0,19,"c(121.573700002196, 25.0338200037525)",臺北捷運象山站_R02,429.47859817117,1765.19404365279,4037.88268009033,14,2
臺北市信義區信義路五段１２１號十一樓,37000000.0,285450.0,38.18,0.0,63000,信義區,房地(土地+建物)+車位,25.0335499807417,121.573739983874,三犁里,15.19,都市：其他:特定業務區(信義計畫特定專用區)。,,,1120429,土地1建物1車位1,十一層,11,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702,129.62,2,2,1,有,有,坡道平面,陽台外推；,RPXNMLNLNHIGFDA28DA,51.39,6.59,4.55,有,,2023-04-29,911,25.3856183500835,21.3823499387489,30.8748784461981,0.0,61.9257369944813,63000020031.0,0.165938864628821,0.574672489082969,89.33,9102.24,55.7356989734672,40.0428265402133,0,0,0,0,0,0,0,0,0,0,17,11,0,1,0,1,1,0,0,18,"c(121.573739983874, 25.0335499807417)",臺北捷運象山站_R02,425.179172727778,1793.06967933473,4050.79587914089,14,2
