土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age
臺北市中山區中山北路一段５３巷３號,10600000,56757,34.73,0,63000,中山區,房地(土地+建物)+車位,25.04931399,121.522051,正得里,24.3,商,NA,NA,1130104,土地1建物1車位1,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880721,186.76,4,2,2,有,有,升降平面,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLMLJHJGFCA37DA,87.33,3.84,8.43,有,NA,2024/1/4,2,16.35144413,13.62036592,17.87227062,0,65.78890381,0,0,0,0,0,2,1,0,0,3,50,52,0,6,2,4,0,1,0,50,"c(302675.240550426, 2771341.29593821)",臺北捷運中山站_G14_R11,487.0035458,670.1630363,542.7367667,25
臺北市中山區中山北路一段５３巷８號,8480000,264587,0,0,63000,中山區,房地(土地+建物),25.04910101,121.522127,正得里,4.78,商,NA,NA,1130122,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970104,32.05,1,1,1,有,有,NA,NA,RPRNMLMJKHJGFCA17EA,17.55,3.55,0,有,229,2024/1/22,3,13.47155669,9.922606537,15.10057522,0.382611384,31.34812905,0,0,0,0,0,2,1,0,0,3,50,52,0,6,2,5,0,1,0,50,"c(302683.00256453, 2771317.73423458)",臺北捷運中山站_G14_R11,511.0038968,670.961316,542.6151419,16
臺北市中山區中山北路二段１１５巷３弄１９號,10200000,198444,0,0,63000,中山區,房地(土地+建物),25.06127602,121.524077,聚葉里,20.75,商,NA,NA,1130125,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630209,51.4,2,1,1,有,無,NA,NA,RPSNMLTKKHJGFCA08EA,51.4,0,0,無,NA,2024/1/25,8,11.79810788,10.81788436,12.488054,2.634305876,54.58706565,0,0,0,0,0,0,0,0,0,0,75,81,0,12,1,3,0,5,0,75,"c(302874.543577904, 2772667.06718227)",臺北捷運中山國小站_O10,316.2145285,1741.892524,1668.387298,50
臺北市中山區中山北路二段１１５巷３弄２１號,10000000,123320,0,0,63000,中山區,房地(土地+建物),25.06127602,121.524144,聚葉里,24.25,商,NA,NA,1130112,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640820,81.09,2,1,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLOLJHJGFCA47EA,71.23,0,9.86,無,NA,2024/1/12,9,16.76861521,12.80374386,21.1633693,0,51.26714163,0,0,0,0,0,0,0,0,0,0,75,80,0,11,1,3,0,5,0,75,"c(302881.300497274, 2772667.09336435)",臺北捷運中山國小站_O10,310.5101613,1745.17857,1671.297115,49
臺北市中山區中山北路二段１６８之３號,21180000,294603,18.6,1200000,63000,中山區,房地(土地+建物)+車位,25.06339098,121.522246,集英里,7.53,商,NA,NA,1130106,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,951129,86.42,1,1,1,有,有,其他,陽台外推；,RPRPMLLJKHJGFCA17DA,45.15,0,5.63,有,242,2024/1/6,10,18.40755189,15.95755178,22.55338118,0,88.53649405,1,0,0,0,1,0,0,0,0,0,53,60,0,11,0,4,0,6,0,53,"c(302688.90199317, 2772900.61810406)",臺北捷運民權西路站_O11_R13,293.7935591,1877.489543,1820.495853,18
臺北市中山區五常街１１巷３號,18500000,286555,0,0,63000,中山區,房地(土地+建物),25.06452698,121.538121,行孝里,9.93,住,NA,NA,1130128,土地2建物1車位0,十一層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080918,64.56,1,1,1,有,有,NA,NA,RPUNMLMLKHJGFCA57DA,38.3,1.67,3.17,有,503,2024/1/28,16,13.60722073,12.79541462,14.39768707,1.113796634,94.03033362,0,1,0,0,0,1,1,0,0,0,42,36,0,9,1,1,1,1,3,43,"c(304290.043819206, 2773032.72665497)",臺北捷運行天宮站_O09,684.7301894,2943.164207,2834.553276,5
臺北市中山區伊通街１０６巷１６號,22000000,339978,0,0,63000,中山區,房地(土地+建物),25.05390602,121.533818,中央里,18.04,住,NA,NA,1130116,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701109,64.71,1,1,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLQLJHJGFCA47EA,53.86,5.12,0,無,NA,2024/1/16,17,17.12302123,15.73233109,18.60971375,0,52.70004426,1,0,0,0,0,0,1,0,0,0,57,57,0,10,1,2,0,0,0,57,"c(303860.554708701, 2771854.56699241)",臺北捷運松江南京站_G15_O08,193.8792018,1959.444948,1833.658918,43
臺北市中山區北安路５５４巷１９號,38000000,261186,0,0,63000,中山區,房地(土地+建物)+車位,25.080264,121.548998,永安里,25.32,住,NA,NA,1130108,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,821221,145.48,3,2,2,有,有,坡道平面,其它增建:陽台加窗其他增建；,RPQPMLRKJHJGFCA67DA,114.23,0,10.4,有,NA,2024/1/8,20,18.74602655,16.94437557,21.28202911,0,52.82932559,0,0,0,0,1,0,1,0,0,0,27,44,0,11,0,2,0,2,0,27,"c(305380.350696448, 2774780.26697927)",臺北捷運大直站_BR14,247.9370479,4531.662295,4844.272572,31
臺北市中山區北安路８２９號,19793333.33,239481.3333,14,833333.3333,63000,中山區,房地(土地+建物)+車位,25.08601309,121.5523454,北安里,6.18,住,NA,NA,1130106,土地2建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,991224,85.48,0,0,0,無,有,坡道平面,NA,RPRNMLMLJHJGFCA27EA,38.34,0.9,3.62,有,124,2024/1/6,21,18.4070573,15.68313389,22.62696077,0,85.56753358,0,0,0,0,0,0,1,0,0,0,9,19,0,2,0,1,0,2,0,9,"c(305715.423131305, 2775418.44774349)",臺北捷運劍南路站_BR15,308.6502795,4841.84618,5546.692416,14
臺北市中山區南京東路二段１０８號,23550000,318223.5,0,0,63000,中山區,房地(土地+建物),25.051839,121.532169,興亞里,6.63,商,NA,NA,1130106,土地3建物1車位0,五層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,990917,102.33,2,2,1,有,有,NA,NA,RPWQMLMJKHJGFCA87DA,57.24,2.42,7.82,有,367,2024/1/6,22,18.34664958,15.85409007,22.81810354,0,88.34126959,0,0,0,0,0,0,1,0,0,0,61,79,0,9,1,2,0,0,0,61,"c(303695.076072907, 2771624.95675405)",臺北捷運松江南京站_G15_O08,93.07514978,1728.485997,1600.285566,14
臺北市中山區合江街１１６巷７號,21380000,290253,0,0,63000,中山區,房地(土地+建物),25.05919601,121.538722,江山里,28.75,住,NA,NA,1130107,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,560915,73.66,3,2,2,有,無,NA,3建築物含有：增建法定空地,RPQNMLPKKHJGFCA47EA,73.66,0,0,無,NA,2024/1/7,25,17.64070032,17.23392509,18.28455232,0,68.51962058,1,0,0,0,0,0,0,0,0,0,43,51,0,16,0,1,0,1,2,43,"c(304353.028899844, 2772442.47792816)",臺北捷運中山國中站_BR12,559.3785077,2657.926293,2537.868063,57
臺北市中山區合江街１３０巷２８號,21200000,216902,0,0,63000,中山區,房地(土地+建物),25.05943598,121.537966,江山里,33.75,住,NA,NA,1130107,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,621113,97.74,3,2,2,有,無,NA,陽台外推；其他增建；,RPQOMLSKJHJGFCA67DA,81.37,0,16.37,無,323,2024/1/7,27,17.64228648,17.23782273,18.27703971,0,68.4385366,0,0,0,0,0,0,0,0,0,0,41,49,0,13,0,1,0,1,3,41,"c(304276.650627013, 2772468.75529049)",臺北捷運行天宮站_O09,511.0907019,2604.913755,2486.072701,51
臺北市中山區合江街１７０巷５號,22380000,182619,0,0,63000,中山區,房地(土地+建物),25.06078098,121.538777,江寧里,33.3,住,NA,NA,1130117,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,720902,122.55,3,2,2,有,無,NA,頂樓加蓋；,RPUNMLLJLHJGFCA47EA,96.05,9.35,8.07,無,NA,2024/1/17,28,20.8683565,17.5386973,24.31528221,0,39.34217884,0,0,0,0,0,0,0,0,0,0,38,53,0,13,0,1,0,0,3,38,"c(304357.877332154, 2772618.06125885)",臺北捷運中山國中站_BR12,525.9648408,2752.301059,2635.181567,41
臺北市中山區吉林路１４４巷７號,32000000,234398,0,0,63000,中山區,房地(土地+建物),25.05611499,121.529813,中原里,26.25,住,NA,NA,1130117,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,671101,136.52,3,2,2,有,有,NA,其他增建；,RPUOMLRKKHJGFCA08DA,116.26,0,20.26,有,NA,2024/1/17,29,21.06306664,17.96694589,24.24984787,0,38.83433419,0,0,0,0,0,0,1,0,0,1,67,63,0,11,1,1,0,3,0,67,"c(303455.501485862, 2772097.65632036)",臺北捷運松江南京站_G15_O08,516.0441941,1712.213574,1597.0736,46
臺北市中山區吉林路２３６巷１７號,4473333.333,175532,0,0,63000,中山區,房地(土地+建物),25.059476,121.529496,中庄里,14.12,住,NA,NA,1130120,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,550503,39.48,3,1,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPRNMLTKKHJGFCA97EA,39.48,0,0,無,334,2024/1/20,30,20.06905515,17.53566916,23.0100179,0,36.7859384,0,0,0,0,0,0,1,0,0,0,61,62,0,11,1,1,0,3,0,61,"c(303422.05962514, 2772469.81662967)",臺北捷運行天宮站_O09,371.7503396,1920.650834,1817.664611,58
臺北市中山區大直街１１７號,34300000,200292,0,2500000,63000,中山區,房地(土地+建物)+車位,25.08406499,121.548287,大直里,39.97,住,NA,NA,1130115,土地1建物1車位1,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740703,171.25,4,2,2,有,無,坡道平面,其他增建；,RPOOMLPKKHJGFCA27DA,138.8,0.63,12.02,無,NA,2024/1/15,32,17.08385236,15.11305935,19.58359989,2.630483465,56.82580468,0,0,0,0,1,0,1,0,0,0,19,35,0,10,0,1,0,2,0,19,"c(305306.91523146, 2775200.9967332)",臺北捷運大直站_BR14,528.8938314,4902.838735,5121.106036,39
臺北市中山區天祥路１６號,15500000,306809,0,0,63000,中山區,房地(土地+建物),25.06093722,121.5209433,集英里,9.42,商,NA,NA,1130104,土地2建物1車位0,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050914,50.52,1,1,1,有,有,NA,NA,RPXNMLSJJHJGFCA18DA,28.32,2.69,0,有,NA,2024/1/4,33,16.40189403,13.74643737,17.98606382,0,66.19043438,0,0,0,0,0,0,0,0,0,0,61,86,0,10,0,2,0,8,0,61,"c(302558.516765489, 2772628.31877913)",臺北捷運民權西路站_O11_R13,235.8206852,1577.082789,1522.893176,8
臺北市中山區天祥路４８巷５號,2499100,242396,0,0,63000,中山區,房地(土地+建物),25.06193898,121.520665,集英里,6.54,住,NA,NA,1130115,土地2建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,561112,10.31,2,1,1,有,無,NA,NA,RPPNMLPLJHJGFCA37EA,10.31,0,0,無,167,2024/1/15,34,17.28942458,16.10104888,18.655472,3.127407471,62.98521617,1,0,0,0,0,0,0,0,0,0,55,68,0,7,0,3,0,7,0,55,"c(302530.01325327, 2772739.17164967)",臺北捷運民權西路站_O11_R13,140.4879538,1673.437279,1623.576265,57
臺北市中山區市民大道二段６７巷３３號,18000000,176678,0,0,63000,中山區,房地(土地+建物),25.047445,121.528566,正守里,26.92,商,NA,NA,1130119,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730822,101.88,3,2,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPWNMLTLKHJGFCA48DA,79.36,0,9.69,無,NA,2024/1/19,36,21.16902983,17.58206942,24.58145951,0,48.96052848,1,0,0,0,0,1,2,0,0,0,43,40,0,3,1,0,0,1,0,43,"c(303333.428537148, 2771136.82736948)",臺北捷運善導寺站_BL13,590.1421282,1297.516972,1168.939271,40
臺北市中山區建國北路一段５０巷２５號,32880000,308364,19.97,1800000,63000,中山區,房地(土地+建物)+車位,25.04796698,121.535187,朱園里,20.9,商,NA,NA,1130114,土地2建物1車位1,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070501,120.76,2,1,2,有,有,其他,NA,RPTNMLSKJHJGFCA87DA,49.35,7.28,5.26,有,279,2024/1/14,37,20.39235541,17.06621868,24.96544296,0,37.61401273,0,0,0,0,0,2,2,0,0,0,30,37,0,3,0,2,0,0,0,30,"c(304001.288642064, 2771197.27090495)",臺北捷運松江南京站_G15_O08,541.9146052,1966.196687,1837.057519,6
臺北市中山區建國北路二段２２０號,61000000,248195,87.14,6000000,63000,中山區,房地(土地+建物)+車位,25.060834,121.536567,松江里,25.02,住,NA,NA,1130103,土地2建物1車位2,十四層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990924,308.74,3,2,2,有,有,坡道平面,NA,RPTOMLQKKHJGFCA87DA,117.35,10.37,21.16,有,NA,2024/1/3,38,15.72256185,13.6905472,17.92265734,6.645033762,58.97260036,0,0,0,0,0,0,0,0,0,0,51,60,0,14,0,1,0,2,3,51,"c(304134.882941843, 2772623.04724874)",臺北捷運行天宮站_O09,360.1107246,2569.840407,2455.677822,14
臺北市中山區建國北路二段２５８巷２９號,28200000,204659,0,0,63000,中山區,房地(土地+建物),25.06188002,121.535339,松江里,26.81,商,NA,NA,1130219,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660312,137.79,4,2,3,有,無,NA,陽台外推；其他增建；,RPSPMLTKKHJGFCA18DA,121.79,0,16,有,55,2024/2/19,39,24.42334868,19.91479265,30.16101898,0,53.25426499,0,1,0,0,0,0,1,0,0,0,53,63,0,12,0,1,1,3,3,54,"c(304010.524363792, 2772738.41955929)",臺北捷運行天宮站_O09,282.5133132,2540.262409,2430.500194,47
臺北市中山區建國北路二段３５號,10800000,268323,0,0,63000,中山區,房地(土地+建物),25.05529301,121.537265,朱馥里,4.77,住,NA,NA,1130106,土地5建物1車位0,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770524,40.25,0,0,0,無,有,NA,陽台外推；,RPQOMLTKKHJGFCA87DA,24.4,0,4.85,有,NA,2024/1/6,40,18.30297541,15.83333467,23.01572948,0,88.29770355,1,1,0,0,0,0,0,0,0,0,53,41,0,10,1,1,0,1,0,53,"c(304207.739996032, 2772009.57527769)",臺北捷運松江南京站_G15_O08,548.042143,2339.31334,2213.736389,36
臺北市中山區建國北路二段８９號,8550000,257375,0,0,63000,中山區,房地(土地+建物),25.05862302,121.537446,江山里,9.56,住,NA,NA,1130111,土地4建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850924,33.22,1,1,1,有,有,NA,NA,RPTNMLRKJHJGFCA77DA,21.06,0.8,3.05,有,NA,2024/1/11,41,14.69043727,12.89681699,17.38017287,0,81.2998886,1,0,0,0,0,0,0,0,0,0,43,59,0,14,1,1,0,1,3,43,"c(304224.542049602, 2772378.49845069)",臺北捷運行天宮站_O09,489.7930316,2514.58094,2394.695578,28
臺北市中山區復興北路３８０巷２０號,3600000,50512,0,0,63000,中山區,建物,25.06092498,121.54303,江寧里,0,NA,NA,NA,1130119,土地0建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731231,71.27,3,1,1,有,無,NA,建物坐落地號：榮星段三小段80地號；親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLLKHJGFCA07EA,61.53,1.89,5.99,無,NA,2024/1/19,43,21.08252081,17.77238443,24.51581606,0,48.31977179,0,0,0,0,0,0,0,0,0,0,49,66,0,15,0,2,1,0,0,50,"c(304786.91821309, 2772635.72763968)",臺北捷運中山國中站_BR12,98.36462113,3131.164901,3010.338603,40
臺北市中山區復興北路４３０巷３８號,30600000,218322,0,0,63000,中山區,房地(土地+建物),25.06328411,121.5421633,下埤里,29.43,住,NA,NA,1130102,土地3建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700313,140.16,5,1,2,有,無,NA,NA,RPRNMLPKKHJGFCA57EA,114.32,0,20.92,有,NA,2024/1/2,44,19.05624838,15.5747449,23.79507413,0,57.80503982,0,0,0,0,0,0,0,0,0,0,43,55,0,10,0,2,2,0,0,45,"c(304698.419397642, 2772896.68791314)",臺北捷運中山國中站_BR12,333.9456436,3189.620404,3073.368529,43
臺北市中山區復興北路４３６號,28700000,220566,0,0,63000,中山區,房地(土地+建物),25.06359902,121.544035,下埤里,25.41,住,NA,NA,1130110,土地2建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661123,130.12,3,2,2,有,有,NA,其他增建；,RPSNMLPJKHJGFCA47DA,97.17,0,7.11,有,NA,2024/1/10,45,16.1889023,13.437563,18.1657899,0,78.26768328,0,0,0,0,0,0,0,0,0,0,39,52,0,8,1,2,1,0,0,40,"c(304887.123404279, 2772932.32733101)",臺北捷運中山國中站_BR12,313.3945477,3367.580448,3250.033528,47
臺北市中山區復興南路一段３４號,23300000,264953,0,0,63000,中山區,房地(土地+建物),25.04629102,121.543684,埤頭里,7.34,商,NA,NA,1130101,土地3建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690310,87.94,3,2,1,有,有,NA,NA,RPXNMLLKJHJGFCA57DA,58.7,0,16.81,有,89,2024/1/1,47,16.95860306,15.97642635,17.862857,0,88.85373316,0,0,0,0,0,2,2,0,0,1,44,74,0,20,2,2,0,4,0,44,"c(304859.411501728, 2771015.0494571)",臺北捷運南京復興站_BR11_G16,638.1119645,2826.27368,2698.492629,44
臺北市中山區德惠街１８號,27800000,306471,0,0,63000,中山區,房地(土地+建物),25.0666077,121.5251101,晴光里,9.86,商,NA,NA,1130108,土地1建物1車位0,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041221,90.71,2,2,1,有,有,NA,NA,RPVOMLTKJHJGFCA28DA,59.78,1.49,2.34,有,204,2024/1/8,48,18.93726315,17.02722801,20.83849185,0,53.75062182,0,0,0,0,1,0,0,0,0,0,33,35,0,10,0,1,1,3,0,34,"c(302976.479699572, 2773258.03978308)",臺北捷運中山國小站_O10,453.2180925,2317.17696,2252.202976,9
臺北市中山區德惠街５２號,16000000,102002,0,0,63000,中山區,房地(土地+建物),25.06656982,121.5272006,晴光里,15.36,商,NA,NA,1130108,土地1建物2車位0,七層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710227,156.86,3,2,3,有,有,NA,本案建物為二戶打通使用親友、員工、共有人或其他特殊關係間之交易；,RPUOMLPJKHJGFCA77DA,126.16,0,7.2,有,NA,2024/1/8,52,18.92294691,17.00964684,20.84244551,0,53.49124681,1,0,0,0,0,1,0,0,0,0,43,30,0,11,0,1,1,3,0,44,"c(303187.40603196, 2773254.66388402)",臺北捷運中山國小站_O10,421.0834512,2407.54881,2333.495344,42
臺北市中山區敬業三路１６２巷１１９號,30000000,193013,0,0,63000,中山區,房地(土地+建物)+車位,25.07954702,121.559489,金泰里,47.09,住,NA,NA,1130104,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890628,155.43,3,2,2,有,有,坡道平面,NA,RPRNMLQKKHJGFCA57DA,77.59,0,8.1,有,NA,2024/1/4,53,16.26451373,13.49096711,17.86769099,0,67.46077762,0,0,0,0,0,1,0,0,0,1,16,16,0,2,0,1,0,1,0,16,"c(306438.97961595, 2774705.18840954)",臺北捷運劍南路站_BR15,731.152993,3856.280168,5554.972123,24
臺北市中山區敬業三路１６２巷３６號,32000000,205576,0,0,63000,中山區,房地(土地+建物)+車位,25.07788899,121.556993,金泰里,47.09,住,NA,NA,1130129,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,890628,155.66,2,2,1,有,有,坡道平面,B1B2每年輪流一年B1一年B2編號按照每年抽籤決定但每一戶都一定有個車位,RPPNMLNLKHJGFCA27EA,77.7,0,8.22,有,407,2024/1/29,54,18.80261995,13.87780196,23.8341024,1.557693508,69.26618929,0,0,0,0,0,1,0,0,0,0,11,10,0,1,0,1,0,1,0,11,"c(306187.94862392, 2774520.49520999)",臺北捷運劍南路站_BR15,788.9731344,3832.310791,5243.882929,24
臺北市中山區新生北路三段１號,7100000,231950,0,0,63000,中山區,房地(土地+建物),25.06288702,121.527991,新福里,3.09,商,NA,NA,1130103,土地1建物1車位0,十四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,700122,30.61,1,1,1,有,有,NA,NA,RPXOMLQKKHJGFCA28DA,21.49,0,0,有,305,2024/1/3,56,15.77874021,13.76730367,18.04215449,5.23888406,58.3099967,0,0,0,0,0,0,0,0,0,0,55,59,0,16,1,1,2,4,0,57,"c(303268.733619491, 2772847.04678112)",臺北捷運中山國小站_O10,127.3927147,2105.394094,2018.520418,43
臺北市中山區新生北路三段６２巷２３之１號,32000000,231147,0,0,63000,中山區,房地(土地+建物),25.06590899,121.526689,晴光里,31.84,商,NA,NA,1130112,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,840512,138.44,4,2,2,有,有,NA,其他增建；,RPWNMLNLKHJGFCA87DA,87.02,3.32,10.65,有,NA,2024/1/12,60,16.75619505,12.80295753,21.11221831,0,51.49710953,1,0,0,0,1,1,0,0,0,0,42,36,0,12,0,1,1,3,0,43,"c(303136.07349259, 2773181.26546044)",臺北捷運中山國小站_O10,345.2575233,2318.559868,2245.06736,29
臺北市中山區新生北路三段６８巷２５號,3500000,205158,0,0,63000,中山區,房地(土地+建物),25.06623898,121.526693,晴光里,2.88,商,NA,NA,1130102,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740316,17.06,2,1,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPPNMLMLJHJGFCA07EA,11.73,2.25,0,有,114,2024/1/2,61,19.44099609,16.2403956,23.60154268,0,56.06656737,1,0,0,0,1,1,0,0,0,0,41,34,0,12,0,1,1,3,0,42,"c(303136.337042063, 2773217.81926477)",臺北捷運中山國小站_O10,381.8028824,2350.92389,2278.189572,39
臺北市中山區新生北路三段９３巷２３號,12200000,160021,0,0,63000,中山區,房地(土地+建物),25.06787702,121.528746,新庄里,39,住,NA,NA,1130124,土地1建物1車位0,三層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,580417,76.24,2,1,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPROMLOLJHJGFCA47DA,76.24,0,0,無,NA,2024/1/24,64,10.74097206,9.619030791,11.69953234,0,50.0892642,1,0,0,0,0,1,0,0,0,0,33,19,0,10,0,1,2,3,0,35,"c(303342.749802564, 2773400.06567918)",臺北捷運中山國小站_O10,598.7333987,2610.3967,2533.409909,55
臺北市中山區新生北路二段１３３巷１７號,5800000,152311,0,0,63000,中山區,房地(土地+建物),25.060921,121.528398,新生里,9.9,住,NA,NA,1130113,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730319,38.08,2,1,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPXNMLTLJHJGFCA48DA,31.41,0,3.23,無,NA,2024/1/13,65,18.60694538,14.83164196,22.46048302,0,32.76463118,0,0,0,0,0,0,1,0,0,0,61,68,0,9,1,1,0,3,0,61,"c(303310.649673297, 2772629.43972784)",臺北捷運中山國小站_O10,266.8238948,1960.194166,1865.652944,40
臺北市中山區新生北路二段１４１巷２７號,23000000,192581,0,0,63000,中山區,房地(土地+建物),25.06168199,121.528821,新生里,46.29,住,NA,NA,1130103,土地1建物1車位0,三層，四層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,550916,119.43,10,0,10,有,無,NA,頂樓加蓋；其他增建；含租約；,RPROMLPLJHJGFCA57DA,119.43,0,0,無,215,2024/1/3,66,15.76967583,13.75664981,18.02297008,5.406221675,58.37088827,0,0,0,0,0,0,0,0,0,0,55,75,0,13,1,2,1,3,0,56,"c(303353.001327614, 2772713.89850216)",臺北捷運中山國小站_O10,243.9705963,2052.022712,1958.401769,58
臺北市中山區新生北路二段６２巷１２號,57300000,306835,33.32,2800000,63000,中山區,房地(土地+建物)+車位,25.05604948,121.5268148,中山里,13.79,商,NA,NA,1130119,土地1建物1車位1,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1050322,210.94,3,2,2,有,有,坡道平面,其他增建；,RPWNMLQKKHJGFCA08DA,108.67,6.09,12.71,有,284,2024/1/19,68,21.21175759,17.64794879,24.46574056,0,47.29405695,0,0,0,0,0,0,1,0,0,1,75,75,0,8,2,1,0,2,0,75,"c(303153.020056424, 2772089.21930749)",臺北捷運雙連站_R12,658.2732023,1465.705104,1358.467863,8
臺北市中山區新生北路二段６８巷８號,26500000,302115,45.39,2500000,63000,中山區,房地(土地+建物)+車位,25.05669011,121.5266692,中山里,10.62,商,NA,NA,1130106,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1050602,124.83,2,1,1,有,有,坡道平面,NA,RPUNMLOLJHJGFCA67DA,43.63,3.05,4.72,有,390,2024/1/6,70,18.36999398,15.88352903,22.6763708,0,88.06008785,0,0,0,0,0,0,1,0,0,1,73,74,0,7,2,1,0,2,0,73,"c(303138.053856056, 2772160.12179683)",臺北捷運雙連站_R12,626.9087332,1501.55277,1397.591598,8
臺北市中山區新生北路二段９６號,5600000,174945,0,0,63000,中山區,房地(土地+建物),25.05913599,121.527228,聚盛里,2.86,商,NA,NA,1130123,土地3建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711224,32.01,1,1,1,有,有,NA,NA,RPRNMLRJKHJGFCA57DA,22.38,0,2.81,有,NA,2024/1/23,71,9.043976018,7.53675266,9.967181129,9.480860442,34.11554404,0,0,0,0,0,0,1,0,0,0,72,71,0,12,2,1,0,3,0,72,"c(303193.372580833, 2772431.2611353)",臺北捷運中山國小站_O10,408.0646078,1733.834098,1637.490727,42
