土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age
臺北市松山區光復北路６０巷３６號,12500000,127408,0,0,63000,松山區,房地(土地+建物),25.04989398,121.555594,復勢里,21.32,住,NA,NA,1130131,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681109,98.11,3,2,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLLJKHJGFDA86DA,83.15,0,14.96,有,NA,2024/1/31,871,21.47406772,18.26535195,26.18148178,0,54.55029965,1,0,0,0,0,0,1,0,0,0,52,73,0,17,0,1,1,2,0,53,"c(306059.554664622, 2771419.0154791)",臺北捷運台北小巨蛋站_G17,400.180947,2286.317194,3903.674603,45
臺北市松山區光復南路５８巷３７號,18500000,259467,0,0,63000,松山區,房地(土地+建物),25.04546201,121.554859,復源里,24,住,NA,NA,1130102,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580815,71.3,3,2,1,有,無,NA,其他增建；,RPOOMLPLJHJGFDA37DA,71.3,0,0,無,NA,2024/1/2,872,19.01105589,15.51268949,23.75156575,0,56.67883268,1,0,0,0,0,0,0,0,0,0,50,112,0,16,0,1,0,3,0,50,"c(305987.403384029, 2770927.79978179)",臺北捷運忠孝復興站_BL15_BR10,492.6094376,2395.51762,3829.61498,55
臺北市松山區八德路三段１２巷５１弄３２號,2800000,167665,0,0,63000,松山區,房地(土地+建物),25.046058,121.55177,敦化里,6.57,都市：其他:道路用地(公共設施用地)。48/3/13,NA,NA,1130114,土地3建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700511,16.7,3,2,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLOJJHJGFDA77EA,13.65,0,2.39,有,NA,2024/1/14,873,20.30077894,16.7240803,24.72866264,0,34.86781523,1,0,0,0,0,0,0,0,0,0,48,67,0,12,0,0,0,4,0,48,"c(305675.437768448, 2770992.54134639)",臺北捷運忠孝敦化站_BL16,531.494386,2693.679422,3514.631207,43
臺北市松山區八德路三段１２巷５３弄１８號,15600000,262273,0,0,63000,松山區,房地(土地+建物),25.04567101,121.551368,敦化里,31.75,住,NA,NA,1130106,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,560731,59.48,1,1,1,有,無,NA,其他增建；,RPRNMLKLKHJGFDA27EA,59.48,0,0,無,NA,2024/1/6,874,18.3296576,15.89301378,23.09220707,0,85.59952475,1,0,0,0,0,0,0,0,0,1,48,91,0,12,0,0,0,4,0,48,"c(305635.048847797, 2770949.51049458)",臺北捷運忠孝敦化站_BL16,489.8111581,2739.714079,3476.592705,57
臺北市松山區八德路二段３４８號,19450000,297083,16.59,0,63000,松山區,房地(土地+建物)+車位,25.04773199,121.545319,中崙里,4.24,商,NA,NA,1130101,土地2建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980123,65.47,1,1,1,有,有,塔式車位,夾層；其他增建；,RPUOMLLJKHJGFDA47DA,27.56,1.48,2.88,有,288,2024/1/1,878,16.9654023,15.98392676,17.8764064,0,88.98171573,1,0,0,0,0,2,1,0,0,1,50,81,0,18,3,1,0,4,0,50,"c(305023.745545173, 2771175.32388522)",臺北捷運南京復興站_BR11_G16,493.033127,2988.034018,2859.135337,15
臺北市松山區八德路四段６３６號,15765000,299642,7.655,0,63000,松山區,房地(土地+建物),25.049832,121.574493,慈祐里,4.71,商,NA,NA,1130107,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021216,47.72,1,1,1,有,有,NA,NA,RPPOMLNLJHJGFDA27DA,27.81,2.74,0,有,243,2024/1/7,879,17.47366547,17.15694855,17.89217499,0,69.3395862,0,0,0,0,0,0,0,0,0,2,33,32,0,6,2,1,1,8,0,34,"c(307966.538842678, 2771420.11265094)",臺北捷運松山站_G19,350.1508997,384.310494,3339.161556,11
臺北市松山區八德路四段６３８號,19500000,214852,0,0,63000,松山區,房地(土地+建物),25.04981301,121.574671,慈祐里,7.39,商,NA,NA,1130119,土地1建物1車位0,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990525,90.76,1,0,1,有,有,NA,NA,RPUNMLRKKHJGFDA08DA,42.94,13.05,0,有,NA,2024/1/19,880,21.00548049,18.09051169,24.19442849,0,48.04987511,0,0,0,0,0,0,0,0,0,2,36,33,0,6,2,1,1,8,0,37,"c(307984.503155709, 2771418.08599672)",臺北捷運松山站_G19,333.1368289,366.270627,3321.60939,14
臺北市松山區南京東路三段２５６巷１９號,32000000,349574,0,0,63000,松山區,房地(土地+建物),25.050919,121.544642,中正里,12.87,商,NA,NA,1130121,土地1建物1車位0,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,860512,91.54,3,1,1,有,有,NA,NA,RPWOMLTKKHJGFDA58DA,33.38,0,3.4,有,NA,2024/1/21,882,15.12612782,14.47375847,16.58084139,8.545711877,38.36201923,2,1,0,0,0,2,1,0,0,1,62,90,0,16,3,2,0,4,0,62,"c(304954.020593775, 2771528.06035776)",臺北捷運南京復興站_BR11_G16,136.0906656,2943.749159,2813.894497,27
臺北市松山區南京東路三段３０３巷６弄８號,23800000,346283,0,0,63000,松山區,房地(土地+建物),25.05232498,121.547423,中正里,12.98,商,NA,NA,1130107,土地2建物1車位0,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990803,68.73,1,1,1,有,有,NA,NA,RPQPMLSKJHJGFDA87DA,35.84,5.21,0.93,有,NA,2024/1/7,883,17.65386713,17.20104416,18.4480925,0,69.86131906,2,0,0,0,0,2,1,0,0,1,52,72,0,9,2,2,0,1,0,52,"c(305233.99182249, 2771684.92729929)",臺北捷運南京復興站_BR11_G16,337.7803033,3128.59773,3114.35563,14
臺北市松山區南京東路三段３０３巷８弄６號,16500000,220294,0,0,63000,松山區,房地(土地+建物),25.05274299,121.547229,中正里,27,住,NA,NA,1130115,土地1建物1車位0,四層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620903,74.9,4,2,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；頂樓加蓋；,RPQPMLLJKHJGFDA17DA,74.9,0,0,無,NA,2024/1/15,884,16.95803625,15.99505648,17.98130557,4.375113952,63.14426621,2,0,0,0,0,0,1,0,0,1,54,72,0,8,2,1,0,1,0,54,"c(305214.234240846, 2771731.14887216)",臺北捷運南京復興站_BR11_G16,326.1624253,3153.455141,3103.100777,51
臺北市松山區南京東路五段２３巷１８號,21500000,182559,0,0,63000,松山區,房地(土地+建物),25.053206,121.558136,東光里,28,住,NA,NA,1130126,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671123,117.77,3,2,2,有,無,NA,陽台外推；,RPQNMLPJLHJGFDA57EA,107.89,0,9.88,無,NA,2024/1/26,885,13.14122887,11.3153124,14.30558837,0,64.87003367,0,0,0,0,0,0,1,0,0,0,46,54,0,9,0,0,1,1,1,47,"c(306314.532931128, 2771786.93070534)",臺北捷運台北小巨蛋站_G17,658.2052246,2076.26828,4197.368209,46
臺北市松山區南京東路五段２３９號,15826666.67,305856.6667,0,0,63000,松山區,房地(土地+建物),25.05161642,121.5649724,安平里,3.64,都市：其他:聯合開發區(捷)。,NA,NA,1130121,土地1建物1車位0,十二層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980331,45.26,1,1,1,有,有,NA,NA,RPOOMLQJKHJGFDA37DA,26.82,0,3.1,有,327,2024/1/21,888,14.98533967,14.27818093,16.34359112,8.624079029,44.32071587,0,0,0,0,0,2,0,0,0,0,52,50,0,7,0,1,2,2,0,54,"c(307005.063083016, 2771613.72147108)",臺北捷運南京三民站_G18,19.63542313,1365.0144,4279.438321,15
臺北市松山區南京東路五段２５０巷２弄１３之１號,15000000,180941,0,0,63000,松山區,房地(土地+建物),25.05083502,121.566802,新聚里,19.79,商,NA,NA,1130119,土地1建物1車位0,四層，陽臺,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,620824,82.9,3,2,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPOOMLKMJHJGFDA96DA,82.9,0,0,有,NA,2024/1/19,889,21.01859497,18.04704613,24.24289474,0,47.35492096,1,0,0,0,0,2,1,0,0,0,43,43,0,4,0,1,2,4,0,45,"c(307190.034233659, 2771527.94061331)",臺北捷運南京三民站_G18,220.5018425,1168.079821,4100.587017,51
臺北市松山區南京東路五段２５０巷３６弄８號,21500000,204684,0,0,63000,松山區,房地(土地+建物),25.049495,121.566486,新聚里,34.8,住,NA,NA,1130117,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680219,105.04,3,2,2,有,無,NA,頂樓加蓋；,RPPNMLQKKHJGFDA47DA,89.5,0,15.54,無,NA,2024/1/17,890,20.83626503,17.35758152,24.43925734,0,34.97387773,1,0,0,0,0,2,0,0,0,0,39,42,0,4,0,1,2,4,0,41,"c(307158.770935336, 2771379.3789321)",臺北捷運南京三民站_G18,288.9372632,1186.439812,4145.951978,45
臺北市松山區南京東路五段２９１巷４４弄３５號,28200000,220813,0,0,63000,松山區,房地(土地+建物),25.05346299,121.565229,安平里,25.73,住,NA,NA,1130114,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670531,127.71,4,2,2,有,無,NA,陽台外推；其他增建；,RPUNMLRLKHJGFDA18DA,110.25,0,17.46,無,NA,2024/1/14,891,20.43148928,17.01216472,25.12989516,0,34.5139761,0,0,0,0,0,0,0,0,0,0,54,48,0,9,0,1,3,1,0,57,"c(307030.096787764, 2771818.36747196)",臺北捷運南京三民站_G18,212.3528013,1394.800793,4248.033811,46
臺北市松山區南京東路五段４１５號,18490000,278254,0,0,63000,松山區,房地(土地+建物),25.05146124,121.5701055,安平里,7.26,商,NA,NA,1130118,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060921,66.45,1,1,1,有,有,NA,NA,RPTNMLQJKHJGFDA77DA,38.81,0,3.33,有,245,2024/1/18,892,20.44292438,17.18263263,26.28801817,0,59.54716012,1,0,0,0,0,0,1,0,0,0,27,24,0,3,0,2,2,4,0,29,"c(307523.06317776, 2771598.70556239)",臺北捷運南京三民站_G18,537.5383938,857.8422805,3763.300446,7
臺北市松山區南京東路四段２３號,23500000,409265,0,1500000,63000,松山區,房地(土地+建物)+車位,25.05190999,121.55055,中華里,6.56,商,NA,NA,1130111,土地2建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,971205,57.42,1,1,1,有,有,塔式車位,NA,RPUOMLTLJHJGFDA38DA,27.8,1.8,5.94,有,308,2024/1/11,893,14.62797441,12.9019465,17.20979449,0,82.1449454,2,0,0,0,0,0,0,0,0,1,42,42,0,7,1,1,1,1,0,43,"c(305549.69746573, 2771640.24097444)",臺北捷運台北小巨蛋站_G17,155.6449979,2809.953565,3419.316123,16
臺北市松山區南京東路四段７５巷１４弄９號,21000000,249258,0,0,63000,松山區,房地(土地+建物),25.05218798,121.553324,東勢里,28.25,商,NA,NA,1130113,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580712,84.25,2,2,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLNLJHJGFDA57EA,74.98,9.27,0,無,NA,2024/1/13,895,18.58880532,15.53513515,22.49740593,0,35.36435052,1,0,0,0,0,0,0,0,0,0,39,45,0,8,0,1,1,0,1,40,"c(305829.468799532, 2771672.17407746)",臺北捷運台北小巨蛋站_G17,168.7153965,2535.63482,3700.801392,55
臺北市松山區南京東路四段９３號,6000000,107277,0,0,63000,松山區,房地(土地+建物),25.05184298,121.554157,東勢里,5.31,商,NA,NA,1130103,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710429,55.93,0,0,0,無,有,NA,二親等間買賣買方為外籍人士，已歸化日本國之本國人親友、員工、共有人或其他特殊關係間之交易；,RPROMLPKJHJGFDA57DA,39.93,0,0,有,NA,2024/1/3,896,15.66336632,13.5949022,17.77444254,8.678080405,58.50515251,1,0,0,0,0,0,1,0,0,0,41,52,0,10,0,0,1,1,1,42,"c(305913.67465709, 2771634.3039027)",臺北捷運台北小巨蛋站_G17,230.1024088,2447.478507,3779.239285,42
臺北市松山區南京東路四段９５號,19200000,233208,0,0,63000,松山區,房地(土地+建物),25.05184298,121.554191,東勢里,7.78,商,NA,NA,1130202,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,710429,82.33,2,1,0,有,有,NA,陽台外推；,RPRNMLLLKHJGFDA37EA,57.64,0,8.2,有,17,2024/2/2,897,19.78832939,18.25179966,21.58273219,0,41.49607663,1,0,0,0,0,0,1,0,0,0,41,53,0,10,0,0,1,1,1,42,"c(305917.108359299, 2771634.31796609)",臺北捷運台北小巨蛋站_G17,233.427148,2444.069239,3782.647318,42
臺北市松山區富錦街５１０號,23000000,242514,0,0,63000,松山區,房地(土地+建物),25.06090851,121.5644378,富錦里,35,都市：其他:住宅用地(民生社區特定專用區)。,NA,NA,1130117,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,591218,94.84,3,2,2,有,無,NA,NA,RPOPMLLJKHJGFDA96DA,84.67,0,10.17,無,419,2024/1/17,898,20.99240442,17.70509985,24.36373821,0,36.95325903,1,0,0,0,0,0,1,0,0,0,38,44,0,13,1,1,1,0,0,39,"c(306946.827383236, 2772642.74553439)",臺北捷運南京三民站_G18,1032.759487,1902.243236,4403.290043,54
臺北市松山區寶清街８９巷２５號,16625000,225485,0,0,63000,松山區,房地(土地+建物),25.05241702,121.568795,安平里,36.75,住,NA,NA,1130215,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,加強磚造,610201,73.73,3,2,1,有,無,NA,陽台外推；,RPQNMLQJLHJGFDA67EA,73.73,0,0,無,75,2024/2/15,901,20.34037747,15.84608037,27.6913045,0,72.89475413,1,0,0,0,0,0,1,0,0,0,30,28,0,3,0,1,2,3,0,32,"c(307390.391024803, 2771704.01646906)",臺北捷運南京三民站_G18,415.346769,1017.077151,3890.337122,52
臺北市松山區市民大道五段１號,11380000,359785,0,0,63000,松山區,房地(土地+建物),25.04547701,121.558144,復盛里,8.67,住,NA,NA,1130128,土地1建物1車位0,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970221,31.63,1,1,1,有,有,NA,NA,RPXNMLLJKHJGFDA67DA,17.98,1.34,0,有,309,2024/1/28,902,13.41654644,12.54479682,14.18803962,1.296477437,99.21629162,0,0,0,0,0,0,1,0,0,0,31,59,0,10,0,1,0,2,0,31,"c(306318.875982932, 2770930.82468458)",臺北捷運國父紀念館站_BL17,482.1346818,2069.520826,4160.373845,16
臺北市松山區市民大道四段３９之２號,175880000,602934,81.12,9000000,63000,松山區,房地(土地+建物)+車位,25.04515104,121.5448219,中崙里,48.7,住,NA,NA,1130108,土地2建物1車位2,七層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1090102,357.9,3,2,4,有,有,坡道平面,NA,RPSNMLPJLHJGFDA67DA,150.94,3.53,26.37,有,NA,2024/1/8,903,18.69889678,16.77284165,20.72371666,0,51.631875,0,0,0,0,0,2,1,0,0,5,47,118,0,19,1,2,0,2,0,47,"c(304974.741790287, 2770889.24077684)",臺北捷運南京復興站_BR11_G16,766.6325281,2949.533231,2822.824656,4
臺北市松山區延壽街１５１號,19500000,242628,0,0,63000,松山區,房地(土地+建物),25.05694999,121.563056,三民里,27.5,都市：其他:住宅用地(民生社區特定專用區)。,NA,NA,1130122,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630718,80.37,3,2,1,有,無,NA,陽台外推；,RPPNMLKLKHJGFDA96DA,80.37,0,0,無,NA,2024/1/22,905,12.84559605,9.331858442,14.55849537,0.96283075,31.82907423,1,0,0,0,0,0,1,0,0,0,34,50,0,17,1,1,1,0,0,35,"c(306809.233993331, 2772203.69431853)",臺北捷運南京三民站_G18,618.6668446,1755.643311,4482.8247,50
臺北市松山區延壽街３３０巷８弄５號,57000000,263535,0,0,63000,松山區,房地(土地+建物)+車位,25.05568998,121.55953,龍田里,58.6,住,NA,NA,1130103,土地1建物1車位1,三層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980320,216.29,4,2,2,有,有,坡道平面,NA,RPRNMLLKJHJGFDA07DA,116.91,0,13.55,有,NA,2024/1/3,906,15.66263024,13.58709413,17.71791655,8.863934755,60.61353747,0,0,0,0,0,0,0,0,0,0,34,54,0,15,0,1,0,2,0,34,"c(306454.048484248, 2772062.65192633)",臺北捷運南京三民站_G18,697.7503149,2019.707741,4383.89883,15
臺北市松山區復興北路２３１巷１５號,23200000,212357,0,0,63000,松山區,房地(土地+建物),25.05711801,121.545484,松基里,29.43,商,NA,NA,1130102,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750116,109.25,3,2,2,有,無,NA,NA,RPVTMLPKJHJGFDA48DA,88.13,0,10.41,無,NA,2024/1/2,907,19.04903728,15.57228751,23.76671794,0,58.49343371,0,1,0,0,0,0,0,0,0,0,55,71,0,15,0,1,0,0,0,55,"c(305036.207295059, 2772215.04057317)",臺北捷運中山國中站_BR12,431.6922041,3186.961851,3060.178591,38
臺北市松山區復興北路３１３巷２２號,40000000,287129,0,0,63000,松山區,房地(土地+建物),25.058843,121.545765,民有里,27.33,住,NA,NA,1130104,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681217,139.31,3,2,2,有,有,NA,其他增建；,RPPNMLPKKHJGFDA37DA,120.98,0,15.35,有,395,2024/1/4,908,16.14140856,13.48707854,17.52827577,0,66.11215908,0,0,0,0,0,0,0,0,0,0,49,64,0,13,1,2,0,0,0,49,"c(305063.78437393, 2772406.22563775)",臺北捷運中山國中站_BR12,278.6235936,3281.836335,3156.715967,45
臺北市松山區復興北路３３３號,30800000,242539,0,0,63000,松山區,房地(土地+建物),25.05980101,121.544472,民有里,19.23,商,NA,NA,1130205,土地1建物1車位0,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720808,126.99,0,0,0,無,有,NA,NA,RPSNMLTLKHJGFDA18DA,96.82,0.75,12.25,有,58,2024/2/5,909,16.47900925,14.5825109,17.88570244,1.945235723,34.82671911,0,0,0,0,0,0,0,0,0,0,57,73,0,17,1,2,1,0,0,58,"c(304932.90102071, 2772511.81474285)",臺北捷運中山國中站_BR12,117.8337848,3205.224098,3081.882937,41
臺北市松山區復興北路４２７巷２５號,2630000,NA,0,2630000,63000,松山區,車位,25.063394,121.546364,民福里,3.68,住,NA,NA,1130207,土地1建物1車位2,一層,十一層,其他,住家用,鋼筋混凝土造,971013,22.95,0,0,0,無,無,塔式車位,僅車位交易；,RPXNMLKLKHJGFDA77DA,0,0,0,無,25,2024/2/7,910,15.53515953,13.53411367,17.93261312,15.68807466,33.95203108,0,0,0,0,0,0,1,0,0,0,29,39,0,6,1,2,1,0,0,30,"c(305122.189660114, 2772910.56514723)",臺北捷運中山國中站_BR12,376.6288556,3557.917631,3438.183093,16
臺北市松山區撫遠街４０１巷２２號,16300000,181595,0,0,63000,松山區,房地(土地+建物),25.06583229,121.5668061,莊敬里,33.25,都市：其他:住宅用地(民生社區特定專用區)。,NA,NA,1130107,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640410,89.76,3,2,1,有,無,NA,陽台外推；,RPRNMLQKKHJGFDA67DA,89.76,0,0,無,290,2024/1/7,911,17.70906995,17.23837472,18.41956282,0,69.79674099,0,0,0,0,0,0,0,0,0,0,11,6,0,2,0,0,0,0,0,11,"c(307183.48813906, 2773189.13355273)",臺北捷運松山機場站_BR13,1527.801858,2172.768476,4308.20763,49
臺北市松山區敦化北路１４５巷２３弄３號,27780000,406854,0,0,63000,松山區,房地(土地+建物),25.05321502,121.550395,中華里,15.75,住,NA,NA,1130203,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1100315,68.28,1,1,1,有,有,NA,NA,RPROMLOJJHJGFDA47EA,33.12,0,3.31,有,NA,2024/2/3,912,19.52108038,18.173349,22.62520192,0,31.5289386,2,0,0,0,0,0,0,0,0,1,37,41,0,5,2,2,0,1,1,37,"c(305533.46328289, 2771784.72907213)",臺北捷運台北小巨蛋站_G17,262.0683026,2844.431517,3426.738075,3
臺北市松山區敦化北路２２２巷１９號,48680000,267150,0,0,63000,松山區,房地(土地+建物),25.05959201,121.548176,民有里,33.53,都市：其他:第三種住宅區。,NA,NA,1130115,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690917,182.22,4,2,2,有,有,NA,陽台外推；其他增建；,RPPNMLTKKHJGFDA77DA,134.77,0,19.34,有,NA,2024/1/15,913,16.93189288,15.97096253,18.01226998,4.96926199,62.92812877,0,0,0,0,0,0,1,0,0,0,42,47,0,11,2,2,0,0,0,42,"c(305306.711107784, 2772490.17374132)",臺北捷運中山國中站_BR12,442.0430837,3244.106543,3413.087038,44
臺北市松山區敦化北路３４５號,7925000,71902,0,0,63000,松山區,房地(土地+建物),25.06003998,121.550552,精忠里,1.48,都市：其他:敦化南北路特定專用區(B區)(依都市計畫說明書圖規定辦理)(原屬住宅用地)。,NA,NA,1130105,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,721224,31.99,3,2,2,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMKJHJGFDA17EA,23.7,0,4.1,有,NA,2024/1/5,914,17.99898834,15.04930146,21.67744489,0,75.72203584,0,1,0,0,0,0,1,0,0,0,29,29,0,8,2,2,0,0,0,29,"c(305546.235710577, 2772540.7672827)",臺北捷運松山機場站_BR13,373.2711541,3040.361009,3653.650851,41
臺北市松山區敦化北路４巷２１號,43000000,358752,0,0,63000,松山區,房地(土地+建物),25.05006199,121.546395,中正里,24.29,住,NA,NA,1130115,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,741228,119.86,0,0,0,無,有,NA,隔為兩間店面.未登記建物平台及天井其他增建；未登記建物；,RPPNMLPJKHJGFDA27DA,98.82,11.53,0,有,NA,2024/1/15,915,16.96182949,15.99645942,17.9868994,4.263836186,63.22649443,2,0,0,0,0,2,1,0,0,2,54,83,0,14,2,2,0,3,0,54,"c(305131.283019536, 2771433.84630494)",臺北捷運南京復興站_BR11_G16,319.5278569,3109.250804,2979.483457,39
臺北市松山區敦化北路４巷３１號,10000000,354988,0,0,63000,松山區,房地(土地+建物),25.0500866,121.5455173,中正里,6.27,住,NA,NA,1130107,土地3建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,590728,28.17,0,0,0,無,有,NA,其他增建；,RPPNMLMLKHJGFDA27EA,23.12,0,0,有,NA,2024/1/7,916,17.65367157,17.20203691,18.44391688,0,69.91423388,2,0,0,0,0,2,1,0,0,2,52,80,0,15,2,2,0,4,0,52,"c(305042.704996981, 2771436.21390166)",臺北捷運南京復興站_BR11_G16,259.9178398,3021.310827,2891.52715,54
臺北市松山區敦化北路４巷６２號,31160000,278214,0,0,63000,松山區,房地(土地+建物),25.05032799,121.544593,中正里,20,商,NA,NA,1130126,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701229,112,3,2,2,有,無,NA,陽台外推；,RPRNMLQLKHJGFDA77DA,84.07,0,15.12,有,422,2024/1/26,917,13.16447348,11.4483039,14.30627337,0,64.23136217,2,0,0,0,0,2,1,0,0,2,64,90,0,16,3,2,0,4,0,64,"c(304949.336456369, 2771462.57697377)",臺北捷運南京復興站_BR11_G16,196.3077651,2931.1863,2801.359506,43
臺北市松山區民權東路三段１０６巷３弄４４號,15000000,106792,0,0,63000,松山區,房地(土地+建物),25.061137,121.548668,民有里,28.11,住,NA,NA,1130112,土地1建物1車位0,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690205,140.46,5,2,3,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLPKJHJGFDA57DA,123.36,12.76,0,有,348,2024/1/12,919,16.63793098,12.72366524,20.86154977,0,53.11574338,0,0,0,0,0,0,1,0,0,0,33,38,0,6,1,3,1,0,0,34,"c(305355.658697299, 2772661.50782623)",臺北捷運松山機場站_BR13,399.8232648,3263.170986,3527.784125,44
臺北市松山區民生東路三段１１３巷６弄１號,32800000,198271,0,0,63000,松山區,房地(土地+建物),25.05853501,121.54606,民有里,25.62,住,NA,NA,1130202,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681217,165.43,3,2,2,有,有,NA,NA,RPROMLPKKHJGFDA67DA,113.46,31.77,17.35,有,NA,2024/2/2,920,19.75939922,18.23079218,21.55940511,0,46.20839026,0,0,0,0,0,0,0,0,0,0,48,62,0,12,1,2,0,0,0,48,"c(305093.690399434, 2772372.23063807)",臺北捷運中山國中站_BR12,323.8935341,3296.594491,3171.023339,45
臺北市松山區民生東路五段１３８巷９號,37500000,235242,0,0,63000,松山區,房地(土地+建物),25.05808599,121.561751,三民里,23.82,商,NA,NA,1130116,土地1建物1車位0,十二層，陽臺,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,641127,159.41,4,2,3,有,有,NA,其他增建；,RPXOMLQJKHJGFDA28DA,145.41,0,0,有,NA,2024/1/16,921,16.932961,15.44202995,18.30195464,0,54.96824692,1,0,0,0,0,0,1,0,0,0,34,51,0,16,1,1,1,0,0,35,"c(306677.043635832, 2772328.9771552)",臺北捷運南京三民站_G18,781.7557401,1932.525599,4625.924408,49
臺北市松山區民生東路五段１６５號,22350000,181486,0,0,63000,松山區,房地(土地+建物),25.05921101,121.564127,富錦里,11.32,商,NA,NA,1130109,土地1建物1車位0,十五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720915,123.15,4,2,3,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLRLKHJGFDA77DA,92.09,0,7.12,有,423,2024/1/9,923,18.4290272,17.34133522,20.85689958,1.738257728,49.75278134,1,0,0,0,0,0,1,0,0,0,37,54,0,15,1,1,1,0,0,38,"c(306916.253805001, 2772454.58880546)",臺北捷運南京三民站_G18,846.7218094,1804.146101,4403.579469,41
