土地位置建物門牌,緯度,經度,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age,time_index,nomi_address
臺北市中正區汀州路三段１５３號三樓,25.01583931,121.531316,23500000.0,245790.0,0.0,0.0,63000,中正區,房地(土地+建物),文盛里,25.91,住,,,1131112,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,600120,95.61,3,2,1,有,無,,,RPTNMLTKJIJGFAA87DA,95.61,0.0,0.0,無,,2024/11/12,146,24.36102943,23.6484661,25.26426514,5.261464588,28.73624447,63000050003.0,0.220200182,0.651956324,88.88,22847.32,59.41747569,42.26537214,0,0,0,0,1,0,0,0,0,0,31,39,0,6,1,1,0,1,1,31,"c(121.53131598678, 25.0158393126986)",臺北捷運公館站_G07,321.4465067,3682.476488,3810.894556,53,7,"153號, 汀州路三段, 文盛里, 中正區, 古亭, 臺北市, 100, 臺灣"
臺北市中正區汀州路二段２４４號五樓,25.02166499,121.52454,19500000.0,213699.0,0.0,0.0,63000,中正區,房地(土地+建物),河堤里,24.8,住,,,1131021,土地3建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,590327,91.25,5,0,5,有,無,,陽臺外推；其他增建；,RPVOMLQJJIJGFAA77DA,85.05,0.0,6.2,無,549.0,2024/10/21,147,26.04567922,24.40879051,28.04272067,0.057279326,31.48528859,63000050005.0,0.203104787,0.633117723,86.76,27288.73,60.37023043,46.01435586,0,0,0,0,0,0,1,0,0,0,17,50,0,5,0,2,1,2,1,18,"c(121.524539972434, 25.0216649868626)",臺北捷運台電大樓站_G08,363.955201,2767.386573,2979.690275,54,7,"244號, 汀州路二段, 河堤里, 中正區, 古亭, 臺北市, 100, 臺灣"
臺北市中正區汀州路二段２７５號七樓,25.02217498,121.524231,42680000.0,339959.0,44.23,3000000.0,63000,中正區,房地(土地+建物)+車位,河堤里,23.75,住,,,1131023,土地1建物1車位1,七層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051209,160.95,1,2,1,有,有,坡道平面,,RPTNMLRJJIJGFAA57DA,64.46,4.18,8.75,有,550.0,2024/10/23,148,22.56289251,21.45699044,24.32011077,11.48378616,42.81218315,63000050005.0,0.203104787,0.633117723,86.76,27288.73,60.37023043,46.01435586,0,0,0,0,0,0,1,0,0,0,17,55,0,5,0,2,1,2,1,18,"c(121.524231015483, 25.0221749837614)",臺北捷運古亭站_G09_O05,378.7714496,2713.583219,2917.144065,8,7,"275號, 汀州路二段, 河堤里, 中正區, 古亭, 臺北市, 100, 臺灣"
臺北市中正區羅斯福路三段１３８號十五樓,25.02031299,121.528308,124500000.0,366856.0,0.0,0.0,63000,中正區,房地(土地+建物)+車位,林興里,29.84,商,,,1131028,土地2建物1車位1,十五層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1100520,339.37,3,1,3,有,有,坡道平面,政府機關標讓售；,RPPNMLMKJIJGFAA86EA,180.37,7.76,20.18,有,,2024/10/28,153,24.55377283,23.16885807,25.87544005,0.862470147,35.15218026,63000050004.0,0.206871696,0.58817876,87.38,11714.59,53.88652015,36.50377172,0,0,0,0,0,0,1,0,0,0,30,58,0,9,0,0,0,1,1,30,"c(121.528307973188, 25.0203129858805)",臺北捷運台電大樓站_G08,46.7956801,3173.829165,3238.550689,3,7,"138, 羅斯福路三段, 林興里, 中正區, 古亭, 臺北市, 100, 臺灣"
臺北市中正區羅斯福路三段３１６巷３號五樓之３,25.015728,121.532324,15300000.0,329741.0,0.0,0.0,63000,中正區,房地(土地+建物),文盛里,10.01,商,,,1131010,土地1建物1車位0,五層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010626,46.4,1,1,1,有,有,,陽臺外推；,RPRNMLRLJIJGFAA67EA,23.32,0.0,5.46,有,689.0,2024/10/10,155,24.52735068,23.57787108,26.15101045,0.0,41.5766829,63000050003.0,0.220200182,0.651956324,88.88,22847.32,59.41747569,42.26537214,0,0,0,0,1,0,0,0,0,0,32,37,0,6,1,1,0,0,1,32,"c(121.532323994456, 25.0157280010244)",臺北捷運公館站_G07,227.0343142,3775.649831,3861.945759,12,7,"3之1號, 羅斯福路三段316巷, 文盛里, 中正區, 公館, 臺北市, 100, 臺灣"
臺北市中正區羅斯福路二段１９８號十一樓之１,25.02480799,121.523847,24100000.0,281740.0,0.0,0.0,63000,中正區,房地(土地+建物),頂東里,6.6,商,,,1131020,土地1建物1車位0,十一層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770112,85.54,2,2,1,有,有,,其他增建；,RPRNMLOJJIJGFAA07DA,59.95,0.0,4.08,有,,2024/10/20,157,24.52401751,23.81011451,25.19906836,0.667500861,34.57539691,63000050006.0,0.192735794,0.611794571,84.17,46838.81,60.82207529,47.19747052,0,0,0,0,1,0,0,0,0,0,28,79,0,5,0,2,1,3,1,29,"c(121.523847040499, 25.0248079910059)",臺北捷運古亭站_G09_O05,92.97353843,2557.147951,2625.335532,36,7,"200之1號, 羅斯福路二段, 頂東里, 中正區, 古亭, 臺北市, 100, 臺灣"
臺北市中正區臨沂街２５巷１８號四樓,25.041283,121.531242,24000000.0,173511.0,0.0,0.0,63000,中正區,房地(土地+建物),幸市里,30.22,住,,,1131112,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710218,138.32,4,2,3,有,無,,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLQJKIJGFBA47DA,105.13,0.0,11.72,有,,2024/11/12,158,23.95318725,23.36313377,24.76798802,8.059501619,27.09590576,63000050027.0,0.215701824,0.671160455,86.74,25393.68,66.91848904,50.41749501,0,0,0,0,0,1,0,0,0,0,23,48,0,5,3,2,0,2,1,23,"c(121.531241974575, 25.0412829988828)",臺北捷運忠孝新生站_BL14_O07,209.130316,1713.119359,1603.26323,42,7,"18號, 臨沂街25巷, 幸市里, 中正區, 華山, 臺北市, 100, 臺灣"
臺北市中正區衡陽路６９號十三樓之３,25.04237998,121.511763,28350000.0,395287.0,0.0,0.0,63000,中正區,房地(土地+建物),建國里,5.68,商,,,1131030,土地1建物1車位0,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070625,71.72,2,2,1,有,有,,,RPPNMLKMIIJGFBA76DA,37.62,0.36,7.08,有,529.0,2024/10/30,159,23.34804898,21.35218721,25.4686849,32.60929738,34.16912118,63000050022.0,0.226608187,0.653508772,82.5,3116.61,68.50180499,23.46570395,0,0,0,0,0,0,0,0,0,1,76,50,0,9,3,5,0,2,0,76,"c(121.511763018329, 25.0423799804609)",臺北捷運西門站_BL11_G12,278.409262,694.8412926,787.9686185,6,7,"69號, 衡陽路, 建國里, 中正區, 城內, 臺北市, 100, 臺灣"
臺北市中正區衡陽路７７號八樓之２,25.04234201,121.511059,2500000.0,174095.0,0.0,0.0,63000,中正區,房地(土地+建物),光復里,2.55,商,,,1131111,土地1建物1車位0,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,790220,14.36,1,0,1,有,無,,親友、員工、共有人或其他特殊關係間之交易；陽臺外推；,RPPOMLQLJIJGFBA47DA,10.63,0.47,1.49,有,,2024/11/11,160,23.64813656,22.74044539,24.88174287,1.512387903,27.72289598,63000050023.0,0.181846154,0.585538462,86.72,12480.86,58.82112155,33.03315594,0,0,0,0,0,0,0,0,0,1,74,46,0,9,2,5,0,4,0,74,"c(121.511059022281, 25.0423420104395)",臺北捷運西門站_BL11_G12,209.5154248,741.0853239,840.0817317,34,7,"77號, 衡陽路, 光復里, 中正區, 城內, 臺北市, 100, 臺灣"
臺北市中正區詔安街２２０巷１號六樓,25.02618501,121.509267,24000000.0,186003.0,0.0,0.0,63000,中正區,房地(土地+建物),永昌里,27.27,住,,,1131105,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,770213,129.03,3,2,2,有,無,,,RPOOMLLLJIJGFAA76DA,109.01,0.0,13.38,有,,2024/11/5,161,23.10499372,21.26256104,24.29804251,0.568132376,41.66241136,63000050012.0,0.107518981,0.414156258,94.8,46462.48,49.93164728,39.5420369,0,0,0,0,0,2,0,0,0,0,20,32,0,14,1,2,3,0,0,23,"c(121.509266971382, 25.026185011969)",臺北捷運小南門站_G11,1125.571398,1204.327446,2503.98304,36,7,"1號, 詔安街220巷, 永昌里, 中正區, 龍匣口, 臺北市, 100, 臺灣"
臺北市中正區詔安街４３號四樓,25.025557,121.51222,14580000.0,186851.0,0.0,0.0,63000,中正區,房地(土地+建物),永功里,22.3,住,,,1131019,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740716,78.03,2,2,1,有,無,,,RPWOMLQJJIJGFAA87DA,70.43,0.0,7.6,無,,2024/10/19,162,28.01244416,24.44840525,32.58966128,0.5,21.02937453,63000050011.0,0.148246446,0.516587678,93.62,42620.91,52.06276891,33.51050366,1,0,0,0,0,2,0,0,0,0,12,17,0,7,1,2,1,2,0,13,"c(121.51221999969, 25.0255569978736)",臺北捷運中正紀念堂站_G10_R8,974.3363443,1480.915601,2496.103785,39,7,"43號, 詔安街, 永功里, 中正區, 古亭, 臺北市, 100, 臺灣"
臺北市中正區詔安街５３號三樓之１,25.02563987,121.511784,17500000.0,257277.0,0.0,0.0,63000,中正區,房地(土地+建物),永功里,13.01,住,,,1131009,土地1建物1車位0,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1130402,68.02,2,1,2,有,有,,,RPUNMLNKJIJGFAA37DA,38.87,0.0,4.32,有,567.0,2024/10/9,163,24.16556604,23.57208624,24.71254191,0.309934929,35.6699266,63000050011.0,0.148246446,0.516587678,93.62,42620.91,52.06276891,33.51050366,1,0,0,0,0,2,0,0,0,0,12,17,0,7,1,2,1,1,0,13,"c(121.511783963073, 25.0256398718599)",臺北捷運中正紀念堂站_G10_R8,995.1473649,1439.975277,2495.97546,0,7,"臨21號, 詔安街37巷, 永功里, 中正區, 龍匣口, 臺北市, 100, 臺灣"
臺北市中正區重慶南路三段１６１號六樓之５,25.02267999,121.517009,10880000.0,242065.0,16.09,1500000.0,63000,中正區,房地(土地+建物)+車位,網溪里,4.57,商,,,1131101,土地2建物1車位1,六層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010315,54.84,1,1,1,有,有,升降機械,,RPRNMLLLJIJGFAA96DA,26.0,1.17,0.0,有,130.0,2024/11/1,164,25.60679061,23.84149869,28.377726,5.534160797,32.75373996,63000050007.0,0.200445886,0.613092825,86.28,33605.71,56.53669723,41.45642201,0,0,0,0,0,0,0,0,0,0,16,11,0,3,1,1,0,3,0,16,"c(121.517009000069, 25.0226799934277)",臺北捷運古亭站_G09_O05,708.005604,2059.470613,2768.045592,12,7,"2號, 廈門街130巷, 網溪里, 中正區, 古亭, 臺北市, 100, 臺灣"
臺北市中正區重慶南路三段６３號九樓之１,25.02658202,121.516312,24000000.0,251462.0,39.18,2500000.0,63000,中正區,房地(土地+建物)+車位,螢圃里,16.29,住,,,1131004,土地1建物1車位1,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020304,124.68,1,1,1,有,有,升降平面,,RPRNMLSKIIJGFAA47DA,50.08,3.41,3.81,有,682.0,2024/10/4,165,25.50743534,24.19998183,27.52279449,6.243251671,40.59894958,63000050009.0,0.183829611,0.58560794,87.72,47378.98,55.40540539,42.0681551,1,0,0,0,0,2,0,0,0,0,28,32,0,8,2,1,1,3,0,29,"c(121.516311961001, 25.0265820208129)",臺北捷運中正紀念堂站_G10_R8,679.1701147,1780.90496,2336.817051,11,7,"63號, 重慶南路三段, 螢圃里, 中正區, 龍匣口, 臺北市, 100, 臺灣"
臺北市中正區金山南路一段１３９號九樓之１,25.03517699,121.527661,4500000.0,105510.0,0.0,0.0,63000,中正區,房地(土地+建物)+車位,文祥里,5.89,住,,,1131029,土地1建物1車位2,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990319,42.65,3,2,2,有,有,坡道機械,親友、員工、共有人或其他特殊關係間之交易；,RPTOMLTKJIJGFBA08DA,22.41,1.25,2.29,有,,2024/10/29,167,23.21278276,22.4114316,24.66893532,0.833525402,40.50852242,63000050030.0,0.244875776,0.680745342,91.77,70437.53,67.91213302,32.21104495,0,0,0,0,0,1,1,0,0,0,25,53,0,7,0,3,0,0,0,25,"c(121.527660974081, 25.0351769919671)",臺北捷運東門站_O06_R07,317.9463366,1823.396606,1753.773626,14,7,"139號, 金山南路一段, 文祥里, 中正區, 華山, 臺北市, 100, 臺灣"
臺北市中正區金山南路一段６７巷１０之１號三樓,25.03763,121.528853,16200000.0,119381.0,0.0,0.0,63000,中正區,建物,文北里,0.0,,,,1131009,土地0建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721014,135.7,3,2,2,有,有,,本案建物坐落土地台北市中正區臨沂段四小段316地號向財團法人台灣省私立台北仁濟院承租；建物坐落地號：臨沂段四小段316地號；,RPUOMLSLJIJGFBA18DA,96.87,0.0,17.83,有,697.0,2024/10/9,168,23.85408073,23.19869888,24.50986404,0.5,37.43824912,63000050029.0,0.260887513,0.702786378,87.2,34304.75,73.3745219,42.54192408,0,0,0,0,0,0,0,0,0,0,25,54,0,6,1,2,0,2,1,25,"c(121.528852964532, 25.0376299978409)",臺北捷運東門站_O06_R07,491.4217025,1720.506192,1634.377652,41,7,"10之1號, 金山南路一段67巷, 文北里, 中正區, 華山, 臺北市, 100, 臺灣"
臺北市中正區齊東街４８之１號二樓,25.04211302,121.528528,9000000.0,234314.0,0.0,0.0,63000,中正區,房地(土地+建物),幸福里,15.06,都市：其他:第三種住宅區。,,,1131017,土地2建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610613,38.41,3,1,2,有,無,,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLMLJIJGFBA67EA,38.41,0.0,0.0,無,,2024/10/17,170,27.42174636,25.23822834,29.93838648,0.0,32.01097616,63000050026.0,0.167888999,0.547076313,97.86,19566.08,62.16915994,45.13808975,0,0,0,0,1,1,0,0,0,0,37,44,0,4,1,1,0,2,0,37,"c(121.528527998146, 25.0421130168448)",臺北捷運忠孝新生站_BL14_O07,466.5161322,1425.682567,1317.493358,52,7,"48之1號, 齊東街, 幸福里, 中正區, 華山, 臺北市, 100, 臺灣"
臺北市中正區齊東街７０巷１７號七樓,25.04287099,121.527785,17800000.0,387715.0,0.0,0.0,63000,中正區,房地(土地+建物),幸福里,8.54,住,,,1131028,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130719,45.91,1,0,1,有,無,,,RPPPMLLKJIJGFBA96DA,25.34,0.0,3.24,有,649.0,2024/10/28,171,24.32499191,23.0028621,25.7,0.319784429,31.08888876,63000050026.0,0.167888999,0.547076313,97.86,19566.08,62.16915994,45.13808975,0,0,0,0,1,1,0,0,0,0,37,32,0,4,1,1,0,2,0,37,"c(121.527785026248, 25.0428709923489)",臺北捷運善導寺站_BL13,467.7115844,1323.1217,1212.613612,0,7,"15之1號, 齊東街70巷, 幸福里, 中正區, 華山, 臺北市, 100, 臺灣"
臺北市中正區齊東街７０巷１７號二樓之１,25.04287099,121.527785,22220000.0,381197.0,0.0,0.0,63000,中正區,房地(土地+建物),幸福里,10.85,住,,,1131017,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130719,58.29,1,1,1,有,有,,預售屋、或土地及建物分件登記案件；,RPPNMLNLIIJGFBA07EA,32.62,0.0,3.68,有,,2024/10/17,172,27.42879144,25.24908768,29.94495034,0.0,32.00386709,63000050026.0,0.167888999,0.547076313,97.86,19566.08,62.16915994,45.13808975,0,0,0,0,1,1,0,0,0,0,37,32,0,4,1,1,0,2,0,37,"c(121.527785026248, 25.0428709923489)",臺北捷運善導寺站_BL13,467.7115844,1323.1217,1212.613612,0,7,"15之1號, 齊東街70巷, 幸福里, 中正區, 華山, 臺北市, 100, 臺灣"
臺北市中正區齊東街７０巷１７號四樓之２,25.04287099,121.527785,21700000.0,372277.0,0.0,0.0,63000,中正區,房地(土地+建物),幸福里,10.85,住,,,1131007,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1130719,58.29,1,1,1,有,有,,預售屋、或土地及建物分件登記案件；,RPQNMLLLIIJGFBA96EA,32.62,0.0,3.68,有,,2024/10/7,173,26.74715678,24.93135637,29.61908969,15.51824647,19.86390394,63000050026.0,0.167888999,0.547076313,97.86,19566.08,62.16915994,45.13808975,0,0,0,0,1,1,0,0,0,0,37,32,0,4,1,1,0,2,0,37,"c(121.527785026248, 25.0428709923489)",臺北捷運善導寺站_BL13,467.7115844,1323.1217,1212.613612,0,7,"15之1號, 齊東街70巷, 幸福里, 中正區, 華山, 臺北市, 100, 臺灣"
臺北市中正區齊東街８２巷２１號三樓,25.04203402,121.527979,13660000.0,262390.0,0.0,0.0,63000,中正區,房地(土地+建物),幸福里,17.5,都市：其他:第三種住宅區。,,,1131105,土地2建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640104,52.06,3,1,2,有,無,,,RPUNMLOKJIJGFBA57DA,45.8,0.0,6.26,無,,2024/11/5,174,22.82316937,21.0776281,24.00374814,0.227605451,41.70920193,63000050026.0,0.167888999,0.547076313,97.86,19566.08,62.16915994,45.13808975,0,0,0,0,1,1,0,0,0,0,37,41,0,5,1,1,0,2,0,37,"c(121.527978983488, 25.0420340174073)",臺北捷運忠孝新生站_BL14_O07,521.8054611,1379.443329,1273.044271,49,7,"21號, 齊東街82巷, 幸福里, 中正區, 華山, 臺北市, 100, 臺灣"
臺北市信義區信義路五段１１７號十四樓,25.03334999,121.5739149,22511000.0,223390.0,0.0,0.0,63000,信義區,房地(土地+建物)+車位,安康里,8.69,都市：其他:特定業務區(信義計畫特定專用區)。,,,1131014,土地1建物1車位2,十四層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,980702,100.77,1,0,1,有,有,坡道平面,,RPQNMLNLIIJGFDA37EA,28.4,1.28,4.27,有,,2024/10/14,176,28.70195451,26.36581375,32.17901779,0.0,29.51292002,63000020009.0,0.209670182,0.641350684,86.22,21308.94,61.74598362,35.10154592,0,0,0,0,0,0,0,0,0,0,17,11,0,1,0,1,1,0,0,18,"c(121.573914888983, 25.0333499890854)",臺北捷運象山站_R02,437.7645738,1810.1724,4048.258314,15,7,"121號, 信義路五段, 安康里, 信義區, 信義商圈, 臺北市, 110, 臺灣"
臺北市信義區信義路五段１２７號三樓之８,25.033964,121.573943,18000000.0,350263.0,0.0,0.0,63000,信義區,房地(土地+建物),安康里,8.53,都市：其他:特定業務區(信義計畫特定專用區)。,,,1131111,土地1建物1車位0,三層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,951229,51.39,1,1,1,有,有,,,RPROMLKLJIJGFDA27DA,29.13,1.67,3.27,有,121.0,2024/11/11,177,23.86980152,22.74682007,24.81424294,7.11117146,27.54247059,63000020009.0,0.209670182,0.641350684,86.22,21308.94,61.74598362,35.10154592,0,0,0,0,0,0,0,0,0,0,21,11,0,1,0,1,1,0,0,22,"c(121.573942993569, 25.0339640048491)",臺北捷運象山站_R02,457.7760794,1743.535606,4008.629859,18,7,"127號, 信義路五段, 安康里, 信義區, 信義商圈, 臺北市, 110, 臺灣"
臺北市信義區信義路五段１２７號八樓之６,25.033964,121.573943,29100000.0,311566.0,16.34,2000000.0,63000,信義區,房地(土地+建物)+車位,安康里,14.11,都市：其他:特定業務區(信義計畫特定專用區)。,,,1131113,土地1建物1車位1,八層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,951229,103.32,2,1,1,有,有,坡道機械,其他增建；,RPOOMLTLJIJGFDA87DA,48.23,4.26,5.17,有,,2024/11/13,178,25.82397574,24.25426336,27.97921874,3.640644835,26.01264709,63000020009.0,0.209670182,0.641350684,86.22,21308.94,61.74598362,35.10154592,0,0,0,0,0,0,0,0,0,0,21,11,0,1,0,1,1,0,0,22,"c(121.573942993569, 25.0339640048491)",臺北捷運象山站_R02,457.7760794,1743.535606,4008.629859,18,7,"127號, 信義路五段, 安康里, 信義區, 信義商圈, 臺北市, 110, 臺灣"
臺北市信義區信義路五段１５０巷１８號,25.02801901,121.569029,27040700.0,244380.0,0.0,0.0,63000,信義區,房地(土地+建物),三犁里,26.94,住,,,1131030,土地2建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,770601,110.65,2,1,2,有,有,,,RPTNMLSJJIJGFDA97DA,89.93,9.57,0.0,無,,2024/10/30,180,23.55166053,20.90303147,25.60435817,72.67488784,36.47544683,63000020031.0,0.170614035,0.579605263,86.78,8989.6,58.91276863,44.12136535,0,0,0,0,0,2,0,0,0,0,23,32,0,10,0,1,2,3,0,25,"c(121.569029019013, 25.0280190142933)",臺北捷運象山站_R02,514.5805162,2524.603588,4790.76128,36,7,"18號, 信義路五段150巷, 三犁里, 信義區, 三張犁, 臺北市, 110, 臺灣"
臺北市信義區信義路五段９１巷１２弄１號六樓之８,25.03372659,121.5714009,28500000.0,393901.0,48.14,3700000.0,63000,信義區,房地(土地+建物)+車位,安康里,16.42,住,,,1131119,土地1建物1車位1,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971224,111.1,1,1,1,有,有,坡道平面,,RPQNMLQJKIJGFDA67EA,29.69,6.41,4.14,有,,2024/11/19,181,19.45386588,18.8467338,20.18851276,9.154281099,30.40231873,63000020009.0,0.209670182,0.641350684,86.22,21308.94,61.74598362,35.10154592,0,1,0,0,0,0,0,0,0,2,13,10,0,1,2,2,0,0,0,13,"c(121.571400929974, 25.0337265874416)",臺北捷運象山站_R02,214.4477695,1848.700186,4240.082697,16,7,"1號, 信義路五段91巷12弄, 安康里, 信義區, 信義商圈, 臺北市, 110, 臺灣"
臺北市信義區信義路六段１２巷３８號四樓,25.03207598,121.57488,9040000.0,206960.0,0.0,0.0,63000,信義區,房地(土地+建物),松友里,11.33,住,,,1131020,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680502,43.68,4,2,2,有,無,,房屋持分權利範圍三分之一親友、員工、共有人或其他特殊關係間之交易；,RPTNMLMLJIJGFDA57DA,39.37,0.0,4.3,無,637.0,2024/10/20,182,24.38573159,23.80824408,24.92937632,6.307150743,34.65192748,63000020022.0,0.144244604,0.54442446,89.48,30235.21,59.46210267,35.94132028,1,0,0,0,0,0,0,0,0,0,14,10,0,0,0,1,0,0,2,14,"c(121.574880006525, 25.0320759811588)",臺北捷運象山站_R02,531.3971846,1927.935743,4048.879534,45,7,"38號, 信義路六段12巷, 松友里, 信義區, 信義商圈, 臺北市, 110, 臺灣"
臺北市信義區信義路六段７１號三樓,25.03556901,121.576977,9050000.0,179066.0,0.0,0.0,63000,信義區,房地(土地+建物),國業里,18.5,住,,,1131025,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,580404,50.54,3,2,2,有,無,,親友、員工、共有人或其他特殊關係間之交易；陽臺外推；,RPVNMLPLJIJGFDA08DA,43.72,0.0,6.83,無,,2024/10/25,183,27.29516674,23.74587048,30.32332863,26.80129055,24.68807516,63000020020.0,0.176775868,0.598929614,89.67,81002.16,59.09685863,34.5113438,0,0,0,0,0,0,1,0,0,0,33,47,0,11,0,1,3,1,0,36,"c(121.576976991062, 25.0355690135786)",臺北捷運永春站_BL19,601.2074857,1516.340151,3655.003733,55,7,"71號, 信義路六段, 國業里, 信義區, 信義商圈, 臺北市, 110, 臺灣"
臺北市信義區吳興街１００號三樓,25.03030899,121.560796,18680000.0,243198.0,0.0,0.0,63000,信義區,房地(土地+建物),景聯里,20.75,住,,,1131027,土地1建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640705,76.81,2,2,1,有,無,,陽臺外推；,RPPNMLRLIIJGFDA57DA,76.81,0.0,0.0,無,,2024/10/27,186,28.49161296,25.98229377,31.57550264,0.906271388,20.78651674,63000020034.0,0.165170557,0.576301616,83.96,38362.3,57.47594372,44.30051812,0,0,0,0,1,2,0,0,0,1,47,37,0,14,0,1,0,1,0,47,"c(121.560795978438, 25.0303089921504)",臺北捷運台北101/世貿站_R03,406.7069597,2735.3003,4821.257502,49,7,"100號, 吳興街, 景聯里, 信義區, 三張犁, 臺北市, 110, 臺灣"
臺北市信義區吳興街１５６巷２弄３２號三樓,25.029232,121.560919,21500000.0,209633.0,0.0,0.0,63000,信義區,房地(土地+建物),景勤里,35.5,住,,,1131009,土地2建物1車位0,三層，陽臺,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650127,102.56,3,2,1,有,無,,陽臺外推；,RPRNMLLKJIJGFDA17DA,102.56,0.0,0.0,無,,2024/10/9,187,24.32518308,23.86780348,24.93921336,1.076628552,37.51208068,63000020035.0,0.128549618,0.483053435,90.08,20176.85,51.08096649,38.8300127,0,0,0,0,1,2,0,0,0,0,46,38,0,14,1,0,0,1,0,46,"c(121.560919024777, 25.0292320014114)",臺北捷運台北101/世貿站_R03,489.0355249,2819.942987,4881.360905,48,7,"32號, 吳興街156巷2弄, 景勤里, 信義區, 三張犁, 臺北市, 110, 臺灣"
臺北市信義區吳興街３６３之４號,25.0257471,121.566575,17000000.0,241272.0,0.0,0.0,63000,信義區,房地(土地+建物),惠安里,21.0,住,,,1131018,土地1建物1車位0,一層，平台，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650723,70.46,3,1,1,有,無,,親友、員工、共有人或其他特殊關係間之交易；夾層；其他增建；,RPRNMLMKJIJGFDA37EA,70.46,0.0,0.0,無,,2024/10/18,191,29.05878673,26.09141968,33.96532214,0.0,36.63905733,63000020029.0,0.132369096,0.516660564,90.47,16008.46,46.36184856,34.26745329,0,0,0,0,1,2,0,0,0,0,38,40,0,15,1,1,4,3,0,42,"c(121.566574965402, 25.0257470994376)",臺北捷運象山站_R02,823.1323564,2853.080334,5139.587073,48,7,"363號, 吳興街, 惠安里, 信義區, 三張犁, 臺北市, 110, 臺灣"
