土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age
臺北市中山區中原街２２號七樓之１５,7000000,183390,0,0,63000,中山區,房地(土地+建物),25.05673998270960,121.52877995815500,中原里,6.16,住,NA,NA,1120319,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,38.17,1,2,1,有,有,NA,陽台外推；,RPSNMLQLMHIGFCA87DA,28.22,0,2.38,有,1287,2023-03-19,9,20.034952368187400,17.99721160440290,22.06225897000060,0,39.33328626128010,63000040031,0.15714938328003700,0.5326633165829150,86.14,28854.38,56.066411220923900,40.16602808423820,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.1427995742860,1668.0507824022100,1557.5451213860900,46
臺北市中山區中原街２２號三樓之１０,5020000,156924,0,0,63000,中山區,房地(土地+建物),25.05673998270960,121.52877995815500,中原里,5.39,住,NA,NA,1120315,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,31.99,1,1,1,有,有,NA,NA,RPPNMLTLMHIGFCA87DA,23.56,0,2.92,有,NA,2023-03-15,10,20.561253063956300,16.499684191282000,25.639508171057500,0,53.07743041276100,63000040031,0.15714938328003700,0.5326633165829150,86.14,28854.38,56.066411220923900,40.16602808423820,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.1427995742860,1668.0507824022100,1557.5451213860900,46
臺北市中山區中原街２２號三樓之１１,6800000,196987,0,0,63000,中山區,房地(土地+建物),25.05673998270960,121.52877995815500,中原里,5.69,住,NA,NA,1120216,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,34.52,0,0,0,無,有,NA,NA,RPQOMLKLKHIGFCA96DA,25.28,0,3.32,有,NA,2023-02-16,11,15.718381448669800,13.502586855962300,17.948921610919400,0,37.28392367417960,63000040031,0.15714938328003700,0.5326633165829150,86.14,28854.38,56.066411220923900,40.16602808423820,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.1427995742860,1668.0507824022100,1557.5451213860900,46
臺北市中山區中原街２２號五樓之１３,4280000,189885,0,0,63000,中山區,房地(土地+建物),25.05673998270960,121.52877995815500,中原里,3.69,住,NA,NA,1120320,土地1建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,22.54,1,1,1,有,有,NA,NA,RPPOMLKMLHIGFCA07DA,16.3,0,2.38,有,NA,2023-03-20,12,21.173527703987700,18.942095027019800,25.56670023757270,0,63.68009955897860,63000040031,0.15714938328003700,0.5326633165829150,86.14,28854.38,56.066411220923900,40.16602808423820,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.1427995742860,1668.0507824022100,1557.5451213860900,46
臺北市中山區中原街２２號四樓之６,5343000,196723,0,0,63000,中山區,房地(土地+建物),25.05673998270960,121.52877995815500,中原里,4.31,住,NA,NA,1120212,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,660625,27.16,1,1,1,有,有,NA,陽台外推；,RPXNMLNKLHIGFCA87DA,19.1,0,3.52,有,NA,2023-02-12,13,20.81079109938920,17.346018946239100,26.63515417403700,0,66.95541308347200,63000040031,0.15714938328003700,0.5326633165829150,86.14,28854.38,56.066411220923900,40.16602808423820,0,0,0,0,0,0,1,0,0,1,67,52,0,12,2,1,0,3,0,67,"c(121.528779958155, 25.0567399827096)",臺北捷運行天宮站_O09,593.1427995742860,1668.0507824022100,1557.5451213860900,46
臺北市中山區中原街４６之１號四樓,15580000,290979,10.85,2000000,63000,中山區,房地(土地+建物)+車位,25.05763001509830,121.52880996536900,中原里,9.74,商,NA,NA,1120225,土地2建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070925,57.52,3,1,1,有,有,塔式車位,塔式車位位於地下二層。夾層；其他增建；,RPVOMLSLLHIGFCA38DA,28.22,3.43,0,有,1743,2023-02-25,14,14.11836290963260,13.35906526412120,14.85906526412120,0,59.65335741089300,63000040031,0.15714938328003700,0.5326633165829150,86.14,28854.38,56.066411220923900,40.16602808423820,0,0,0,0,0,0,1,0,0,0,70,61,0,12,1,1,0,3,0,70,"c(121.528809965369, 25.0576300150983)",臺北捷運行天宮站_O09,527.2683192941080,1732.4603765741600,1625.1032046792900,5
臺北市中山區中原街４６號三樓,15280000,258457,10.85,0,63000,中山區,房地(土地+建物)+車位,25.057659980402200,121.52867996205000,中原里,10.09,商,NA,NA,1120227,土地2建物1車位1,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1070925,59.120000000000000,3,1,1,有,有,塔式車位,塔式車位無固定樓層。夾層；其他增建；,RPSOMLOKLHIGFCA57DA,25.83,6.91,0,有,1660,2023-02-27,15,17.185761043325100,14.183202421624400,19.814249874443700,0,34.39583557989590,63000040031,0.15714938328003700,0.5326633165829150,86.14,28854.38,56.066411220923900,40.16602808423820,0,0,0,0,0,0,1,0,0,0,70,63,0,12,1,1,0,3,0,70,"c(121.52867996205, 25.0576599804022)",臺北捷運行天宮站_O09,535.9815515470370,1724.6304644345300,1617.764576762720,5
臺北市中山區中山北路一段１０５巷１２號八樓,25000000,244547,17.02,0,63000,中山區,房地(土地+建物)+車位,25.050579996337400,121.52364998195500,正得里,11.5,商,NA,NA,1120403,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060110,102.23,1,2,1,有,有,升降機械,NA,RPSOMLOKMHIGFCA67DA,46.12,2.24,7.55,有,NA,2023-04-03,18,22.81413615118750,19.333786969245200,27.00156254028110,0,45.94112161562300,63000040003,0.15162564570039500,0.5545426921908230,77.41,24546.39,49.9791057041458,36.147095680674000,0,0,0,0,0,2,0,0,0,3,57,55,0,6,2,2,0,1,0,57,"c(121.523649981955, 25.0505799963374)",臺北捷運中山站_G14_R11,504.00524009603300,870.0773102982580,745.8639666033960,6
臺北市中山區中山北路一段１２１巷３３號十一樓之３,25000000,255728,0,0,63000,中山區,房地(土地+建物),25.05092000823980,121.52472001571400,正得里,10.38,商,NA,NA,1120325,土地1建物1車位0,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,97.76,2,2,1,有,有,NA,NA,RPOOMLSKMHIGFCA67DA,54.01,5.86,6.52,有,1288,2023-03-25,19,19.69044061200470,17.25252137856960,22.858003446457600,14.502346795817000,40.19419457996600,63000040003,0.15162564570039500,0.5545426921908230,77.41,24546.39,49.9791057041458,36.147095680674000,1,0,0,0,0,0,0,0,0,3,63,61,0,5,2,1,0,1,0,63,"c(121.524720015714, 25.0509200082398)",臺北捷運中山站_G14_R11,582.2955564284470,984.217583432225,859.599748408877,12
臺北市中山區中山北路一段１２１巷３３號十三樓之１,17250000,249494,0,0,63000,中山區,房地(土地+建物),25.05092000823980,121.52472001571400,正得里,7.3,商,NA,NA,1120418,土地1建物1車位0,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,69.14,1,1,1,有,有,NA,NA,RPRNMLRKNHIGFCA97EA,40.56,1.36,4.97,有,550,2023-04-18,20,26.22313489444480,22.724208669878600,31.076989337748200,0,65.01892733444300,63000040003,0.15162564570039500,0.5545426921908230,77.41,24546.39,49.9791057041458,36.147095680674000,1,0,0,0,0,0,0,0,0,3,63,61,0,5,2,1,0,1,0,63,"c(121.524720015714, 25.0509200082398)",臺北捷運中山站_G14_R11,582.2955564284470,984.217583432225,859.599748408877,12
