土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,count_floor,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age,time_index,nomi_address
臺北市中山區中山北路三段３９號七樓之１,5200000.0,207751.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06603799,121.522533,晴光里,2.43,商,,,1130409,土地3建物1車位0,七層,7,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711127,25.03,1,1,1,有,有,,陽台外推；,RPORMLMJNHJGFCA47DA,17.28,0.0,3.31,有,,2024/4/9,15,19.13958835,18.54579909,19.72141955,0.878102309,46.17326282,63000040011.0,0.144424496,0.533213645,71.9,49665.59,49.02606309,35.22633744,1,0,0,0,1,0,0,0,0,0,43,43,0,10,0,3,0,3,0,43,"c(121.522533009538, 25.0660379859926)",臺北捷運民權西路站_O11_R13,491.2865368,2163.496797,2110.185167,42,2,
臺北市中山區中山北路二段１１５巷３弄１０號四樓之２,12000000.0,226672.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06136901,121.523758,聚葉里,8.87,商,,,1130502,土地1建物1車位0,四層,4,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710825,52.94,4,0,4,有,有,,,RPVNMLKKNHJGFCA67DA,38.29,3.37,1.55,有,,2024/5/2,18,21.6013876,20.64433746,22.93172228,9.582367337,41.94806142,63000040009.0,0.12142655,0.497594113,79.61,29859.86,48.66743915,35.68945537,0,0,0,0,0,0,0,0,0,0,74,81,0,12,1,3,0,5,0,74,"c(121.523758024687, 25.0613690144668)",臺北捷運中山國小站_O10,338.9995608,1735.613094,1664.221705,42,2,
臺北市中山區中山北路二段５９巷２８號五樓,11460000.0,220639.0,0.0,0.0,63000,中山區,房地(土地+建物),25.05578201,121.52411,中山里,4.43,商,,,1130412,土地2建物1車位0,五層,5,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780522,51.94,3,2,2,有,無,,其他增建；,RPWNMLMKMHJGFCA87DA,33.53,13.26,0.0,無,546.0,2024/4/12,20,25.57631648,22.39867746,28.71973255,0.0,91.55777097,63000040006.0,0.149033893,0.516312955,72.22,41066.2,43.70621948,32.60454255,0,0,0,0,0,0,1,0,0,3,83,81,0,7,2,1,0,3,0,83,"c(121.524109980801, 25.0557820149957)",臺北捷運雙連站_R12,419.5966797,1247.371015,1150.808484,35,2,
臺北市中山區中山北路二段５９巷７號二樓之１,30000000.0,303521.0,0.0,0.0,63000,中山區,房地(土地+建物),25.05597601,121.523465,中山里,15.39,商,,,1130413,土地1建物1車位0,二層,2,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1041127,98.84,3,2,1,有,有,,夾層；其他增建；,RPSPMLNLMHJGFCA87DA,50.57,10.92,3.79,有,,2024/4/13,23,26.04410041,24.32105252,28.29734183,0.0,86.92270617,63000040006.0,0.149033893,0.516312955,72.22,41066.2,43.70621948,32.60454255,0,0,0,0,0,0,1,0,0,3,78,82,0,8,2,1,0,4,0,78,"c(121.523464993352, 25.0559760141447)",臺北捷運雙連站_R12,353.2798366,1220.491106,1128.754031,9,2,
臺北市中山區中山北路二段６２巷９之１號,14500000.0,220532.0,0.0,0.0,63000,中山區,房地(土地+建物),25.05674501,121.522014,民安里,9.83,住,,,1130402,土地1建物2車位0,一層，地下一層,1,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971031,65.75,1,1,1,有,有,,陽台外推；其他增建；,RPOOMLTLNHJGFCA08DA,28.25,1.25,2.97,有,771.0,2024/4/2,25,26.7337096,22.01216233,32.15931138,0.190438572,63.67280935,63000040004.0,0.152173913,0.54164484,87.31,19068.16,63.76372584,45.77811433,0,0,0,0,0,1,0,0,0,3,84,76,0,10,2,1,0,7,0,84,"c(121.522014002093, 25.0567450118515)",臺北捷運雙連站_R12,184.7073191,1203.584327,1126.066797,16,2,
臺北市中山區中山北路二段７２巷９號六樓之７,12500000.0,298045.0,0.0,0.0,63000,中山區,房地(土地+建物),25.05710799,121.522186,民安里,6.41,商,,,1130424,土地1建物1車位0,六層,6,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,970429,41.94,1,1,1,有,有,,車位:機車位10號,RPOOMLPKNHJGFCA57DA,20.48,2.68,0.0,有,837.0,2024/4/24,26,21.43367291,19.48704766,25.23157508,40.64003842,51.4087276,63000040004.0,0.152173913,0.54164484,87.31,19068.16,63.76372584,45.77811433,0,0,0,0,0,1,0,0,0,0,79,74,0,9,1,1,0,7,0,79,"c(121.522185998746, 25.0571079901685)",臺北捷運雙連站_R12,178.778456,1246.90329,1169.781836,16,2,
臺北市中山區五常街６５號四樓,17000000.0,177973.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06444098,121.540044,行仁里,38.0,住,,,1130411,土地1建物1車位0,四層,4,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650217,95.52,3,2,1,有,無,,頂樓加蓋；,RPUNMLKLNHJGFCA77EA,90.89,0.0,4.63,無,,2024/4/11,34,24.56915892,20.93900791,28.83630703,0.0,67.20941509,63000040025.0,0.09567672,0.4179171,87.33,38206.8,49.91001799,35.2729454,0,0,0,0,0,0,1,0,0,0,34,34,0,9,0,1,2,1,2,36,"c(121.540043978738, 25.0644409819806)",臺北捷運中山國中站_BR12,569.0738223,3088.953789,2977.321005,48,2,
臺北市中山區伊通街１２９號七樓之１,7000000.0,116647.0,0.0,0.0,63000,中山區,房地(土地+建物)+車位,25.05440499,121.534992,中央里,7.22,商,,,1130514,土地1建物1車位1,七層,7,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,911029,60.01,0,0,0,無,有,升降機械,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLMLNHJGFCA87EA,25.13,0.38,2.41,有,,2024/5/14,36,20.7919885,18.58990747,22.6276146,1.463659662,48.0860081,63000040033.0,0.160586218,0.571562208,87.38,14924.35,56.75675673,35.05067566,1,0,0,0,0,0,0,0,0,0,58,50,0,8,1,2,0,1,0,58,"c(121.534992038056, 25.0544049940325)",臺北捷運松江南京站_G15_O08,309.7223915,2089.887038,1964.224392,22,2,
臺北市中山區八德路二段８８巷２號三樓,21000000.0,240770.0,0.0,0.0,63000,中山區,房地(土地+建物),25.04541901,121.535794,朱園里,29.75,住,,,1130428,土地1建物1車位0,三層,3,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640722,87.22,3,2,1,有,無,,含裝潢費；,RPOOMLNKNHJGFCA37DA,77.26,0.0,9.96,無,,2024/4/28,40,27.08025018,24.79643425,32.5943956,0.630874454,44.13585243,63000040036.0,0.184835333,0.606586674,81.74,16150.82,54.422944,36.24740842,0,0,0,0,1,2,2,0,0,0,21,39,0,4,0,2,0,0,0,21,"c(121.535794018552, 25.0454190070952)",臺北捷運忠孝新生站_BL14_O07,461.4444265,2040.190948,1914.34019,49,2,
臺北市中山區北安路６０８巷４弄６之２號四樓,10000000.0,256871.0,0.0,0.0,63000,中山區,房地(土地+建物),25.081385,121.549309,成功里,9.27,住,,,1130426,土地1建物1車位0,四層,4,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850216,38.93,1,1,1,有,無,,,RPSNMLLLNHJGFCA67EA,24.61,2.0,4.38,有,,2024/4/26,42,23.99500706,22.00220493,27.67821437,24.03980285,52.05052453,63000040015.0,0.19829153,0.642493639,84.03,10330.3,55.12048191,28.2437442,0,0,0,0,1,0,1,0,0,0,28,46,0,11,0,2,0,2,0,28,"c(121.549308999232, 25.0813849992498)",臺北捷運大直站_BR14,336.172356,4606.668665,4958.078251,28,2,
臺北市中山區南京東路三段４８巷３８號十三樓之２,82500000.0,343598.0,34.42,3500000.0,63000,中山區,房地(土地+建物)+車位,25.05183503,121.538442,力行里,36.48,住,,,1130412,土地1建物1車位1,十三層,13,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,930330,264.35,3,1,3,有,有,坡道平面,陽台外推；其他增建；,RPXNMLKLNHJGFCA97DA,163.28,9.47,15.11,有,,2024/4/12,46,25.76201947,22.4341779,29.36476488,0.0,91.79813911,63000040039.0,0.179877483,0.597735289,85.85,20588.15,59.78751658,43.66533863,2,1,0,0,0,0,0,0,0,0,51,49,0,9,2,1,0,3,0,51,"c(121.538441981669, 25.0518350268883)",臺北捷運松江南京站_G15_O08,565.1724982,2343.205337,2213.776477,20,2,
臺北市中山區南京東路二段１０８號十八樓之１６,15000000.0,323067.0,0.0,0.0,63000,中山區,房地(土地+建物),25.051839,121.532169,興亞里,2.94,商,,,1130415,土地3建物1車位0,十八層,18,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,990917,46.43,1,1,1,有,有,,,RPPNMLQJNHJGFCA67EA,24.83,1.41,3.72,有,411.0,2024/4/15,47,27.73865472,24.73878676,32.90730465,0.0,68.18762088,63000040032.0,0.176772867,0.593216855,82.1,22011.95,57.6178086,39.75137322,0,0,0,0,0,0,1,0,0,0,61,79,0,9,1,2,0,0,0,61,"c(121.532169013066, 25.0518390001039)",臺北捷運松江南京站_G15_O08,93.07514975,1728.485997,1600.285566,14,2,
臺北市中山區南京東路二段１０８號十四樓之１５,19280000.0,213463.0,38.52,0.0,63000,中山區,房地(土地+建物)+車位,25.051839,121.532169,興亞里,3.69,商,,,1130513,土地3建物1車位1,十四層,14,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,990917,90.32,1,1,1,有,有,升降平面,含仲介費1080000元；,RPOOMLRLNHJGFCA97EA,29.21,1.13,4.23,有,104.0,2024/5/13,48,19.46155969,17.11882943,22.31566626,11.96655357,42.17766993,63000040032.0,0.176772867,0.593216855,82.1,22011.95,57.6178086,39.75137322,0,0,0,0,0,0,1,0,0,0,61,79,0,9,1,2,0,0,0,61,"c(121.532169013066, 25.0518390001039)",臺北捷運松江南京站_G15_O08,93.07514975,1728.485997,1600.285566,14,2,
臺北市中山區合江街１８０巷２號四樓之１,22000000.0,238767.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06101798,121.539083,江寧里,17.82,住,,,1130408,土地3建物1車位0,四層,4,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721221,92.14,2,2,1,有,無,,陽台外推；,RPPNMLTJNHJGFCA97EA,74.44,0.0,14.82,有,,2024/4/8,50,22.37690722,18.71678069,23.74323646,16.84267542,41.95125377,63000040028.0,0.173787725,0.592743303,87.56,38595.12,57.23992501,38.89409559,0,0,0,0,0,0,0,0,0,0,41,59,0,14,0,1,0,0,3,41,"c(121.539082993539, 25.0610179803618)",臺北捷運中山國中站_BR12,495.8484464,2792.427203,2675.416917,41,2,
臺北市中山區合江街６１巷８號五樓,15410000.0,181657.0,0.0,0.0,63000,中山區,房地(土地+建物),25.05715501,121.539589,朱馥里,25.0,住,,,1130413,土地1建物1車位0,五層,5,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700908,84.83,3,2,2,有,無,,陽台外推；頂樓加蓋；其他增建；,RPRNMLOKNHJGFCA77EA,73.56,0.0,11.27,無,,2024/4/13,51,25.94365709,24.26448768,27.95720321,0.0,86.40895423,63000040034.0,0.13364524,0.513425549,83.68,31107.66,53.44217686,34.96598639,1,1,0,0,0,0,0,0,0,0,44,61,0,17,1,2,0,0,0,44,"c(121.539589009033, 25.0571550126454)",臺北捷運中山國中站_BR12,597.9199116,2635.348032,2511.201007,43,2,
臺北市中山區合江街７３巷３號五樓,36200000.0,276463.0,0.0,0.0,63000,中山區,房地(土地+建物),25.05882201,121.5396428,江山里,37.19,住,,,1130423,土地1建物1車位0,五層,5,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841204,130.94,2,2,2,有,有,,鐵鋁窗增建陽台外推；,RPUNMLOKNHJGFCA97DA,86.37,1.2,10.95,有,,2024/4/23,52,26.91028632,23.81988621,29.92932577,2.353418706,80.24435121,63000040029.0,0.161160852,0.561593084,88.56,36002.78,56.33102851,40.60069143,1,0,0,0,0,0,0,0,0,0,49,65,0,19,0,1,0,0,0,49,"c(121.539642820852, 25.0588220055489)",臺北捷運中山國中站_BR12,488.8096149,2720.168692,2598.642094,29,2,
臺北市中山區吉林路２１８巷１９號二樓,38260000.0,226844.0,2.58,1500000.0,63000,中山區,房地(土地+建物)+車位,25.059022,121.52941,中庄里,34.14,住,,,1130418,土地1建物1車位1,二層,2,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980401,164.62,3,2,2,有,有,塔式車位,其他增建；,RPQNMLLJNHJGFCA17DA,97.96,9.82,10.27,有,,2024/4/18,54,23.35399263,21.56369993,27.06668997,76.49601637,46.03527344,63000040023.0,0.11965812,0.474808817,89.29,33119.25,50.40523689,38.87157106,0,0,0,0,0,0,1,0,0,0,66,64,0,10,1,1,0,4,0,66,"c(121.529410025817, 25.0590219977587)",臺北捷運行天宮站_O09,397.2228599,1879.944327,1775.691315,15,2,
臺北市中山區吉林路２２巷２３號三樓,44380000.0,196650.0,0.0,0.0,63000,中山區,房地(土地+建物),25.05113199,121.528689,興亞里,34.14,住,,,1130406,土地2建物1車位0,三層,3,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661104,225.68,4,2,2,有,有,,,RPXOMLQLMHJGFCA58DA,189.16,0.0,16.16,有,,2024/4/6,55,21.45486414,19.77448476,24.08810035,0.712945695,49.35134653,63000040032.0,0.176772867,0.593216855,82.1,22011.95,57.6178086,39.75137322,1,0,0,0,0,0,1,0,0,1,57,65,0,7,0,1,0,0,0,57,"c(121.528689014506, 25.0511319865711)",臺北捷運松江南京站_G15_O08,444.29427,1369.561853,1241.765344,47,2,
臺北市中山區吉林路３６９號二樓之１８,8600000.0,210166.0,0.0,0.0,63000,中山區,房地(土地+建物),25.065069,121.53051,新庄里,6.71,住,,,1130416,土地1建物1車位0,二層,2,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681219,40.92,1,1,1,有,有,,其他增建；,RPROMLTLMHJGFCA28DA,32.67,0.0,0.0,有,,2024/4/16,56,27.22628206,25.06771842,30.92697966,0.0,67.30549824,63000040019.0,0.101542112,0.440569395,86.15,7320.92,48.60977947,35.82614253,1,1,0,0,0,1,0,0,0,0,52,45,0,10,0,2,2,2,0,54,"c(121.530509982971, 25.065068996076)",臺北捷運中山國小站_O10,456.9889694,2451.195858,2361.504223,45,2,
臺北市中山區吉林路３６９號六樓之１３,8900000.0,226983.0,0.0,0.0,63000,中山區,房地(土地+建物),25.065069,121.53051,新庄里,6.31,住,,,1130422,土地1建物1車位0,六層,6,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681219,39.21,1,1,1,有,有,,,RPSNMLLLNHJGFCA57DA,31.33,0.0,0.0,有,,2024/4/22,57,26.57156807,25.10991636,28.88946863,0.5,74.28203233,63000040019.0,0.101542112,0.440569395,86.15,7320.92,48.60977947,35.82614253,1,1,0,0,0,1,0,0,0,0,52,45,0,10,0,2,2,2,0,54,"c(121.530509982971, 25.065068996076)",臺北捷運中山國小站_O10,456.9889694,2451.195858,2361.504223,45,2,
臺北市中山區吉林路４３３巷２９號三樓,21300000.0,183305.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06706401,121.532173,新喜里,42.0,住,,,1130419,土地1建物1車位0,三層,3,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630503,116.2,3,2,2,有,無,,陽台外推；,RPPPMLNKNHJGFCA57DA,100.51,0.0,15.69,無,,2024/4/19,58,25.31743312,22.43654407,29.15450521,0.445677915,64.49113462,63000040018.0,0.102569934,0.458721856,88.24,44369.25,47.53649634,33.69829683,1,1,0,0,0,2,1,0,0,0,36,24,0,6,1,0,2,3,0,38,"c(121.53217303638, 25.0670640147603)",臺北捷運中山國小站_O10,724.6834411,2728.65259,2638.828513,50,2,
臺北市中山區吉林路４４０號,16800000.0,193437.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06639321,121.5302929,新庄里,25.75,住,,,1130417,土地1建物1車位0,一層，騎樓,1,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,630510,86.85,3,2,1,有,無,,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLOKNHJGFCA47DA,86.85,0.0,0.0,無,,2024/4/17,59,27.37324249,24.42985191,30.07413302,0.0,67.79973889,63000040019.0,0.101542112,0.440569395,86.15,7320.92,48.60977947,35.82614253,1,1,0,0,0,1,0,0,0,0,46,37,0,11,0,1,2,2,0,48,"c(121.530292891679, 25.0663932110492)",臺北捷運中山國小站_O10,536.7666298,2556.38051,2470.679479,50,2,
臺北市中山區吉林路６號七樓,135000000.0,343604.0,185.2,12000000.0,63000,中山區,房地(土地+建物)+車位,25.04907402,121.529903,興亞里,64.31,住,,,1130421,土地2建物1車位4,七層,7,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,1030530,543.17,3,2,4,有,有,坡道平面,,RPQNMLSKNHJGFCA97DA,205.97,9.14,22.91,有,816.0,2024/4/21,60,26.85602742,23.57632609,30.46315002,0.0,58.18337935,63000040032.0,0.176772867,0.593216855,82.1,22011.95,57.6178086,39.75137322,1,0,0,0,0,2,1,0,0,0,45,57,0,5,0,0,0,0,0,45,"c(121.529902965543, 25.0490740197939)",臺北捷運松江南京站_G15_O08,473.3570059,1442.669373,1312.81819,10,2,
臺北市中山區四平街１７號三樓,28500000.0,201342.0,0.0,0.0,63000,中山區,房地(土地+建物),25.05376399,121.530933,中吉里,29.86,住,,,1130415,土地1建物1車位0,三層,3,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,610424,141.55,0,0,0,無,有,,親友、員工、共有人或其他特殊關係間之交易；,RPWOMLMLNHJGFCA28EA,111.71,0.0,29.84,有,678.0,2024/4/15,61,27.75388378,24.74829995,32.90526375,0.0,67.61328138,63000040030.0,0.161675393,0.575706806,87.69,29190.26,56.50485435,34.14701802,0,0,0,0,0,0,2,0,0,0,68,68,0,10,0,1,0,0,0,68,"c(121.530933017624, 25.0537639879872)",臺北捷運松江南京站_G15_O08,248.4944611,1684.712665,1560.976576,52,2,
臺北市中山區基湖路１５７巷７號十二樓,180000000.0,528285.0,41.65,3500000.0,63000,中山區,房地(土地+建物)+車位,25.07680701,121.564195,金泰里,122.69,住,,,1130424,土地1建物1車位1,十二層,12,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,900227,375.75,3,2,4,有,有,坡道平面,,RPXOMLKLNHJGFCA08DA,226.25,0.0,26.76,有,787.0,2024/4/24,62,21.09905893,19.38634431,24.92485296,47.07966005,53.46789236,63000040041.0,0.188681928,0.605431537,91.88,7424.43,41.6264645,20.91660923,0,0,0,0,0,0,1,0,0,0,9,4,0,0,0,0,0,1,0,9,"c(121.564195007814, 25.0768070132829)",臺北捷運西湖站_BR16,661.4294256,3369.315405,5055.835417,23,2,
臺北市中山區市民大道三段１６９號七樓之５,15000000.0,219010.0,0.0,0.0,63000,中山區,房地(土地+建物),25.04481069,121.5406476,埤頭里,8.91,住,,,1130421,土地1建物1車位0,七層,7,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970602,68.49,1,1,1,有,有,,夾層；,RPVOMLOLNHJGFCA28DA,24.45,1.94,3.41,有,806.0,2024/4/21,67,27.01991883,23.69950985,30.72868162,0.0,55.80428587,63000040037.0,0.151047031,0.524888431,92.22,17935.23,51.74693104,38.14919734,0,0,0,0,1,0,2,0,0,4,36,70,0,14,1,1,1,1,0,37,"c(121.540647559585, 25.0448106904723)",臺北捷運忠孝新生站_BL14_O07,817.276639,2534.461455,2408.70173,16,2,
臺北市中山區市民大道二段６７巷１０號四樓,19000000.0,219400.0,0.0,0.0,63000,中山區,房地(土地+建物),25.04677302,121.529016,正守里,32.5,商,,,1130401,土地1建物1車位0,四層,4,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,620601,86.6,3,2,1,有,無,,頂樓加蓋；其他增建；,RPWPMLNLMHJGFCA28DA,86.6,0.0,0.0,無,,2024/4/1,68,24.18977758,21.2192946,27.62183248,1.091416577,52.08012149,63000040001.0,0.161841646,0.548657133,90.52,28665.91,54.85878408,37.5777884,1,0,0,0,0,1,1,0,0,0,39,36,0,4,1,1,0,1,0,39,"c(121.529015992549, 25.0467730197342)",臺北捷運善導寺站_BL13,596.2537464,1345.461795,1218.145018,51,2,
臺北市中山區建國北路一段２３巷１７號五樓,18880000.0,159311.0,0.0,0.0,63000,中山區,房地(土地+建物),25.04738301,121.538073,朱崙里,37.7,都市：其他:第三種住宅區。,,,1130502,土地2建物1車位0,五層,5,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,840111,118.51,3,2,2,有,無,,親友、員工、共有人或其他特殊關係間之交易；,RPPNMLRLNHJGFCA87DA,81.11,0.0,9.69,無,,2024/5/2,69,21.416574,20.46984792,22.73595103,8.949790526,45.39146768,63000040038.0,0.174291115,0.573534972,82.66,23023.04,50.95017974,36.106831,0,0,0,0,0,2,2,0,0,0,27,31,0,5,1,1,0,2,0,27,"c(121.538072974206, 25.0473830127378)",臺北捷運松江南京站_G15_O08,762.8275403,2256.844315,2128.213237,29,2,
臺北市中山區建國北路三段７１號十一樓之６,21200000.0,261567.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06499498,121.53723,行孝里,8.08,住,,,1130415,土地2建物1車位0,十一層,11,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041016,81.05,1,2,1,有,有,,,RPOPMLRKNHJGFCA87DA,47.5,3.73,0.0,有,669.0,2024/4/15,73,27.70618574,24.79947495,32.80385189,0.0,67.02925463,63000040026.0,0.113095238,0.471014493,89.63,35796.87,45.94139439,31.323678,0,1,0,0,0,1,1,0,0,0,37,29,0,6,1,1,1,2,3,38,"c(121.537230006204, 25.064994983871)",臺北捷運行天宮站_O09,658.8014247,2908.89012,2802.780676,9,2,
臺北市中山區建國北路三段８１巷３號六樓,26500000.0,241084.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06551013,121.5374485,行孝里,19.71,住,,,1130410,土地2建物1車位0,六層,6,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,700318,109.92,3,2,2,有,無,,其他增建；,RPUOMLPKNHJGFCA18DA,94.21,0.0,9.54,有,612.0,2024/4/10,74,21.69077624,19.72788691,22.88664645,4.79180199,57.06579905,63000040026.0,0.113095238,0.471014493,89.63,35796.87,45.94139439,31.323678,0,1,0,0,0,1,1,0,0,0,34,27,0,6,1,1,1,1,3,35,"c(121.537448512556, 25.0655101340103)",臺北捷運行天宮站_O09,716.921819,2963.442826,2858.038119,43,2,
臺北市中山區建國北路二段１０８號六樓,28660000.0,286085.0,0.0,0.0,63000,中山區,房地(土地+建物),25.0584255,121.5365419,松江里,14.98,商,,,1130406,土地2建物1車位0,六層,6,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,731005,100.18,2,2,2,有,無,,陽台外推；其他增建；,RPSOMLMLMHJGFCA67DA,75.78,0.0,11.04,有,,2024/4/6,75,21.35006091,19.66740096,23.85673729,0.600016276,47.26414133,63000040021.0,0.145802377,0.551077266,86.96,32148.74,61.32711248,40.90202176,1,0,0,0,0,0,0,0,0,0,48,54,0,13,1,1,0,1,3,48,"c(121.536541935772, 25.0584254996192)",臺北捷運行天宮站_O09,419.6734806,2424.447418,2305.127423,40,2,
臺北市中山區復興北路２８８號二樓,28880000.0,239787.0,0.0,0.0,63000,中山區,房地(土地+建物),25.05911101,121.543924,江山里,18.3,商,,,1130505,土地2建物1車位0,二層,2,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720309,120.44,3,2,1,有,有,,陽台外推；其他增建；,RPOPMLMLNHJGFCA47DA,88.03,0.0,12.73,有,,2024/5/5,78,27.42189021,24.61851153,32.01423977,0.384458573,59.18206575,63000040029.0,0.161160852,0.561593084,88.56,36002.78,56.33102851,40.60069143,0,0,0,0,0,0,0,0,0,0,59,78,0,19,0,2,1,0,0,60,"c(121.543923961718, 25.0591110135704)",臺北捷運中山國中站_BR12,183.8814072,3123.065542,2999.137819,41,2,
臺北市中山區復興北路４６０號八樓,15700000.0,322647.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06440599,121.544057,下埤里,6.9,住,,,1130414,土地1建物1車位0,八層,8,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,910207,48.66,1,1,1,有,有,,陽台外推；夾層；,RPPNMLNJNHJGFCA37EA,30.31,0.0,3.44,有,,2024/4/14,79,26.5795048,24.02482825,29.39439284,0.0,72.54111397,63000040027.0,0.122508433,0.509352959,88.32,37405.31,53.63116662,38.51365657,0,0,0,0,0,0,0,0,0,0,30,37,0,7,1,2,1,0,0,31,"c(121.544056982521, 25.0644059875349)",臺北捷運中山國中站_BR12,402.8036222,3417.537209,3301.239455,22,2,
臺北市中山區復興北路４８６號三樓,25600000.0,264736.0,0.0,0.0,63000,中山區,房地(土地+建物),25.06507599,121.544121,下埤里,14.4,住,,,1130409,土地1建物1車位0,三層,3,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720905,96.7,3,2,2,有,有,,其他增建；,RPXOMLQKNHJGFCA58DA,77.71,0.0,9.06,有,,2024/4/9,80,18.81806161,18.17879228,19.40777686,0.593870186,47.29720383,63000040027.0,0.122508433,0.509352959,88.32,37405.31,53.63116662,38.51365657,0,0,0,0,0,0,0,0,0,0,23,26,0,6,0,2,1,0,0,24,"c(121.544121020261, 25.0650759949652)",臺北捷運中山國中站_BR12,477.1447157,3464.046746,3348.752888,41,2,
臺北市中山區復興南路一段４０號十二樓之１,23000000.0,308849.0,0.0,0.0,63000,中山區,房地(土地+建物),25.04536599,121.543601,埤頭里,7.15,商,,,1130402,土地1建物1車位0,十二層,12,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,701008,74.47,2,1,1,有,有,,,RPPNMLSLMHJGFCA87DA,54.58,0.0,8.94,有,,2024/4/2,81,26.69805099,21.92222675,32.77191946,0.028188041,59.9653462,63000040037.0,0.151047031,0.524888431,92.22,17935.23,51.74693104,38.14919734,0,0,0,0,0,2,2,0,0,5,45,115,0,20,2,2,0,2,0,45,"c(121.543601006988, 25.0453659915577)",臺北捷運南京復興站_BR11_G16,740.9023719,2824.732842,2697.900771,43,2,
