土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age,,
臺北市信義區吳興街６００巷１００弄６５號,6000000,66079,0,0,63000,信義區,房地(土地+建物),25.017849,121.572626,泰和里,26.64,住,NA,NA,1120801,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,721007,90.8,3,2,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPROMLMJQHIGFDA77DA,77.42,0,4.7,無,NA,2023/8/1,272,26.86681064,25.29677993,29.46298035,34.07482383,23.74831393,63000020033,0.11448214,0.480645643,87.25,10387.93,43.52159468,30.76021106,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,"c(121.572626028942, 25.0178489997135)",臺北捷運麟光站_BR06,1415.759343,3519.659877,5284.419587,40,,
臺北市信義區吳興街６００巷１１０號,19900000,143932,0,0,63000,信義區,房地(土地+建物),25.01828901,121.571698,泰和里,26.29,住,NA,NA,1120726,土地1建物1車位0,二層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,810806,138.26,3,2,2,有,有,NA,NA,RPWOMLPKQHIGFDA68DA,104.67,0,16.41,有,NA,2023/7/26,273,27.93335673,26.52472332,29.17832479,30.70359825,14.35368856,63000020033,0.11448214,0.480645643,87.25,10387.93,43.52159468,30.76021106,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,4,"c(121.571697984623, 25.0182890077207)",臺北捷運麟光站_BR06,1320.981566,3488.073769,5310.972262,31,,
臺北市信義區吳興街６００巷５６之３號,7500000,55494,0,0,63000,信義區,房地(土地+建物)+車位,25.02029999,121.569824,泰和里,30.44,住,NA,NA,1120801,土地1建物1車位1,五層，電梯樓梯間,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,841030,135.15,3,2,2,有,有,坡道機械,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLTLQHIGFDA78EA,87.2,4.71,9.41,有,NA,2023/8/1,274,27.02373251,25.55894403,29.46866717,33.3108897,23.70961194,63000020033,0.11448214,0.480645643,87.25,10387.93,43.52159468,30.76021106,0,0,0,0,0,0,0,0,0,0,12,7,0,5,0,0,1,2,0,13,"c(121.569823958711, 25.0202999939305)",臺北捷運麟光站_BR06,1152.02384,3312.988222,5283.026682,28,,
臺北市信義區吳興街６００巷７６弄８２號,15260000,168600,0,0,63000,信義區,房地(土地+建物),25.01837299,121.57001,泰和里,32.67,住,NA,NA,1120707,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750829,90.51,3,2,2,有,無,NA,其他增建；,RPXNMLRJQHIGFDA78DA,76.1,0,9.65,無,NA,2023/7/7,277,31.82270318,26.72434846,36.94664556,0,37.01516281,63000020033,0.11448214,0.480645643,87.25,10387.93,43.52159468,30.76021106,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,0,7,"c(121.570010036961, 25.0183729943905)",臺北捷運麟光站_BR06,1150.595538,3515.245559,5421.051903,37,,
臺北市信義區和平東路三段１６９號,13640000,302506,0,0,63000,信義區,房地(土地+建物),25.0240698,121.5532162,黎平里,9.1,商,NA,NA,1120731,土地2建物1車位0,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970205,45.09,1,1,1,有,有,NA,夾層；其他增建；,RPTNMLMLQHIGFDA08DA,26.21,0.73,3.23,有,853,2023/7/31,279,28.83839629,26.44391115,31.29650884,0,20.50791251,63000020039,0.150510631,0.545789386,86.6,52761.19,49.45652173,35.25815217,2,0,0,0,0,0,1,0,0,1,41,70,0,14,1,1,3,0,2,44,"c(121.553216223397, 25.0240697967932)",臺北捷運六張犁站_BR07,54.35438246,3759.184019,4494.713842,15,,
臺北市信義區和平東路三段１７９號,9500000,259067,0,0,63000,信義區,房地(土地+建物),25.02397198,121.5534796,黎平里,7.32,商,NA,NA,1120713,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970205,36.67,0,0,0,無,有,NA,NA,RPTNMLQLPHIGFDA48EA,21.85,0,2.71,有,356,2023/7/13,280,30.52310093,26.65046408,34.20215776,0,25.57971749,63000020039,0.150510631,0.545789386,86.6,52761.19,49.45652173,35.25815217,2,0,0,0,0,0,1,0,0,1,40,66,0,14,1,1,3,0,2,43,"c(121.553479582795, 25.0239719799831)",臺北捷運六張犁站_BR07,69.85301071,3749.454849,4522.641041,15,,
臺北市信義區和平東路三段３１９號,32000000,191296,0,3000000,63000,信義區,房地(土地+建物)+車位,25.02133499,121.556098,黎平里,19.73,住,NA,NA,1120704,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800527,167.28,2,2,2,有,有,坡道平面,前陽台外推，後陽台加窗陽台外推；其他增建；,RPRNMLOLPHIGFDA97DA,136.98,0,9.2,有,556,2023/7/4,281,30.52765439,25.97745113,35.84778357,0,28.94290842,63000020039,0.150510631,0.545789386,86.6,52761.19,49.45652173,35.25815217,1,0,0,0,0,0,1,0,0,0,32,42,0,12,1,1,4,0,0,36,"c(121.556098005528, 25.0213349913346)",臺北捷運麟光站_BR06,415.7726179,3811.335698,4908.107766,32,,
臺北市信義區和平東路三段３９１巷２０弄８１號,23000000,251713,26.96,2800000,63000,信義區,房地(土地+建物)+車位,25.02125302,121.560675,黎忠里,37.16,住,NA,NA,1120723,土地1建物1車位1,一層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,880906,107.21,2,2,1,有,有,坡道平面,陽台外推；夾層；其他增建；,RPOOMLRKQHIGFDA08DA,54.75,0,11.62,有,NA,2023/7/23,282,29.48221027,26.62205189,34.66191485,0,25.29883235,63000020040,0.11014911,0.463924964,86.23,33355,46.24878206,35.04384539,1,0,0,0,0,0,1,0,0,0,19,13,0,3,0,0,3,0,0,22,"c(121.560675027576, 25.0212530163216)",臺北捷運麟光站_BR06,382.2643359,3568.140779,5291.721943,24,,
臺北市信義區和平東路三段３９１巷２９之１號,17780000,244197,0,0,63000,信義區,房地(土地+建物),25.02029702,121.558714,黎忠里,26.5,住,NA,NA,1120812,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660921,72.81,2,3,2,有,無,NA,增建項目：頂樓平台、前後陽台,RPSOMLOKQHIGFDA18DA,62.79,0.79,9.23,無,NA,2023/8/12,283,28.68135868,25.21957988,33.97065914,1.230179117,30.75160838,63000020040,0.11014911,0.463924964,86.23,33355,46.24878206,35.04384539,1,0,0,0,0,0,1,0,0,0,24,28,0,7,0,0,2,0,0,26,"c(121.558713997509, 25.0202970183549)",臺北捷運麟光站_BR06,214.813225,3760.245606,5189.164242,46,,
臺北市信義區和平東路三段３９１巷８弄７８號,8700000,163380,0,0,63000,信義區,房地(土地+建物),25.02140599,121.558444,黎忠里,14.9,住,NA,NA,1120710,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690205,53.25,3,2,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPSNMLMKPHIGFDA77DA,45.97,0,7.29,無,NA,2023/7/10,285,30.99607748,27.17308182,35.41945202,0,52.55975029,63000020040,0.11014911,0.463924964,86.23,33355,46.24878206,35.04384539,1,0,0,0,0,0,1,0,0,0,27,34,0,8,1,1,3,0,0,30,"c(121.558444016407, 25.0214059860545)",臺北捷運麟光站_BR06,337.808703,3670.942812,5095.953924,43,,
臺北市信義區嘉興街２８０號,12500000,191102,0,0,63000,信義區,房地(土地+建物),25.02398799,121.555229,黎平里,20.25,住,NA,NA,1120702,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,651022,65.41,2,2,1,有,無,NA,陽台外推；,RPPNMLTJPHIGFDA08DA,65.41,0,0,無,NA,2023/7/2,286,28.73632158,26.62713787,33.19450151,3.137451727,34.57413259,63000020039,0.150510631,0.545789386,86.6,52761.19,49.45652173,35.25815217,1,0,0,0,0,0,1,0,0,0,37,59,0,14,1,1,4,0,2,41,"c(121.555228969806, 25.0239879894182)",臺北捷運六張犁站_BR07,242.0625454,3632.828956,4666.52973,47,,
臺北市信義區嘉興街３０５巷３號,15100000,225104,0,0,63000,信義區,房地(土地+建物),25.02326702,121.554884,黎平里,21.75,住,NA,NA,1120721,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,570916,67.08,3,2,1,有,無,NA,其他增建；,RPVNMLKMQHIGFDA18DA,67.08,0,0,無,NA,2023/7/21,287,29.87593431,26.27700224,34.95947291,0,32.24383457,63000020039,0.150510631,0.545789386,86.6,52761.19,49.45652173,35.25815217,1,0,0,0,0,0,1,0,0,0,37,62,0,15,1,1,4,0,2,41,"c(121.554883970672, 25.0232670200166)",臺北捷運六張犁站_BR07,211.0606569,3716.581216,4683.417963,55,,
臺北市信義區基隆路二段７７號,12440000,136869,0,0,63000,信義區,房地(土地+建物),25.03033741,121.5581396,景聯里,7.86,商,NA,NA,1120704,土地1建物1車位0,八層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,721101,90.89,2,1,1,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPQPMLSLPHIGFDA48DA,73.11,0,4.16,有,NA,2023/7/4,293,30.69657638,26.2140182,35.82431772,0,28.49672686,63000020034,0.165593613,0.570950296,84.07,38335.26,55.57994875,42.07830222,0,0,0,0,0,0,2,0,0,0,44,50,0,13,0,1,0,2,0,44,"c(121.558139585684, 25.0303374068021)",臺北捷運台北101/世貿站_R03,627.6245821,2912.780204,4575.368542,40,,
臺北市信義區大道路４２巷１７號,22300000,207500,0,0,63000,信義區,房地(土地+建物),25.0412167,121.5811663,大道里,47.25,都市：其他:第三種住宅區。,NA,NA,1120702,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640414,107.47,3,2,1,有,無,NA,其他增建；,RPRNMLLMPHIGFDA77DA,107.47,0,0,無,NA,2023/7/2,294,28.93278069,26.88241632,33.26213057,2.224942018,28.03343422,63000020026,0.13358999,0.522232916,91.48,48126.45,53.5647027,39.76324992,0,0,0,0,0,0,1,0,0,0,57,92,0,22,1,2,4,1,0,61,"c(121.581166266269, 25.0412166980287)",臺北捷運永春站_BL19,470.5978018,933.3381514,2973.861371,48,,
臺北市信義區忠孝東路五段２３６巷１０弄５號,25000000,245026,0,0,63000,信義區,房地(土地+建物),25.03994701,121.571407,廣居里,38.5,住,NA,NA,1120715,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,600720,102.03,3,2,1,有,無,NA,NA,RPWOMLPKOHIGFDA58EA,102.03,0,0,無,NA,2023/7/15,296,31.20265089,28.86057214,34.07556888,0,10.09878227,63000020008,0.179073811,0.60960961,88.15,43996.3,58.83236745,35.80167417,0,0,0,0,0,2,1,0,0,6,31,45,0,9,0,0,3,0,0,34,"c(121.571406964944, 25.0399470073357)",臺北捷運永春站_BL19,527.511562,1236.191808,3926.6117,52,,
臺北市信義區忠孝東路五段３７０號,31580000,224545,0,0,63000,信義區,房地(土地+建物),25.040722,121.573945,廣居里,15.22,商,NA,NA,1120729,土地3建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,731109,140.64,3,2,2,有,有,NA,其他增建；,RPRNMLMLQHIGFDA87DA,118.04,4.39,11.22,有,NA,2023/7/29,298,29.80894896,26.78659199,34.27706955,0,27.4249891,63000020008,0.179073811,0.60960961,88.15,43996.3,58.83236745,35.80167417,0,0,0,0,0,0,1,0,0,1,42,81,0,19,0,1,4,0,0,46,"c(121.573945005226, 25.0407219981033)",臺北捷運永春站_BL19,260.408412,1035.276211,3657.228993,39,,
臺北市信義區忠孝東路五段３７２巷２８弄１號,24000000,218659,0,0,63000,信義區,房地(土地+建物),25.03875799,121.573885,廣居里,22.99,住,NA,NA,1120729,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,721003,109.76,3,2,2,有,有,NA,NA,RPVNMLSKQHIGFDA78DA,89.19,0,10.76,有,NA,2023/7/29,299,29.80387169,26.78488405,34.28513406,0,27.50682541,63000020008,0.179073811,0.60960961,88.15,43996.3,58.83236745,35.80167417,0,0,0,0,0,0,1,0,0,1,36,72,0,12,0,1,3,0,0,39,"c(121.573884990799, 25.0387579924607)",臺北捷運永春站_BL19,361.5878809,1238.339694,3752.747204,40,,
臺北市信義區忠孝東路五段７９０巷２４弄１６號,8500000,132275,0,0,63000,信義區,房地(土地+建物),25.04222198,121.582159,大道里,26,住,NA,NA,1120816,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,591023,64.26,3,1,1,有,無,NA,陽台外推；,RPOOMLLLQHIGFDA57DA,64.26,0,0,無,NA,2023/8/16,304,28.49910059,24.95631705,30.22459928,34.1103286,39.12365299,63000020026,0.13358999,0.522232916,91.48,48126.45,53.5647027,39.76324992,0,0,0,0,0,0,0,0,0,0,44,67,0,15,1,1,3,2,0,47,"c(121.582159018881, 25.0422219815861)",臺北捷運後山埤站_BL20,345.0052742,869.2131742,2834.155746,53,,
臺北市信義區忠孝東路四段５５３巷１６號,12920000,277075,0,0,63000,信義區,房地(土地+建物),25.04279799,121.562888,新仁里,6.25,住,NA,NA,1120730,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,830729,46.63,1,1,1,有,無,NA,陽台外移及加窗、凸窗加蓋之增建物其他增建；,RPXOMLOJQHIGFDA58DA,17.4,0.38,6.37,有,NA,2023/7/30,305,29.26145705,27.32647349,34.07284533,2.534428412,26.6714624,63000020005,0.189773137,0.642059777,85.49,5292.33,58.61195539,40.6788247,0,0,0,0,0,0,1,0,0,2,27,23,0,2,0,1,0,0,0,27,"c(121.562888017652, 25.0427979859723)",臺北捷運市政府站_BL18,281.9860258,1704.171547,4640.581642,29,,
臺北市信義區松山路１５４之１號,22819836,227199,0,0,63000,信義區,房地(土地+建物),25.04677,121.577595,四育里,27.16,商,NA,NA,1120707,土地3建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,640426,100.44,3,2,1,有,有,NA,NA,RPRNMLSJQHIGFDA28DA,100.44,0,0,無,533,2023/7/7,307,32.3871663,28.12179298,36.70348641,0,32.94195236,63000020016,0.113139461,0.478242411,93.71,31205.26,51.91853599,39.04958677,0,0,0,0,0,0,0,0,0,2,55,56,0,17,2,1,2,6,0,57,"c(121.577594988783, 25.0467700022491)",臺北捷運松山站_G19,416.3688501,278.0000051,3093.599588,48,,
臺北市信義區松山路２０７巷４弄７號,2000000,102934,0,0,63000,信義區,房地(土地+建物),25.04493202,121.578288,永春里,7.29,商,NA,NA,1120717,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,581210,19.43,4,1,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLPKOHIGFDA38EA,19.43,0,0,無,430,2023/7/17,308,30.59057567,28.60319897,35.23921901,1.960878754,25.80800837,63000020018,0.129314421,0.503546099,94.04,33176.64,50.99806824,36.18802317,0,0,0,0,0,0,0,0,0,1,61,76,0,19,1,2,4,4,0,65,"c(121.578288004537, 25.0449320185207)",臺北捷運後山埤站_BL20,472.7527495,473.886857,3082.876524,54,,
臺北市信義區松山路２７５之１號,20500000,224093,0,0,63000,信義區,房地(土地+建物),25.043419,121.578018,永春里,31,商,NA,NA,1120810,土地2建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650114,91.48,4,2,1,有,無,NA,NA,RPSOMLPKQHIGFDA28DA,91.48,0,0,無,94,2023/8/10,309,29.20314616,25.95899222,34.7741077,17.78901439,40.94577443,63000020018,0.129314421,0.503546099,94.04,33176.64,50.99806824,36.18802317,0,0,0,0,0,0,1,0,0,0,64,103,0,24,1,2,4,4,0,68,"c(121.578018023436, 25.0434190011786)",臺北捷運永春站_BL19,310.0718877,641.8456168,3164.43082,47,,
臺北市信義區松山路４６５巷１４弄１３號,17100000,220788,0,0,63000,信義區,房地(土地+建物),25.03893598,121.578738,松光里,23,住,NA,NA,1120728,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,610325,77.45,3,2,1,有,無,NA,建築物含有：增建陽台外推；,RPQNMLNLQHIGFDA97EA,77.45,0,0,無,NA,2023/7/28,310,28.56156661,26.92010066,30.6191774,1.336515022,28.44639093,63000020023,0.135732769,0.506704305,90.76,42281.99,53.65365364,41.84184183,0,0,0,0,0,0,1,0,0,0,54,92,0,21,1,1,4,0,0,58,"c(121.578738028919, 25.0389359821747)",臺北捷運永春站_BL19,319.0786367,1139.134727,3309.571112,51,,
臺北市信義區松山路４８２巷３０號,17400000,220868,0,0,63000,信義區,房地(土地+建物)+車位,25.03879001,121.577813,國業里,8.7,住,NA,NA,1120705,土地2建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740723,78.78,2,2,1,有,有,坡道平面,NA,RPVPMLPKOHIGFDA58EA,57.91,0,8.32,有,NA,2023/7/5,311,31.78726394,26.98137761,35.21798939,0,25.69022882,63000020020,0.17275056,0.593019533,90.61,82035.09,56.91523262,32.6959847,0,0,0,0,0,0,1,0,0,0,49,88,0,18,1,1,5,0,0,54,"c(121.577813002084, 25.0387900113309)",臺北捷運永春站_BL19,275.9219598,1154.998294,3399.011917,38,,
臺北市信義區松山路５４１巷１４弄４號,9000000,206375,0,0,63000,信義區,房地(土地+建物),25.037565,121.578553,松光里,6.91,住,NA,NA,1120723,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,741022,43.6,3,1,1,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPQNMLMLQHIGFDA87EA,34.86,0,3.48,有,NA,2023/7/23,312,29.64865994,26.90669287,34.88483114,0,22.98634964,63000020023,0.135732769,0.506704305,90.76,42281.99,53.65365364,41.84184183,0,0,0,0,0,0,1,0,0,0,48,78,0,16,1,1,4,1,0,52,"c(121.578553040316, 25.0375649961818)",臺北捷運永春站_BL19,430.8042443,1290.272408,3402.494101,38,,
臺北市信義區松平路７０號,55000000,284900,0,0,63000,信義區,房地(土地+建物)+車位,25.03029902,121.565752,三張里,49.72,住,NA,NA,1120702,土地2建物1車位1,十一層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,870428,193.05,3,2,2,有,有,坡道平面,其他增建：花台外推。陽台外推；其他增建；,RPXOMLPJPHIGFDA58DA,95.14,1.92,12.72,有,456,2023/7/2,313,28.82794643,26.69045581,33.32425287,1.171310343,31.49267151,63000020030,0.155742073,0.553157474,90.21,28252.09,53.07324254,38.13029075,0,1,0,0,0,2,0,0,0,2,32,43,0,14,3,2,2,2,0,34,"c(121.565752030148, 25.0302990176856)",臺北捷運台北101/世貿站_R03,347.3951766,2444.56234,4924.485568,25,,
臺北市信義區松德路１１７號,57250000,329307,31.58,3000000,63000,信義區,房地(土地+建物)+車位,25.03773092,121.5755742,國業里,16.26,住,NA,NA,1120704,土地3建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,831021,196.31,3,2,2,有,有,坡道平面,其他增建；,RPVOMLRJPHIGFDA58DA,145.9,4.04,15.62,有,320,2023/7/4,314,30.68524406,26.18468385,35.81901622,0,27.13639734,63000020020,0.17275056,0.593019533,90.61,82035.09,56.91523262,32.6959847,0,0,0,0,0,0,1,0,0,1,46,82,0,16,0,1,3,0,0,49,"c(121.575574195746, 25.0377309159551)",臺北捷運永春站_BL19,372.073574,1299.65089,3653.510891,29,,
臺北市信義區松德路１２７號,54500000,277934,0,3000000,63000,信義區,房地(土地+建物)+車位,25.03743202,121.575299,國業里,16.31,住,NA,NA,1120714,土地3建物1車位1,十八層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,831021,196.09,3,2,2,有,有,坡道平面,NA,RPSNMLRJQHIGFDA28DA,146.17,3.19,12.84,有,NA,2023/7/14,315,31.20418094,27.44601484,35.0199756,0,24.77867541,63000020020,0.17275056,0.593019533,90.61,82035.09,56.91523262,32.6959847,0,0,0,0,0,0,1,0,0,1,43,75,0,15,0,1,3,0,0,46,"c(121.575299017865, 25.0374320172879)",臺北捷運永春站_BL19,411.5594937,1337.943725,3693.805484,29,,
臺北市信義區松德路１７０之５號,65000000,329229,37.54,3500000,63000,信義區,房地(土地+建物)+車位,25.03628202,121.574177,安康里,44.54,都市：其他:特定業務區(信義計畫特定專用區)。,NA,NA,1120727,土地1建物2車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,800309,224.34,3,2,2,有,有,坡道平面,NA,RPWNMLKKQHIGFDA08DA,173.23,4.58,12.5,有,NA,2023/7/27,316,28.70668721,27.3,29.6683272,5.99740983,16.74384201,63000020009,0.2022383,0.634863215,87.51,21225.08,60.11447506,33.24295827,0,0,0,0,0,0,0,0,0,1,32,51,0,7,0,1,2,0,0,34,"c(121.574177016306, 25.0362820201722)",臺北捷運永春站_BL19,571.1579776,1489.532939,3854.966927,32,,
臺北市信義區松隆路１０９號,15700000,179306,0,0,63000,信義區,房地(土地+建物),25.04637501,121.571014,雅祥里,22.23,住,NA,NA,1120803,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731102,87.56,3,1,1,有,無,NA,NA,RPWNMLOJQHIGFDA38DA,69.86,2.36,7.22,無,NA,2023/8/3,317,28.1170529,25.56221252,29.59204153,46.59383336,36.53973554,63000020011,0.148645573,0.51331664,91.87,29259.83,47.11017458,32.23961468,1,0,0,0,0,1,0,0,0,0,31,32,0,7,1,2,1,4,0,32,"c(121.571014021324, 25.0463750050619)",臺北捷運永春站_BL19,815.2818719,793.8860104,3750.193306,39,,
臺北市信義區林口街２４巷９號,16500000,243902,0,0,63000,信義區,房地(土地+建物),25.03768301,121.579768,大仁里,35.75,住,NA,NA,1120702,土地2建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,590121,67.65,3,2,1,有,無,NA,其他增建；,RPTNMLLJQHIGFDA77DA,67.65,0,0,無,NA,2023/7/2,320,28.79314532,26.67324552,33.26217622,2.12318077,28.355383,63000020027,0.090722301,0.424687846,98.43,52443.2,49.95687795,36.41655885,0,0,0,0,0,0,1,0,0,0,44,76,0,15,1,1,4,1,0,48,"c(121.579767997181, 25.0376830133785)",臺北捷運永春站_BL19,491.3847126,1286.089579,3291.473344,53,,
臺北市信義區永吉路１２７巷１１弄６號,15200000,265502,0,0,63000,信義區,房地(土地+建物),25.04632098,121.569887,雅祥里,12.68,住,NA,NA,1120720,土地1建物1車位0,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061130,57.25,1,2,1,有,有,NA,NA,RPTNMLTLQHIGFDA88EA,23.51,2.13,4.25,有,776,2023/7/20,321,29.26207472,26.83850643,35.32587355,25.98871422,36.10724456,63000020011,0.148645573,0.51331664,91.87,29259.83,47.11017458,32.23961468,1,0,0,0,0,1,0,0,0,0,24,28,0,6,0,1,2,3,0,26,"c(121.569886990623, 25.046320983696)",臺北捷運南京三民站_G18,778.5762171,901.5663249,3862.629941,6,,
臺北市信義區永吉路１８０巷６６弄２８號,22660000,219957,0,0,63000,信義區,房地(土地+建物),25.04337998,121.570453,六藝里,29.6,住,NA,NA,1120728,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680529,103.02,2,2,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLTLQHIGFDA78DA,88,0,15.02,無,807,2023/7/28,322,28.63863016,27.13087886,30.68407345,1.364202117,28.46722215,63000020010,0.123067214,0.487851057,93.51,61354.93,50.91210611,31.38474294,0,0,0,0,0,3,1,0,0,2,33,48,0,8,0,1,1,1,0,34,"c(121.570453020544, 25.0433799834193)",臺北捷運市政府站_BL18,629.8451133,1017.073526,3888.646087,44,,
臺北市信義區永吉路２２５巷７弄７號,33240000,306625,35.735,3300000,63000,信義區,房地(土地+建物)+車位,25.04673798,121.574438,五常里,16.03,住,NA,NA,1120702,土地1建物1車位1,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1111111,131.39,2,2,1,有,有,坡道平面,NA,RPQNMLPLPHIGFDA08EA,54.5,5.55,4.39,有,NA,2023/7/2,326,28.93637853,26.89698796,33.24340561,4.592300416,27.80475699,63000020012,0.126225878,0.491616577,90.41,42617.16,52.01211594,36.78061444,1,0,0,0,0,0,0,0,0,1,47,51,0,13,2,2,3,4,0,50,"c(121.574438028771, 25.0467379833789)",臺北捷運松山站_G19,544.1683293,471.3338722,3404.219217,1,,
臺北市信義區永吉路２３６號,20000000,294377,0,0,63000,信義區,房地(土地+建物),25.045368,121.573864,五全里,6.97,商,NA,NA,1120802,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,730416,67.93,2,1,1,有,有,NA,內梯頂樓加蓋；夾層；其他增建；,RPPNMLQJRHIGFDA97DA,55.77,0,3.47,有,NA,2023/8/2,327,27.94554997,25.81206466,29.25966422,12.6012711,26.89365048,63000020013,0.132648184,0.500956023,88.78,56770.95,52.15389673,37.58632028,0,0,0,0,0,1,0,0,0,0,41,48,0,14,1,2,4,2,0,45,"c(121.573864036041, 25.0453680032144)",臺北捷運永春站_BL19,554.5553917,613.2564477,3497.071571,39,,
臺北市信義區永吉路３０巷１０２弄１９號,33900000,407991,0,0,63000,信義區,房地(土地+建物),25.04354012,121.5679357,敦厚里,18.8,住,NA,NA,1120721,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990908,83.09,2,2,2,有,有,NA,陽台外推；,RPWNMLPKQHIGFDA68EA,45.5,4.45,5.85,有,614,2023/7/21,329,30.10853608,26.62929209,35.29431715,0.079887529,26.30146979,63000020007,0.17820868,0.592797784,84.79,43634.08,50.23069823,33.25130728,0,0,0,0,0,3,1,0,0,4,33,42,0,7,0,1,1,1,0,34,"c(121.567935683563, 25.0435401196794)",臺北捷運市政府站_BL18,426.3756923,1214.723572,4127.553717,13,,
