土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,緯度,經度,村里,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age,,
臺北市北投區東華街二段１７４巷３６弄６號,19200000,152635,0,0,63000,北投區,房地(土地+建物),25.120704,121.509961,東華里,39.22,住,NA,NA,1120701,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730921,125.79,4,2,2,有,無,NA,NA,RPQPMLOKQHIGFEA28EA,113.39,0,12.4,無,NA,2023/7/1,574,29.65868286,27.50658541,32.14363272,0,26.23981514,63000120012,0.14874739,0.506524008,89.95,7178.39,57.99373039,33.4726576,0,0,0,0,0,0,0,0,0,0,22,19,0,5,0,2,0,1,0,22,"c(121.509960992965, 25.1207040041316)",臺北捷運唭哩岸站_R20,355.4404822,8126.840079,8120.698921,39,,
臺北市北投區榮華一路１之５號,30000000,160162,0,0,63000,北投區,房地(土地+建物),25.113398,121.5247182,榮華里,27.29,住,NA,NA,1120705,土地1建物1車位0,四層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,770726,187.31,4,2,2,有,有,NA,NA,RPSNMLOJQHIGFEA18EA,154.66,0,19.45,有,NA,2023/7/5,575,32.72693368,29.34186644,35.64366633,0,26.92018003,63000120006,0.173370752,0.600717181,85.93,19422.06,58.23001281,37.10987601,1,0,0,0,0,0,0,0,0,0,17,33,0,7,0,1,0,0,0,17,"c(121.524718171696, 25.1133980020477)",臺北捷運明德站_R18,723.4745125,7353.281138,7322.164936,35,,
臺北市北投區榮華三路１４巷１０號,47500000,217780,0,0,63000,北投區,房地(土地+建物)+車位,25.11399244,121.522982,榮華里,53.9,住,NA,NA,1120711,土地1建物1車位1,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,951018,218.11,4,2,2,有,有,坡道平面,其他增建：增建露臺。陽台外推；其他增建；,RPPNMLKLPHIGFEA47DA,119.9,7.87,13.08,有,NA,2023/7/11,576,30.44107866,27.87524909,34.43980462,0,43.58241964,63000120006,0.173370752,0.600717181,85.93,19422.06,58.23001281,37.10987601,1,0,0,0,1,0,0,0,0,0,15,22,0,6,0,1,1,0,0,16,"c(121.522981977446, 25.1139924442764)",臺北捷運明德站_R18,649.4767871,7399.206506,7371.198269,17,,
臺北市北投區榮華三路５７號,18300000,138573,0,0,63000,北投區,房地(土地+建物),25.11412299,121.519998,振華里,40.77,住,NA,NA,1120701,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670621,132.06,3,2,2,有,有,NA,NA,RPTNMLRLPHIGFEA58DA,118.49,0,13.57,無,NA,2023/7/1,577,29.5763569,27.25802368,32.31425049,0,24.25404157,63000120008,0.141143911,0.525522755,90.31,26875.38,59.71896954,38.47136469,1,0,0,0,1,0,0,0,0,0,22,42,0,7,0,1,1,0,0,23,"c(121.519997986741, 25.1141229947629)",臺北捷運石牌站_R19,492.5410612,7389.871436,7367.059312,45,,
臺北市北投區榮華二路１９巷７號,20150000,186160,0,0,63000,北投區,房地(土地+建物),25.11306599,121.52346,榮華里,36.54,住,NA,NA,1120725,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660616,108.24,2,2,2,有,無,NA,陽台外推；,RPVNMLLJRHIGFEA18DA,102.31,0,5.93,無,NA,2023/7/25,578,31.05077403,29.45609672,34.19129601,0,15.64776899,63000120006,0.173370752,0.600717181,85.93,19422.06,58.23001281,37.10987601,1,0,0,0,0,0,0,0,0,0,22,34,0,7,0,1,1,0,0,23,"c(121.52345996421, 25.113065994863)",臺北捷運明德站_R18,603.9898291,7302.106524,7273.101991,46,,
臺北市北投區永興路一段３２巷５號,11000000,96517,0,0,63000,北投區,房地(土地+建物),25.138435,121.500213,中庸里,31.64,商,NA,NA,1120714,土地2建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670717,113.97,3,2,2,有,無,NA,NA,RPRNMLLJRHIGFEA87EA,90.25,0,14.12,無,813,2023/7/14,579,31.84228921,29.03095455,35.27386053,0,25.93779536,63000120028,0.088118249,0.420125071,92.94,38291.96,43.80134427,31.36669155,0,0,0,0,0,1,0,0,0,0,23,30,0,8,1,2,0,4,5,23,"c(121.50021300721, 25.1384349982899)",臺北捷運新北投站_R22A,363.4593102,10190.70709,10195.07232,45,,
臺北市北投區泉源路３７之１號,13500000,95278,0,0,63000,北投區,房地(土地+建物),25.14072778,121.5061149,中心里,32.44,都市：其他:第三種住宅區。,NA,NA,1120717,土地2建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,680804,141.69,3,2,2,有,有,NA,其他增建；,RPPOMLRKPHIGFEA18DA,104.51,20.94,0,有,NA,2023/7/17,580,29.44856151,27.50092809,32.60496384,0.24094578,26.47656249,63000120027,0.127226891,0.502184874,84.31,15128.37,45.67762268,33.94867176,0,0,0,0,0,0,0,0,0,0,8,6,0,0,1,0,1,2,0,9,"c(121.506114872874, 25.1407277840845)",臺北捷運新北投站_R22A,491.1674779,10369.36069,10365.85667,44,,
臺北市北投區泉源路３９之１８號,11680000,91136,0,0,63000,北投區,房地(土地+建物),25.14144133,121.5071504,中心里,48.64,住,NA,NA,1120702,土地1建物1車位0,三層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,641215,128.16,3,2,2,有,無,NA,陽台外推；其他增建；,RPVNMLTKPHIGFEA88DA,128.16,0,0,無,402,2023/7/2,581,27.71253055,25.61040252,31.79319665,3.873416375,34.67997529,63000120027,0.127226891,0.502184874,84.31,15128.37,45.67762268,33.94867176,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,3,"c(121.50715036469, 25.1414413323776)",臺北捷運新北投站_R22A,615.944768,10438.90255,10434.00871,48,,
臺北市北投區清江路１７７巷１０號,31770000,211718,33.58,2500000,63000,北投區,房地(土地+建物)+車位,25.12791299,121.502214,清江里,28.45,住,NA,NA,1120719,土地1建物1車位1,八層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920508,171.83,4,2,2,有,有,坡道平面,陽台外推；其他增建；,RPQNMLLJQHIGFEA57DA,90.86,2.93,9.35,有,NA,2023/7/19,582,30.04592832,27.53393421,34.34892279,23.83956685,37.27997718,63000120021,0.080275229,0.375917431,104.55,42037.91,42.35347295,31.38466174,0,0,0,0,0,0,0,0,0,0,16,27,0,7,0,1,1,3,0,17,"c(121.502214018955, 25.1279129856862)",臺北捷運奇岩站_R21,233.4307491,9008.078709,9012.255853,20,,
臺北市北投區清江路１７７巷２０號,27800000,187332,33.62,0,63000,北投區,房地(土地+建物)+車位,25.128024,121.50269,清江里,28.24,住,NA,NA,1120715,土地1建物1車位1,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,901113,148.4,3,2,2,有,有,坡道平面,共有人數2人陽台外推；其他增建；,RPUNMLQLPHIGFEA58DA,71.64,3.14,7.97,有,NA,2023/7/15,583,32.14567142,30.0321375,35.17560119,0,16.04407872,63000120021,0.080275229,0.375917431,104.55,42037.91,42.35347295,31.38466174,0,0,0,0,0,0,0,0,0,0,16,26,0,7,0,1,1,3,0,17,"c(121.502690027236, 25.1280240039937)",臺北捷運奇岩站_R21,271.5668016,9013.114823,9016.581536,22,,
臺北市北投區溫泉路銀光巷１３之４號,18020000,131437,0,0,63000,北投區,房地(土地+建物),25.13653801,121.513706,林泉里,44.76,都市：其他:特定休閒旅館住宅專用區。,NA,NA,1120725,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740517,137.1,6,0,6,有,有,NA,頂樓加蓋；,RPUNMLRJQHIGFEA58DA,109.28,0,15.45,無,758,2023/7/25,584,30.10904894,28.51160342,33.28180773,0.662115315,13.79399859,63000120026,0.115018315,0.43956044,99.13,1979.43,45.93395759,34.54903892,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,1,"c(121.513706027304, 25.1365380059632)",臺北捷運新北投站_R22A,1034.441597,9862.100427,9849.182987,38,,
臺北市北投區溫泉路１３９號,3750000,108382,0,0,63000,北投區,房地(土地+建物),25.13995799,121.512059,林泉里,9.54,都市：其他:特定休閒旅館住宅專用區。,NA,NA,1120701,土地4建物1車位0,五層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661017,34.6,1,1,1,有,有,NA,其他增建；,RPRSMLLJQHIGFEA18DA,25.55,0,3.05,有,473,2023/7/1,585,28.33850236,26.00784648,31.38560659,0,25.39142696,63000120026,0.115018315,0.43956044,99.13,1979.43,45.93395759,34.54903892,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,"c(121.51205898333, 25.1399579900969)",臺北捷運新北投站_R22A,926.486864,10245.46747,10234.51709,46,,
臺北市北投區溫泉路１４３之８號,6300000,91106,0,0,63000,北投區,房地(土地+建物),25.13733999,121.511076,林泉里,21.4,都市：其他:特定休閒旅館住宅專用區。,NA,NA,1120724,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,780214,69.15,2,1,1,有,有,NA,NA,RPPNMLNLQHIGFEA97EA,47.56,0,3.04,無,NA,2023/7/24,586,30.39813422,27.17103227,33.82014505,0,21.28484661,63000120026,0.115018315,0.43956044,99.13,1979.43,45.93395759,34.54903892,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,3,"c(121.511076037544, 25.137339986459)",臺北捷運新北投站_R22A,768.8013155,9959.82749,9950.324058,34,,
臺北市北投區溫泉路３７巷２８號,7000000,159035,19.86,1200000,63000,北投區,房地(土地+建物)+車位,25.13384301,121.503422,溫泉里,7.23,商,NA,NA,1120730,土地2建物1車位1,三層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,941111,56.33,1,1,1,有,有,坡道機械,夾層；,RPUNMLRKQHIGFEA68DA,18.64,0.49,2.08,有,NA,2023/7/30,588,29.73809642,28.16546188,32.25571337,2.7231481,32.12581277,63000120025,0.112724758,0.464384509,87.56,25681.19,49.22752808,35.39325842,0,0,0,0,0,1,0,0,0,0,21,41,0,14,3,1,1,3,5,22,"c(121.503422018841, 25.1338430145447)",臺北捷運新北投站_R22A,350.8183923,9641.479751,9642.637591,18,,
臺北市北投區溫泉路６８巷６弄６號,25950000,189963.5,18.425,1250000,63000,北投區,房地(土地+建物)+車位,25.134589,121.505322,溫泉里,27.21,住,NA,NA,1120702,土地1建物1車位1,三層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051109,166.91,3,2,2,有,有,坡道平面,NA,RPRNMLMJQHIGFEA87EA,72.21,5.63,7.2,有,NA,2023/7/2,589,29.41814399,27.00271103,33.70773997,3.896009275,37.14137369,63000120025,0.112724758,0.464384509,87.56,25681.19,49.22752808,35.39325842,0,0,0,0,0,1,0,0,0,0,15,29,0,7,3,1,0,4,5,15,"c(121.505322028652, 25.1345890039273)",臺北捷運新北投站_R22A,327.3590938,9700.869568,9699.336503,7,,
臺北市北投區溫泉路８１號,13580000,146747,0,0,63000,北投區,房地(土地+建物)+車位,25.13551801,121.505853,溫泉里,11.45,都市：其他:特定觀光商業專用區。,NA,NA,1120806,土地1建物1車位1,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,831128,92.54,1,2,1,有,有,坡道機械,陽台外推；,RPPNMLQJRHIGFEA18EA,76.01,2.51,7.07,有,NA,2023/8/6,591,32.37312559,29.78366855,36.74949845,0,41.27761037,63000120025,0.112724758,0.464384509,87.56,25681.19,49.22752808,35.39325842,0,0,0,0,0,1,0,0,0,0,15,16,0,4,1,1,0,5,5,15,"c(121.505853022219, 25.1355180121658)",臺北捷運新北投站_R22A,292.4613653,9797.599229,9795.204817,29,,
臺北市北投區溫泉路８９號,20800000,121142,0,0,63000,北投區,房地(土地+建物),25.13570602,121.507004,溫泉里,35.35,都市：其他:特定觀光商業專用區。,NA,NA,1120715,土地1建物1車位0,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,981231,171.7,4,2,2,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPPOMLPKQHIGFEA18EA,97.88,0,14.4,有,NA,2023/7/15,592,32.14006242,29.96751218,35.18491408,0,15.72097109,63000120025,0.112724758,0.464384509,87.56,25681.19,49.22752808,35.39325842,0,0,0,0,0,0,0,0,0,0,13,12,0,4,1,1,0,4,5,13,"c(121.507004025163, 25.135706018254)",臺北捷運新北投站_R22A,385.4359556,9807.243999,9803.29222,14,,
臺北市北投區珠海路１２６號,11200000,134940,0,0,63000,北投區,房地(土地+建物),25.14219801,121.506743,泉源里,11.22,住,NA,NA,1120729,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710226,83,2,2,1,有,無,NA,陽台外推；其他增建；,RPQNMLMKQHIGFEA77DA,57.62,0,11.76,有,804,2023/7/29,593,28.31681359,26.0889887,31.33221848,0,28.24902931,63000120039,0.069778406,0.347477605,109.62,450.8,44.14758267,34.9236641,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0,3,"c(121.506743012698, 25.142198011811)",臺北捷運新北投站_R22A,663.1850813,10525.8828,10521.40154,41,,
臺北市北投區知行路１９５號,10750000,104868,0,0,63000,北投區,房地(土地+建物),25.11944102,121.46592,關渡里,32.2,商,NA,NA,1120806,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750910,102.51,3,2,3,有,無,NA,陽台外推；頂樓加蓋；,RPTNMLTKQHIGFEA78DA,83.69,0,7.43,無,173,2023/8/6,594,32.71098127,29.43687885,37.82564646,0,40.2426644,63000120038,0.098868003,0.425693218,93.09,6395.77,48.44566712,32.44841815,0,0,0,0,1,1,0,0,0,0,10,6,0,2,1,1,2,2,0,12,"c(121.46591995911, 25.1194410189611)",臺北捷運關渡站_R25,545.9609466,9417.224987,9472.757008,37,,
臺北市北投區知行路２３７號,3221260,40226,0,0,63000,北投區,房地(土地+建物),25.12040498,121.466995,關渡里,20.04,住,NA,NA,1120801,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,680627,80.08,3,2,2,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLLKQHIGFEA97DA,66.98,0,13.1,無,NA,2023/8/1,595,28.01857102,26.50193386,30.52486779,52.69498972,22.97180438,63000120038,0.098868003,0.425693218,93.09,6395.77,48.44566712,32.44841815,0,0,0,0,1,1,0,0,0,0,10,6,0,2,1,1,2,3,0,12,"c(121.466995022011, 25.1204049797358)",臺北捷運關渡站_R25,433.0694875,9450.87269,9504.554238,44,,
臺北市北投區知行路２５５號,13880000,185710,18,1300000,63000,北投區,房地(土地+建物)+車位,25.12105001,121.46714,關渡里,13.27,住,NA,NA,1120715,土地1建物1車位1,八層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1000722,85.74,2,2,1,有,有,塔式車位,陽台外推；夾層；其他增建；,RPRPMLLJQHIGFEA87DA,38.23,2.54,4.3,有,NA,2023/7/15,596,32.83803174,30.01563828,36.17424657,0,17.26811869,63000120038,0.098868003,0.425693218,93.09,6395.77,48.44566712,32.44841815,0,0,0,0,1,1,0,0,0,0,13,7,0,2,1,1,2,2,0,15,"c(121.467140028936, 25.1210500090947)",臺北捷運關渡站_R25,362.9643931,9504.421779,9557.482532,12,,
臺北市北投區知行路３１６巷２１弄４號,4700000,49271,0,0,63000,北投區,房地(土地+建物),25.12257501,121.468408,關渡里,27.03,住,NA,NA,1120714,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730905,95.39,3,1,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPSOMLQKQHIGFEA48DA,78.61,0,9.53,無,NA,2023/7/14,597,32.21277563,28.84837593,36.02778582,0,26.92659132,63000120038,0.098868003,0.425693218,93.09,6395.77,48.44566712,32.44841815,0,0,0,0,1,1,0,0,0,0,15,7,0,2,1,1,2,1,0,17,"c(121.46840795943, 25.1225750125584)",臺北捷運關渡站_R25,253.5261225,9585.246604,9635.865039,39,,
臺北市北投區石牌路一段１６６巷２６號,20600000,254516,12.73,2000000,63000,北投區,房地(土地+建物)+車位,25.11402484,121.5137351,榮光里,15.38,住,NA,NA,1120708,土地1建物1車位1,四層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1030911,85.81,2,2,2,有,有,塔式車位,陽台外推；夾層；其他增建；,RPWNMLRLPHIGFEA88DA,40.62,0,4.25,有,NA,2023/7/8,598,32.97975077,30.67486988,36.21093132,0,59.6329452,63000120005,0.118482647,0.469733656,90.61,52213.54,57.68434133,28.31400165,0,0,0,0,0,0,0,0,0,0,33,61,0,13,1,3,2,3,0,35,"c(121.513735062166, 25.1140248441237)",臺北捷運石牌站_R19,183.8278965,7368.997052,7357.211445,9,,
臺北市北投區石牌路一段３９巷１３０號,23580000,196943,0,0,63000,北投區,房地(土地+建物),25.11745311,121.5098795,吉利里,40.06,住,NA,NA,1120723,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,631106,119.73,3,2,1,有,無,NA,陽台外推；其他增建；,RPSNMLTKQHIGFEA68DA,119.73,0,0,無,NA,2023/7/23,599,30.32362799,28.62414853,34.58344693,0,33.26792159,63000120013,0.143026405,0.513202437,86.12,41458.21,57.06874188,27.71292693,0,0,0,0,0,0,0,0,0,0,32,40,0,9,0,3,2,2,0,34,"c(121.509879509751, 25.1174531065615)",臺北捷運唭哩岸站_R20,511.7501255,7768.325013,7762.797739,49,,
臺北市北投區石牌路二段３１５巷３４弄３號,32000000,169978,37.48,0,63000,北投區,房地(土地+建物)+車位,25.12393452,121.5225531,永欣里,38.69,住,NA,NA,1120717,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040804,188.26,3,2,2,有,有,坡道平面,NA,RPROMLLLPHIGFEA97EA,89.78,9.15,7.07,有,NA,2023/7/17,601,31.33999351,29.19454149,34.68545076,0.37099953,27.65325737,63000120010,0.21493881,0.659164439,83.88,11739.89,56.70256219,31.99034533,0,0,0,0,0,0,0,0,0,0,9,6,0,0,0,0,1,1,0,10,"c(121.522553126105, 25.1239345153439)",臺北捷運石牌站_R19,1236.036708,8492.105828,8466.238725,8,,
臺北市北投區石牌路二段３１５巷３４弄３２號,12500000,246208,17.38,0,63000,北投區,房地(土地+建物)+車位,25.12297902,121.523318,永欣里,8.62,住,NA,NA,1120709,土地1建物1車位1,一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1080121,50.77,1,1,1,有,有,塔式車位,夾層；其他增建；,RPVOMLRJQHIGFEA78DA,18.79,0,0,有,752,2023/7/9,602,31.77822629,29.05861086,35.4830322,0,60.59808869,63000120010,0.21493881,0.659164439,83.88,11739.89,56.70256219,31.99034533,0,0,0,0,0,0,0,0,0,0,12,11,0,0,0,0,1,1,0,13,"c(121.52331797477, 25.1229790202915)",臺北捷運石牌站_R19,1204.03196,8393.328664,8366.176098,4,,
臺北市北投區稻香路１３５巷９號,11000000,102221,0,0,63000,北投區,房地(土地+建物),25.14210501,121.48978,稻香里,35.82,住,NA,NA,1120805,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,701214,107.61,3,2,1,有,無,NA,NA,RPSNMLTLQHIGFEA78DA,97.38,0,10.23,無,NA,2023/8/5,603,30.36397966,28.54945395,32.39356117,0.991042525,30.93747905,63000120035,0.109583502,0.437323089,94.51,4961.9,41.25984251,29.81627296,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,2,"c(121.489779968508, 25.1421050145952)",臺北捷運復興崗站_R23,660.4301929,10798.13152,10814.1707,42,,
臺北市北投區稻香路１６０號,39370000,142788,55.18,4000000,63000,北投區,房地(土地+建物)+車位,25.143518,121.4889189,稻香里,78.23,住,NA,NA,1120726,土地1建物1車位2,四層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1060815,302.89,4,2,3,有,有,坡道平面,NA,RPTOMLLLQHIGFEA18DA,143.96,7.04,15.95,有,799,2023/7/26,604,29.07191187,27.06704039,30.42658413,15.09693773,16.8617622,63000120035,0.109583502,0.437323089,94.51,4961.9,41.25984251,29.81627296,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,"c(121.488918904828, 25.1435180024648)",臺北捷運復興崗站_R23,738.0854886,10971.11309,10987.68357,6,,
臺北市北投區稻香路１６１巷１７號,16300000,158038,0,0,63000,北投區,房地(土地+建物),25.14159301,121.487639,稻香里,17.81,住,NA,NA,1120714,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,990204,103.14,3,2,2,有,有,NA,陽台外推；其他增建；,RPPRMLKLPHIGFEA87DA,56.87,5.29,9.04,有,NA,2023/7/14,605,31.87693848,28.88793016,35.2849194,0,24.99830024,63000120035,0.109583502,0.437323089,94.51,4961.9,41.25984251,29.81627296,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,7,"c(121.48763897898, 25.1415930060398)",臺北捷運復興崗站_R23,489.1672618,10797.71568,10816.4127,13,,
臺北市北投區立農街二段２７９號,17500000,206368,0,0,63000,北投區,房地(土地+建物),25.11883002,121.515356,永明里,20.97,住,NA,NA,1120728,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,671117,84.8,5,2,2,有,無,NA,陽台外推；頂樓加蓋；其他增建；,RPRNMLSJQHIGFEA38DA,69.43,0,15.37,無,728,2023/7/28,609,29.92014048,28.77579474,31.2854853,0,31.50274555,63000120011,0.148961854,0.531868663,87.77,44298.14,56.82242989,29.0342679,0,1,0,0,0,2,0,0,0,0,23,24,0,6,1,3,1,0,0,24,"c(121.515356004944, 25.1188300201291)",臺北捷運石牌站_R19,424.4973281,7898.646935,7883.875296,45,,
臺北市北投區紗帽路１１６號,10000000,114025,0,0,63000,北投區,房地(土地+建物),25.15086498,121.547167,湖山里,8.96,都市：其他:陽明山國家公園區(請逕向陽明山國家公園管理處申請)。,NA,NA,1120813,土地1建物1車位0,十層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670114,87.7,1,2,2,有,有,NA,NA,RPRPMLLLQHIGFEA08DA,64.79,0,6.6,有,79,2023/8/13,611,25.35206736,22.58448119,29.10803569,0,32.84803997,63000120040,0.071895425,0.339143065,116.15,392.16,56.09756092,46.02332975,0,0,0,0,0,1,0,0,0,0,3,0,0,0,1,1,0,0,0,3,"c(121.547167003875, 25.1508649835134)",臺北捷運新北投站_R22A,4666.36989,11688.11657,11829.07672,45,,
臺北市北投區義方街１號,38880000,142742,53.34,0,63000,北投區,房地(土地+建物)+車位,25.14070398,121.5026,開明里,55.92,住,NA,NA,1120724,土地1建物1車位2,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010427,272.38,4,2,2,有,有,坡道機械,NA,RPTOMLLJRHIGFEA08DA,121,16.94,12.6,有,NA,2023/7/24,612,29.41844228,26.21895134,32.75092885,0,20.72210563,63000120029,0.11889058,0.470319635,89.8,15840.65,44.84930273,32.99595141,0,0,0,0,0,0,0,0,0,0,21,14,0,4,1,0,1,4,5,22,"c(121.502600005596, 25.1407039794795)",臺北捷運新北投站_R22A,418.2608544,10405.81136,10406.7114,11,,
臺北市北投區自強街１８０巷４號,7210000,137255,0,0,63000,北投區,房地(土地+建物),25.11089701,121.517355,石牌里,14.4,商,NA,NA,1120719,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,700314,52.53,3,2,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPVNMLLMQHIGFEA48EA,44.08,0,8.46,無,NA,2023/7/19,614,30.13569446,27.72301805,34.34217526,32.21146344,40.55765863,63000120003,0.128026906,0.473542601,88.77,45161.33,52.24977042,36.51668196,1,0,0,0,0,0,0,0,0,0,27,51,0,12,0,1,2,2,0,29,"c(121.517355005032, 25.1108970097783)",臺北捷運明德站_R18,254.6622081,7021.818183,7003.548029,42,,
臺北市北投區行義路１３０巷２４號,28350000,131323,0,2500000,63000,北投區,房地(土地+建物)+車位,25.12990599,121.530545,永和里,92.04,住,NA,NA,1120709,土地1建物1車位1,三層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,951011,215.88,3,2,2,有,無,坡道平面,其他增建；,RPWQMLLJQHIGFEA48DA,119.17,0,11.06,有,565,2023/7/9,616,31.07044489,28.1167111,34.91831063,0,58.19695926,63000120009,0.150488998,0.553422983,89.25,5718.1,53.74592833,33.22475569,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,2,0,7,"c(121.530545019326, 25.1299059927137)",臺北捷運石牌站_R19,2262.207496,9247.35544,9211.167616,17,,
臺北市北投區行義路１４２之５號,7400000,114889,0,0,63000,北投區,房地(土地+建物),25.129857,121.528211,永和里,10.35,都市：其他:第二種住宅區。,NA,NA,1120815,土地2建物1車位0,一層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701120,64.41,1,2,1,有,有,NA,NA,RPXNMLOKQHIGFEA68DA,45.34,4.56,0,有,NA,2023/8/15,617,32.08399985,28.70279761,36.38457294,0,35.02050679,63000120009,0.150488998,0.553422983,89.25,5718.1,53.74592833,33.22475569,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,6,"c(121.528210994568, 25.1298570004897)",臺北捷運石牌站_R19,2104.072623,9206.803464,9173.770744,42,,
臺北市北投區裕民六路１１４巷２７之２號,15680000,185343,0,0,63000,北投區,房地(土地+建物),25.11442902,121.518396,裕民里,23.95,住,NA,NA,1120731,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,661117,84.6,2,2,1,有,無,NA,NA,RPSOMLKKQHIGFEA87DA,63.7,0,14.3,無,NA,2023/7/31,620,29.94239985,27.99847439,32.45848864,0,23.52124983,63000120007,0.141521834,0.527238207,87.11,44068.06,53.62831857,34.65093411,1,1,0,0,1,2,0,0,0,0,27,45,0,12,1,2,2,0,0,29,"c(121.518396037406, 25.1144290180478)",臺北捷運石牌站_R19,327.4753909,7416.043254,7396.051015,46,,
