Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE
NN,0.1,20540950.0,1234296.875,0.3279779553413391,45.01504600048065
NN,0.25,17687266.0,2126734.0,0.4501118063926697,30.35130202770233
NN,0.5,12114220.0,2850554.0,0.5216301083564758,25.56319832801819
NN,0.75,28543008.0,3323176.0,0.4681931734085083,30.85722029209137
NN,0.9,98055920.0,3414231.5,0.27518171072006226,73.55856895446777
NN,mean,14706478.0,,,24.958619475364685
NN,Total,,12948992.375,,
