Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE,Execution_Time
DNN_Fold_1,0.1,8.68812370300293,0.7897982001304626,0.44140738248825073,37.0183140039444,
DNN_Fold_1,0.25,5.568421363830566,1.2632426023483276,0.5616384148597717,23.56310784816742,
DNN_Fold_1,0.5,4.422443389892578,1.476224660873413,0.6437007486820221,17.071351408958435,
DNN_Fold_1,0.75,4.813173294067383,1.226481318473816,0.6803954839706421,19.664476811885834,
DNN_Fold_1,0.9,6.277515888214111,0.7149875164031982,0.6885267496109009,25.910884141921997,
DNN_Fold_1,mean,4.907557964324951,,,18.47989410161972,
DNN_Fold_1,Total,,5.4707342982292175,,,
DNN_Fold_2,0.1,8.246284484863281,0.9176313281059265,0.35504043102264404,39.44450318813324,
DNN_Fold_2,0.25,5.8386664390563965,1.3907545804977417,0.5143826305866241,25.190800428390503,
DNN_Fold_2,0.5,5.035515785217285,1.5932981967926025,0.6054240167140961,18.931104242801666,
DNN_Fold_2,0.75,5.572073936462402,1.2041022777557373,0.675266832113266,20.939823985099792,
DNN_Fold_2,0.9,7.157876014709473,0.7126111388206482,0.678901195526123,27.30301320552826,
DNN_Fold_2,mean,5.570899963378906,,,21.535150706768036,
DNN_Fold_2,Total,,5.818397521972656,,,
DNN_Fold_3,0.1,8.053123474121094,0.8619875311851501,0.38700228929519653,36.57379150390625,
DNN_Fold_3,0.25,5.558806896209717,1.3626086711883545,0.5294806063175201,23.030351102352142,
DNN_Fold_3,0.5,4.811961650848389,1.547494888305664,0.6293338239192963,17.30436086654663,
DNN_Fold_3,0.75,5.9419264793396,1.333957552909851,0.6413170397281647,20.736394822597504,
DNN_Fold_3,0.9,6.852985858917236,0.7256414890289307,0.6745849251747131,25.518539547920227,
DNN_Fold_3,mean,4.98935604095459,,,18.805673718452454,
DNN_Fold_3,Total,,5.83169013261795,,,
DNN_Fold_4,0.1,7.749305248260498,0.8685169219970703,0.36421656608581543,36.31318211555481,
DNN_Fold_4,0.25,5.6507887840271,1.3544896841049194,0.5197387337684631,21.591274440288544,
DNN_Fold_4,0.5,6.045183181762695,1.6111626625061035,0.6028067171573639,18.454863131046295,
DNN_Fold_4,0.75,6.132925510406494,1.2665334939956665,0.6627899408340454,20.341375470161438,
DNN_Fold_4,0.9,8.584333419799805,0.745704710483551,0.6794249415397644,27.214962244033813,
DNN_Fold_4,mean,5.449194431304932,,,19.464969635009766,
DNN_Fold_4,Total,,5.846407473087311,,,
DNN_Fold_5,0.1,7.614297389984131,0.9292986392974854,0.33361971378326416,36.72422170639038,
DNN_Fold_5,0.25,5.786400318145752,1.3596619367599487,0.5064840316772461,25.459429621696472,
DNN_Fold_5,0.5,4.8462443351745605,1.559262990951538,0.6017733812332153,19.10417228937149,
DNN_Fold_5,0.75,6.010759353637695,1.1997650861740112,0.6735834777355194,22.075243294239044,
DNN_Fold_5,0.9,7.239160060882568,0.6830317974090576,0.7050850689411163,30.075514316558838,
DNN_Fold_5,mean,4.946866512298584,,,19.467923045158386,
DNN_Fold_5,Total,,5.731020450592041,,,
DNN_Train_70_OOF,0.1,8.079316139221191,0.8734312057495117,0.37656116485595703,37.21493482589722,4h 51m 6.13s
DNN_Train_70_OOF,0.25,5.681722640991211,1.3461477756500244,0.5268781781196594,23.76652956008911,4h 51m 6.13s
DNN_Train_70_OOF,0.5,5.061672687530518,1.5574883222579956,0.6170899868011475,18.172916769981384,4h 51m 6.13s
DNN_Train_70_OOF,0.75,5.714164733886719,1.2461806535720825,0.6670649647712708,20.751100778579712,4h 51m 6.13s
DNN_Train_70_OOF,0.9,7.262265205383301,0.7164044380187988,0.6858749985694885,27.203798294067383,4h 51m 6.13s
DNN_Train_70_OOF,mean,5.180370330810547,,,19.55074518918991,4h 51m 6.13s
DNN_Train_70_OOF,Total,,5.739652395248413,,,4h 51m 6.13s
