Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE,Execution_Time
CNN_Fold_1,0.1,10.325634002685547,0.9192743301391602,0.349834144115448,51.33751630783081,
CNN_Fold_1,0.25,6.006879806518555,1.3270844221115112,0.5394844710826874,23.359133303165436,
CNN_Fold_1,0.5,4.766131401062012,1.631673812866211,0.6061817705631256,18.854111433029175,
CNN_Fold_1,0.75,5.200423717498779,1.3923531770706177,0.6371715366840363,20.624467730522156,
CNN_Fold_1,0.9,8.04716968536377,0.8267762064933777,0.6398277282714844,33.55831205844879,
CNN_Fold_1,mean,5.799773216247559,,,23.209276795387268,
CNN_Fold_1,Total,,6.097161948680878,,,
CNN_Fold_2,0.1,9.487883567810059,1.0046111345291138,0.29390645027160645,42.68934726715088,
CNN_Fold_2,0.25,6.313868999481201,1.5468230247497559,0.45988738536834717,24.8060941696167,
CNN_Fold_2,0.5,5.32999324798584,1.7509710788726807,0.5663767755031586,20.264945924282074,
CNN_Fold_2,0.75,6.808710098266602,1.4619444608688354,0.6057296395301819,26.60444974899292,
CNN_Fold_2,0.9,8.247211456298828,0.9095826148986816,0.5901468992233276,34.18528437614441,
CNN_Fold_2,mean,5.700459003448486,,,21.283404529094696,
CNN_Fold_2,Total,,6.673932313919067,,,
CNN_Fold_3,0.1,10.398334503173828,0.9471226930618286,0.3264588713645935,50.48110485076904,
CNN_Fold_3,0.25,6.665459156036377,1.4597340822219849,0.4959424138069153,26.392289996147156,
CNN_Fold_3,0.5,5.030452251434326,1.7065836191177368,0.5912278592586517,19.159069657325745,
CNN_Fold_3,0.75,6.848312854766846,1.5170577764511108,0.5920838713645935,27.41096317768097,
CNN_Fold_3,0.9,7.4825439453125,0.8628523945808411,0.613052487373352,29.875358939170837,
CNN_Fold_3,mean,5.386984825134277,,,19.744260609149933,
CNN_Fold_3,Total,,6.493350565433502,,,
CNN_Fold_4,0.1,9.53119945526123,0.93390953540802,0.3163469433784485,41.100677847862244,
CNN_Fold_4,0.25,6.888922214508057,1.5833534002304077,0.4385905861854553,25.326022505760193,
CNN_Fold_4,0.5,5.921183109283447,1.8599907159805298,0.5414641499519348,21.32512927055359,
CNN_Fold_4,0.75,6.861746311187744,1.3941584825515747,0.6288102269172668,25.759273767471313,
CNN_Fold_4,0.9,9.024956703186035,0.8123233318328857,0.6507859230041504,34.856030344963074,
CNN_Fold_4,mean,6.265966415405273,,,22.310800850391388,
CNN_Fold_4,Total,,6.583735466003418,,,
CNN_Fold_5,0.1,8.113390922546387,0.9328095316886902,0.3311021327972412,35.87518036365509,
CNN_Fold_5,0.25,6.062782287597656,1.5026538372039795,0.4545823335647583,24.543969333171844,
CNN_Fold_5,0.5,5.098546028137207,1.6869075298309326,0.5691736936569214,20.071566104888916,
CNN_Fold_5,0.75,6.088927268981934,1.4250564575195312,0.6122891306877136,26.861748099327087,
CNN_Fold_5,0.9,8.144561767578125,0.8136390447616577,0.6486923098564148,35.535889863967896,
CNN_Fold_5,mean,5.514859676361084,,,22.213786840438843,
CNN_Fold_5,Total,,6.361066401004791,,,
CNN_Train_70_OOF,0.1,9.606986999511719,0.9475494623184204,0.32365691661834717,44.29906606674194,7h 41m 7.75s
CNN_Train_70_OOF,0.25,6.396814346313477,1.4839246273040771,0.4784546494483948,24.885596334934235,7h 41m 7.75s
CNN_Train_70_OOF,0.5,5.243813991546631,1.7272363901138306,0.5753572583198547,19.93492841720581,7h 41m 7.75s
CNN_Train_70_OOF,0.75,6.394781112670898,1.4381176233291626,0.615786224603653,25.451797246932983,7h 41m 7.75s
CNN_Train_70_OOF,0.9,8.204230308532715,0.8450433015823364,0.6294701397418976,33.60164761543274,7h 41m 7.75s
CNN_Train_70_OOF,mean,5.741632461547852,,,21.75217866897583,7h 41m 7.75s
CNN_Train_70_OOF,Total,,6.441871404647827,,,7h 41m 7.75s
