Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE,Execution_Time
RF_Fold_1,0.1,7.123361277734664,0.738321383688625,0.4778149026106141,33.74101095745585,
RF_Fold_1,0.25,5.514171040898742,1.2377391725097264,0.5704884369703507,23.859743312358862,
RF_Fold_1,0.5,4.303131792084302,1.4234250402543533,0.6564443641889917,16.647960576319996,
RF_Fold_1,0.75,4.923329374700209,1.1905493366144342,0.6897588959604977,21.783652761776672,
RF_Fold_1,0.9,7.089532654812938,0.7575782602451344,0.6699727464669296,32.51736276209765,
RF_Fold_1,mean,4.565423949171183,,,17.883972836946953,
RF_Fold_1,Total,,5.347613193312273,,,
RF_Fold_2,0.1,7.708156249583486,0.9136347146072541,0.3578494415957013,36.596870380723985,
RF_Fold_2,0.25,5.9574692216241925,1.3864706471202999,0.5158784980207888,24.61486165790089,
RF_Fold_2,0.5,4.974667643453767,1.569253810191432,0.6113785670016987,18.547456502221195,
RF_Fold_2,0.75,5.563713522797541,1.230724715114758,0.668087055296856,20.90433213668828,
RF_Fold_2,0.9,7.758675725538549,0.7444855084652443,0.6645387880414826,29.964843680305968,
RF_Fold_2,mean,5.166809749727879,,,19.374216356323977,
RF_Fold_2,Total,,5.844569395498988,,,
RF_Fold_3,0.1,7.155253676773312,0.9017807138799465,0.35870365959372863,30.043977933330574,
RF_Fold_3,0.25,5.747695470045937,1.416651213331659,0.5108193126616749,22.25731121421098,
RF_Fold_3,0.5,4.728558923985726,1.5429057888404634,0.6304330216426193,17.283123168694146,
RF_Fold_3,0.75,5.478112308387199,1.2362068708038596,0.6676008406421765,20.58700068232931,
RF_Fold_3,0.9,6.7825160431059555,0.7407006253992564,0.6678316093056706,26.61475645908316,
RF_Fold_3,mean,4.968021139452446,,,18.34152997283124,
RF_Fold_3,Total,,5.838245212255185,,,
RF_Fold_4,0.1,7.320049949683743,0.8949683059736596,0.3448532458878306,32.78571293818905,
RF_Fold_4,0.25,6.0533057183919485,1.4354666526919044,0.49102679742054334,24.214849986368932,
RF_Fold_4,0.5,4.991006438625172,1.6021912675632664,0.6050183966483006,18.497281972337895,
RF_Fold_4,0.75,5.466593606093587,1.3227583612359797,0.6478202756766422,21.134727605129015,
RF_Fold_4,0.9,7.286951144739022,0.7584864959862212,0.6739301131073512,29.738007860503814,
RF_Fold_4,mean,5.283494243310447,,,19.66677596024805,
RF_Fold_4,Total,,6.013871083451032,,,
RF_Fold_5,0.1,6.80039578494629,0.8923101022525652,0.36014334558048733,32.0053328075819,
RF_Fold_5,0.25,5.508736484066577,1.3631854987285112,0.5052051123256884,23.483916644330364,
RF_Fold_5,0.5,4.692098885995601,1.5389201519716487,0.6069687909495026,18.715681050446626,
RF_Fold_5,0.75,5.297212398190778,1.195754651765387,0.6746746018892289,21.50934472347931,
RF_Fold_5,0.9,6.989035843113666,0.7176629683790217,0.69013224576015,29.462772811027488,
RF_Fold_5,mean,4.830613556205706,,,19.118884501470585,
RF_Fold_5,Total,,5.7078333730971345,,,
RandomForest_Train_70_OOF,0.1,7.2276179368197555,0.8681964556523772,0.38029761869642587,33.03486229566612,28.18 分鐘
RandomForest_Train_70_OOF,0.25,5.76066126852187,1.3679039260642167,0.5192316846038261,23.686191829478037,28.18 分鐘
RandomForest_Train_70_OOF,0.5,4.744473485932639,1.5353382330978738,0.6225355971652548,17.93808819694017,28.18 分鐘
RandomForest_Train_70_OOF,0.75,5.3506761685678645,1.2352095671384062,0.6699960561250782,21.18372261409107,28.18 分鐘
RandomForest_Train_70_OOF,0.9,7.189036082113141,0.7437899102036709,0.6738671736030887,29.659602493205302,28.18 分鐘
RandomForest_Train_70_OOF,mean,4.9693510446303035,,,18.87700983959097,28.18 分鐘
RandomForest_Train_70_OOF,Total,,5.7504380921565454,,,28.18 分鐘
