Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE
DNN,0.1,24448980.0,1414298.5,0.22997474670410156,56.19843602180481
DNN,0.25,18114678.0,2265136.0,0.41432660818099976,33.093494176864624
DNN,0.5,14604678.0,3138336.0,0.4733355641365051,27.22870111465454
DNN,0.75,12474130.0,2431237.75,0.6109297871589661,29.35320734977722
DNN,0.9,26126636.0,1600624.0,0.6601983308792114,42.56443679332733
DNN,mean,18100958.0,,,28.71936559677124
DNN,Total,,10849632.25,,
