Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE,Execution_Time
NN_Fold_1,0.1,7.780553817749023,0.7909660339355469,0.44058144092559814,38.32930326461792,
NN_Fold_1,0.25,5.30520486831665,1.2170894145965576,0.5776541531085968,21.66636288166046,
NN_Fold_1,0.5,4.556228160858154,1.5210480690002441,0.6328822374343872,17.55608171224594,
NN_Fold_1,0.75,4.987923622131348,1.1786741018295288,0.6928534209728241,20.310144126415253,
NN_Fold_1,0.9,6.974049091339111,0.7108952403068542,0.6903094947338104,28.63345444202423,
NN_Fold_1,mean,4.60152530670166,,,17.86581724882126,
NN_Fold_1,Total,,5.418672859668732,,,
NN_Fold_2,0.1,7.266375541687012,0.9263759255409241,0.34889423847198486,33.616822957992554,
NN_Fold_2,0.25,5.739995956420898,1.414255976676941,0.5061765313148499,22.9719340801239,
NN_Fold_2,0.5,5.062388896942139,1.5971542596817017,0.6044690907001495,18.849991261959076,
NN_Fold_2,0.75,5.771087646484375,1.274667739868164,0.6562361121177673,21.7480331659317,
NN_Fold_2,0.9,7.6624603271484375,0.7397621870040894,0.6666670739650726,29.39346432685852,
NN_Fold_2,mean,5.132049560546875,,,20.44483870267868,
NN_Fold_2,Total,,5.95221608877182,,,
NN_Fold_3,0.1,8.133280754089355,0.8479877710342407,0.3969581723213196,36.64786219596863,
NN_Fold_3,0.25,5.541982650756836,1.3347315788269043,0.5391067862510681,22.459203004837036,
NN_Fold_3,0.5,4.779656887054443,1.5630977153778076,0.6255965530872345,17.61925220489502,
NN_Fold_3,0.75,5.279508590698242,1.2299649715423584,0.6692792177200317,20.68418860435486,
NN_Fold_3,0.9,8.198988914489746,0.7494931221008301,0.6638886332511902,31.96551501750946,
NN_Fold_3,mean,4.993351936340332,,,18.788988888263702,
NN_Fold_3,Total,,5.725275158882141,,,
NN_Fold_4,0.1,8.298846244812012,0.9253141283988953,0.3226391077041626,37.3699426651001,
NN_Fold_4,0.25,6.137646198272705,1.4163827896118164,0.4977933168411255,24.397043883800507,
NN_Fold_4,0.5,6.188050746917725,1.6309400796890259,0.5979310572147369,18.608830869197845,
NN_Fold_4,0.75,6.801860332489014,1.320479154586792,0.6484270989894867,22.54384309053421,
NN_Fold_4,0.9,8.320672988891602,0.7430471777915955,0.6805674135684967,28.1686931848526,
NN_Fold_4,mean,6.301426410675049,,,19.81862187385559,
NN_Fold_4,Total,,6.036163330078125,,,
NN_Fold_5,0.1,8.000332832336426,0.9377881288528442,0.3275320529937744,37.22180128097534,
NN_Fold_5,0.25,5.560295104980469,1.3604761362075806,0.5061885118484497,23.892660439014435,
NN_Fold_5,0.5,4.93756628036499,1.6157325506210327,0.587351381778717,19.52378898859024,
NN_Fold_5,0.75,5.695560455322266,1.228271484375,0.6658278107643127,23.84498417377472,
NN_Fold_5,0.9,7.423890113830566,0.7357540130615234,0.6823210120201111,32.40051567554474,
NN_Fold_5,mean,5.056070804595947,,,20.104174315929413,
NN_Fold_5,Total,,5.878022313117981,,,
NN_Train_70_OOF,0.1,7.9039435386657715,0.8856721520423889,0.3678237795829773,36.63698732852936,3h 20m 23.79s
NN_Train_70_OOF,0.25,5.663841247558594,1.3485839366912842,0.5260219573974609,23.07721972465515,3h 20m 23.79s
NN_Train_70_OOF,0.5,5.136270523071289,1.5855863094329834,0.6101820766925812,18.431289494037628,3h 20m 23.79s
NN_Train_70_OOF,0.75,5.740443706512451,1.246416449546814,0.6670019626617432,21.8256875872612,3h 20m 23.79s
NN_Train_70_OOF,0.9,7.732117652893066,0.7357903122901917,0.6773747801780701,30.111700296401978,3h 20m 23.79s
NN_Train_70_OOF,mean,5.248239040374756,,,19.404296576976776,3h 20m 23.79s
NN_Train_70_OOF,Total,,5.802049160003662,,,3h 20m 23.79s
