土地位置建物門牌,緯度,經度,actual_price,xgboost_qmean,xgboost_q0.1,xgboost_q0.25,xgboost_q0.5,xgboost_q0.75,xgboost_q0.9,rf_qmean,rf_q0.1,rf_q0.25,rf_q0.5,rf_q0.75,rf_q0.9,lgb_qmean,lgb_q0.1,lgb_q0.25,lgb_q0.5,lgb_q0.75,lgb_q0.9,nn_qmean,nn_q0.1,nn_q0.25,nn_q0.5,nn_q0.75,nn_q0.9,dnn_qmean,dnn_q0.1,dnn_q0.25,dnn_q0.5,dnn_q0.75,dnn_q0.9,cnn_qmean,cnn_q0.1,cnn_q0.25,cnn_q0.5,cnn_q0.75,cnn_q0.9,Ensemble_qmean,Ensemble_q0.1,Ensemble_q0.25,Ensemble_q0.5,Ensemble_q0.75,Ensemble_q0.9
臺北市內湖區內湖路三段３５９之６號,25.08929161,121.5837309,28980000.000000004,34224410.0,24961960.0,29121766.0,34110560.0,37711676.0,58097330.0,32875208.84994472,28856806.148235507,30002366.76712528,30239592.53284088,32879999.999999955,33551035.15506074,36239452.01005643,24513880.90831921,29329581.57935448,34567060.66025413,41088363.47309936,48789379.87433088,33856280.0,17891644.0,24623520.0,33621972.0,39112200.0,47993170.0,31983820.0,16145635.0,28059116.0,29929964.0,43723036.0,48804120.0,26479028.0,13079922.0,19865532.0,23188024.0,41587020.0,43799828.0,32609699.810000192,20908308.009425785,26833647.05774663,30942862.198849168,39350382.57884989,46839143.83823194
臺北市中正區臨沂街７１巷３１號五樓,25.03544999,121.530252,54879999.99999996,60266076.0,41916710.0,55612870.0,60534270.0,65132596.0,68202810.0,57484059.39498116,42094197.36786368,49755679.302097656,54879999.99999996,54879999.99999996,68415798.73424083,62579138.69089295,47158647.64420963,55458264.31412967,57622859.99874264,63652740.33782519,70225563.09662879,49436230.0,27608350.0,36354020.0,48730080.0,60818160.0,72092460.0,49600480.0,21727944.0,40774724.0,48348184.0,60275270.0,62662144.0,42479868.0,18324562.0,29792588.0,44621040.0,68085960.0,83949630.0,53640975.34764568,33138401.83534555,44624690.93603789,52456072.333123766,62140787.722970866,70924734.30514494
臺北市信義區忠孝東路五段４２３巷４弄２９號二樓,25.041449,121.576592,29499999.999999966,23324868.0,16860944.0,21140376.0,25240600.0,27373548.0,28272174.0,21842826.099939782,16441260.269068873,21113147.18425081,29165717.883001223,29499999.999999966,30160046.691484045,24871860.13943594,17723707.528973598,21124834.896780927,24755331.74597564,27257335.97543593,29224213.04110689,21602816.0,8577556.0,20151138.0,22188502.0,25812858.0,28827374.0,21039612.0,12556138.0,17004340.0,20442878.0,31724026.0,34240016.0,22246558.0,9768664.0,12848040.0,18924322.0,29041116.0,29738312.0,22488090.03989595,13654711.63300708,18896979.346838623,23452891.938162815,28451480.662572652,30077022.62209849
臺北市內湖區陽光街１６１巷１２之３７號,25.07457001,121.585052,12390000.000000004,13450128.0,9317698.0,12451512.0,13959670.0,15837458.0,17036934.0,12773007.374940958,9991887.174699368,11678378.485945022,12390000.000000004,14600000.000000011,17627440.519724198,14750750.196140973,11438413.874327008,12400044.272416009,13856741.20779906,14175608.214297865,15804363.328614753,12462014.0,6538174.0,9934788.0,13434796.0,15938946.0,18158324.0,13490852.0,8750087.0,9774740.0,13671921.0,20501488.0,29174304.0,14024173.0,6041214.0,9567541.0,11798280.0,19475576.0,24590948.0,13491820.76184699,8679579.008171061,10967833.959726838,13185234.701299844,16754846.035716312,20398718.974723157
臺北市萬華區武昌街二段７２號,25.044806,121.506211,7339999.999999994,10863158.0,7374203.0,8298847.0,12252462.0,16091526.0,21776692.0,12439574.111473829,7024010.549493849,7571873.205019849,7616147.111027522,9999999.999999996,18853905.960081182,11889139.39054523,7922499.493491085,8765639.81770882,12133355.382880293,16533012.655469028,22029812.072468456,11104598.0,8142082.5,10478747.0,10952180.0,16528644.0,19874816.0,11849158.0,5183928.5,9804634.0,12658359.0,14858460.0,28012540.0,11210493.0,6379187.5,8362157.0,10305197.0,17862490.0,18279112.0,11559353.417003177,7004318.590497489,8880316.337121444,10986283.415651303,15312355.442578172,21471146.33875827
臺北市內湖區星雲街１２５號十一樓,25.08042401,121.595661,63579999.999999896,60998344.0,44805852.0,52172756.0,59166856.0,63677100.0,63826176.0,59812606.07395744,48091629.0103893,57030032.32497572,61216165.47556892,63579999.999999896,65827760.447936215,60262832.88394525,46294989.029190905,55501294.35407709,62453677.82549851,66583238.04551008,66910868.738515146,43542530.0,20414822.0,31754598.0,41627096.0,54157310.0,67759620.0,43549750.0,25652902.0,36152524.0,44678950.0,57625204.0,65800256.0,45572770.0,15484635.0,28600364.0,39612664.0,66949120.0,90854856.0,52289805.49298378,33457471.5065967,43535261.4465088,51459234.88351124,62095328.67425167,70163256.19774188
臺北市信義區大道路５５號四樓,25.04145902,121.582306,14000000.000000007,17265728.0,12425534.0,14262938.0,15431270.0,18365010.0,19966234.0,15474549.405790811,13456835.177922498,13932365.750116948,14049911.031753108,15799999.999999998,18876711.638341308,17302578.998855494,13132956.824207049,14023425.256277367,14652262.843655936,19384767.089465957,21172826.30133187,17359906.0,6659096.0,15325733.0,16024634.0,18069704.0,20512558.0,16731646.0,10327097.0,14269550.0,15006763.0,22432632.0,26463528.0,15502337.0,8943002.0,11906656.0,14985340.0,25759642.0,37666892.0,16606124.234107718,10824086.833688257,13953444.667732386,15025030.145901507,19968625.848244328,24109791.6566122
臺北市大安區敦化南路一段２３６巷７號十一樓,25.04068298,121.547768,80880000.00000004,70670570.0,42814348.0,63866120.0,65641184.0,76428550.0,80959470.0,65946350.90890487,47154878.97641592,57747879.29926866,78948421.17347556,80880000.00000004,80880000.00000004,73571077.4628397,42091575.54787394,56555475.89702227,76678010.20506358,80086975.04556023,81928210.79958548,54005884.0,27878540.0,42289324.0,59016170.0,70703736.0,92077620.0,58584492.0,23233356.0,45454790.0,57498176.0,71497470.0,76914210.0,67665464.0,29525408.0,48528340.0,76312310.0,96631330.0,101188640.0,65073973.06195743,35449684.420714974,52406988.19938183,69015711.89642319,79371343.50759338,85658025.13326426
臺北市大同區民權西路１５３號十樓之５,25.06314501,121.516434,10800000.0,10465125.0,9293931.0,10030235.0,10030293.0,10677945.0,12988906.0,9732064.082791068,8325212.018455622,9848843.72015241,10800000.0,10800000.0,12687132.298755838,11578645.61285758,9107864.247769753,10191841.429998944,10657368.236425376,10664476.341414647,12153184.40503436,10242726.0,4766276.5,8148755.0,11164892.0,14689808.0,15022944.0,10346912.0,8895063.0,10332792.0,10446498.0,14119238.0,30113432.0,13519857.0,6580912.5,10623866.0,13034397.0,21252688.0,28198124.0,10980888.282608109,7828209.877704229,9862722.191691892,11022241.372737562,13700692.55690244,18527287.11729837
臺北市內湖區民權東路六段９０巷２５弄１７號三樓,25.06707001,121.586583,16000000.000000026,14797287.0,10229469.0,13832580.0,15953667.0,16628947.0,19745066.0,15755206.764700668,11543575.268778916,13897633.18936383,15899685.531501194,16000000.000000026,19164419.7193324,15633163.408577256,10889314.42239109,14753452.633019116,15955062.254529873,17828812.187999222,18020964.057654623,14618478.0,7342624.0,14311362.0,15421148.0,16767746.0,19940848.0,13319266.0,7180006.0,11819994.0,15061504.0,19837588.0,28058044.0,15608077.0,7839205.0,10290525.0,13455491.0,21148402.0,21598284.0,14955246.362212986,9170698.948528334,13150924.470397158,15291092.964338511,18035249.197999876,21087937.629497837
臺北市內湖區文湖街２１巷９４弄８號五樓,25.09032698,121.560749,19000000.00000001,15837065.0,13230117.0,16922190.0,18267088.0,19015138.0,21088264.0,17722267.591439135,12635570.026472002,17561311.236819852,19000000.00000001,19000000.00000001,21796013.94655557,17199812.238900222,11525000.42754048,16172999.821941176,18820818.138385784,19609294.93262201,23000450.75886868,17379188.0,7049302.0,16784386.0,17776704.0,20681958.0,26235360.0,15779595.0,10358582.0,16108446.0,16824226.0,27057010.0,34058550.0,16507566.0,9335042.0,12140221.0,14373652.0,25919424.0,30838842.0,16737582.305056559,10688935.575668747,15948259.009793505,17510414.68973097,21880470.82210367,26169580.11757071
臺北市北投區杏林二路５７號五樓,25.14228598,121.497106,8499999.999999998,9517053.0,7563078.5,8224258.5,9654118.0,11526798.0,13445127.0,10805815.605909647,7667364.206330387,8404944.57646297,8821054.100038165,9999999.999999996,13858208.119669585,8595852.432871824,8083615.802762037,8310549.930864657,8501739.60011851,11298715.258837368,12661385.551276544,11879753.0,4578274.5,10367437.0,12182321.0,13584893.0,16090145.0,11612175.0,6242072.0,10395714.0,11601150.0,17517132.0,26194360.0,10685768.0,6084962.0,8043066.0,10101425.0,17300276.0,23100220.0,10516069.506463578,6703227.834848736,8957661.66788794,10143634.61669278,13537969.043139562,17558240.945157688
臺北市萬華區環河南路二段１４８巷１４號五樓,25.03622201,121.494462,5179999.999999996,7156496.0,5293527.5,6372171.0,7310455.0,7731570.5,10777695.0,6637670.382141268,4336475.123878372,4874878.5645545125,5179999.999999996,5250000.0,9468883.792675408,5762749.059068264,4993868.431696881,5520022.964414478,7069364.50366597,7413741.071342178,8635743.830141434,5925768.0,2863533.0,6424825.0,7029699.0,8166368.5,9589958.0,5493505.5,2577537.2,4120343.0,7182122.0,8485106.0,15544262.0,6895034.0,4227030.0,5424292.5,6972007.0,12007689.0,13695907.0,6311870.490201589,4048661.8759292085,5456088.838161498,6790607.917277661,8175745.845223696,11285408.270469472
臺北市大安區樂業街１６９巷５２號四樓,25.020388,121.555521,22000000.000000007,18932986.0,15965996.0,18284936.0,21107982.0,21973332.0,23141764.0,19956136.6966136,16065536.778689267,17979120.79051915,21833918.570246693,22000000.000000007,22982254.85917325,19066442.78397705,17499731.224686604,18777874.984385908,21189764.598432787,21795330.446988814,21986750.9042292,20769876.0,8321894.0,19272704.0,19923512.0,22687322.0,26632552.0,20410268.0,10555133.0,17116668.0,19680320.0,27780076.0,34091176.0,16481265.0,9991036.0,13904662.0,17596528.0,29865924.0,39617950.0,19269495.746765107,13066554.500562645,17555994.29581751,20222004.194779914,24350330.741164804,28075407.960567076
