土地位置建物門牌,緯度,經度,actual_price,xgboost_qmean,xgboost_q0.1,xgboost_q0.25,xgboost_q0.5,xgboost_q0.75,xgboost_q0.9,rf_qmean,rf_q0.1,rf_q0.25,rf_q0.5,rf_q0.75,rf_q0.9,lgb_qmean,lgb_q0.1,lgb_q0.25,lgb_q0.5,lgb_q0.75,lgb_q0.9,nn_qmean,nn_q0.1,nn_q0.25,nn_q0.5,nn_q0.75,nn_q0.9
臺北市內湖區民權東路六段９０巷２５弄１７號三樓,25.06707001,121.586583,16000000.000000000,15748325.0,11961400.0,15798508.0,15982144.0,18033930.0,19312924.0,15777652.185026100,13610260.181795500,15286332.003881700,16000000.000000000,16000000.000000000,17963281.59500760,16249946.2655332,12602925.957440400,15251932.427920500,16063960.790568300,17513144.164774000,17993376.56733470,15514257.0,12257534.0,14470424.0,16761959.0,17511854.0,19910862.0
臺北市內湖區文湖街２１巷９４弄８號五樓,25.09032698,121.560749,19000000.00000000,15291250.0,10991230.0,15102843.0,17194676.0,17735724.0,19270388.0,17074712.27777600,11851967.942588700,16898939.479009600,19000000.00000000,19000000.00000000,21128357.36988990,15632793.534379400,11833592.126697800,16240894.9947082,18676188.80500140,18973714.41317390,19441930.964392300,16793224.0,13082468.0,16116037.0,18228106.0,20200550.0,22564416.0
臺北市北投區杏林二路５７號五樓,25.14228598,121.497106,8500000.000000000,9195838.0,7136955.5,7742003.5,8333791.0,9344412.0,12982540.0,9562936.217079710,7638135.145762340,7653008.740677570,8500000.000000000,8980000.000000000,13415373.407257000,8358417.329151360,8152500.614563220,8404725.221702620,8494728.580028180,9593239.962480860,11211110.504142800,7493830.5,3971643.0,6980763.0,9023825.0,10033431.0,11917904.0
臺北市萬華區環河南路二段１４８巷１４號五樓,25.03622201,121.494462,5180000.000000000,7344438.0,4684253.5,6043133.0,7604063.5,9792262.0,12071298.0,7130936.613479910,5180000.000000000,5212577.175423300,5217421.602496600,7300000.000000000,10526447.980580000,6696616.241496540,4661803.763319500,6508031.64444442,7682960.765580820,8641473.899933100,10247545.25316370,4947779.5,4356189.0,4359909.0,6906254.5,7223701.0,9549055.0
臺北市大安區樂業街１６９巷５２號四樓,25.020388,121.555521,22000000.000000000,20436600.0,17430244.0,19874438.0,21975136.0,23134658.0,24593622.0,20747744.855965100,17609956.493249000,19747240.99609000,22000000.000000000,22000000.000000000,23909864.05911390,19913885.740716100,16998571.029956900,19277247.33728650,22018380.317179700,22393608.964773400,27059498.08914410,19958924.0,15986565.0,18797728.0,21768886.0,24373114.0,25469392.0
臺北市大安區仁愛路四段４１３之１號五樓,25.03800161,121.5561852,22800000.0,34301852.0,27227800.0,37682628.0,39464624.0,44106744.0,44481176.0,32729968.279949600,24719223.29203630,26352261.9189876,26542249.82257730,38190000.00000010,42712330.55904660,37704393.97202610,24927833.29831790,33885739.562134500,38977489.861973600,39977772.38771780,43841092.02096540,36206628.0,26492768.0,33438042.0,36159628.0,40546560.0,46338668.0
臺北市內湖區成功路四段１７８號二十一樓之２,25.08355201,121.5938529,72500000.00000000,95279380.0,53907292.0,57758240.0,72749000.0,90385750.0,91513140.0,73728710.94053450,61659802.39011590,70993855.91388290,72500000.00000000,75000000.00000000,91399402.91080130,85116086.68045940,47109266.801373500,66463508.22681520,72494171.39638800,93830825.41935600,101962909.28928200,89319950.0,56178870.0,62312692.0,70252060.0,84210390.0,114812100.0
臺北市南港區東新街９６號八樓,25.04635061,121.5875026,33000000.00000000,34214816.0,29393084.0,33179788.0,34214424.0,35432856.0,37850684.0,33745033.24510540,30729860.28742650,32497435.69519210,33000000.00000000,33500000.0,38252040.821971900,34677579.999439700,29464627.4683276,32764040.925819700,33890647.45225480,36484940.90250500,37396356.83558990,32616572.0,24680792.0,28409260.0,30995052.0,34609348.0,39601484.0
臺北市士林區中山北路七段１４巷６３弄２３號四樓,25.12217859,121.5346202,14500000.00000000,15272886.0,12335071.0,13472620.0,14456107.0,15220280.0,19803376.0,14805711.868813800,11209140.546514100,13400498.96803950,14500000.00000000,14500000.00000000,20435033.489695900,13880932.050052100,13359365.291448900,13984284.20274840,14505619.303480600,14508209.66283280,18316581.072630600,13170572.0,9965818.0,13939794.0,14446322.0,16306412.0,16907286.0
臺北市信義區基隆路一段８３巷１９號六樓,25.04672,121.570729,46000000.00000000,44779970.0,33205238.0,36150664.0,45978670.0,45980424.0,45986740.0,41191556.430961700,33607830.86533240,38523158.99290090,46000000.00000000,46000000.00000000,47891243.57499060,46386256.83728680,29738856.327482400,35909793.21226430,45987212.281275200,46070859.90834350,48815514.424253600,38052496.0,27515616.0,35066904.0,39812860.0,46344944.0,53756664.0
臺北市文山區興隆路四段１０９巷１１６號三樓,24.986778,121.564596,19500000.00000000,23480068.0,21428244.0,22870844.0,23661608.0,25773992.0,27831466.0,22161263.55400230,16364695.86388540,19461488.627690100,19873810.735866200,25000000.000000000,29591548.69917110,23931346.67763730,19520665.567305500,22367951.004606500,23737235.31009300,24967407.10155580,27077677.14894740,26331010.0,20543684.0,22330348.0,27872690.0,31021312.0,36275060.0
臺北市大安區溫州街１１巷９之３號,25.02556701,121.534178,34060000.00000000,26099454.0,17724834.0,21546932.0,25537300.0,27104272.0,34725856.0,30212127.8131656,23181051.43754680,27266802.67107440,34014970.23370820,34060000.00000000,36432562.757863200,29880936.5854799,17065188.934181200,19932724.897338800,28255912.867741000,34324649.436485900,35994106.3973625,28185436.0,19039962.0,21856170.0,25700946.0,30366000.0,36682084.0
臺北市大同區甘州街２２號七樓,25.05871199,121.512797,26450000.00000000,22046084.0,18675934.0,23259072.0,26421264.0,28950138.0,29132876.0,23799674.821394900,17492135.376750000,22779605.40544690,26450000.00000000,26450000.00000000,30320350.274595900,22004752.743823200,15506557.622862900,21839820.66975100,25763956.23795590,26449853.736591500,29664773.36720370,22412190.0,17007128.0,20609580.0,24414756.0,25049000.0,28251368.0
臺北市信義區松勤街１４６號七樓,25.0315695,121.5695748,94999999.99999990,75073336.0,40007200.0,64320024.0,84687330.0,102853500.0,110249980.0,75600241.33793190,47862667.3055844,64318147.30928180,91542347.54473460,94999999.99999990,105448142.23905800,70660715.2553887,38869084.54215740,57141862.022490200,70276057.54858190,95091821.07996430,98263753.15450830,75397360.0,46561844.0,55773484.0,67233720.0,85940600.0,109161280.0
臺北市內湖區陽光街１０１號三樓之１,25.07526399,121.58597,25800000.00000000,23645592.0,18139700.0,21635928.0,26035018.0,26340352.0,27073168.0,24986201.938141900,20048627.1481046,23998467.214370000,25800000.00000000,26467011.197656200,28656116.12689420,24931183.094592000,19480676.81357920,21849754.179232000,25786994.4768245,27057898.08141710,27455466.286335000,22116292.0,18611286.0,20355372.0,21511988.0,25434294.0,28796984.0
臺北市大安區光復南路６８８號四樓之１,25.03001701,121.557229,28000000.00000000,22253220.0,17871724.0,18469410.0,22288180.0,25008756.0,28001482.0,22357628.726085300,17232693.65844910,20116620.93108230,27438828.216374500,27917231.64276080,28000000.00000000,22394033.162062800,17759147.045580500,20063203.977823900,24192666.67075880,27615131.54032400,27994887.72150130,21311628.0,17420274.0,18652580.0,21847584.0,24586352.0,27970362.0
臺北市內湖區內湖路二段１０３巷６６號九樓,25.08285699,121.58099,33000000.00000000,30584906.0,26261394.0,29586292.0,33116626.0,34410500.0,36307108.0,30479683.034229000,22473131.21103330,30416118.59647750,32981401.6372904,33000000.00000000,36548059.862781600,30494308.742756100,26471082.778592300,26774477.17382020,33083096.385216000,33110075.866250800,37877876.96528790,28261768.0,22472244.0,26891498.0,27687716.0,31950102.0,37771350.0
臺北市萬華區環河南路一段２３號,25.04684401,121.504205,7100000.000000010,8566193.0,6118596.5,7571991.5,8846554.0,10488305.0,12307152.0,8366564.983142260,6426580.912407610,7058713.255700270,7468590.181454840,9700000.000000010,11162159.095618200,8777381.917836700,6945959.440646620,7703381.042664570,7751142.989742300,9776169.263595920,12094152.28438650,9669138.0,6391708.0,7339382.5,9726534.0,10087428.0,12473834.0
臺北市松山區民生東路五段１８８號八樓之１,25.058613,121.5638946,53000000.00000000,50653290.0,50960676.0,52743670.0,54048544.0,56309324.0,64925464.0,54376746.60653730,45386599.59459980,50756227.55748220,53000000.00000000,53000000.00000000,69508333.54080130,52708222.03388780,32469243.48614300,52953783.28694740,53030000.96458060,54647588.3844162,72035245.82871920,51881504.0,34352724.0,47118788.0,53761588.0,58483456.0,65719108.0
臺北市文山區秀明路一段７９巷５弄２７號五樓,24.99043599,121.564786,15680000.000000000,15475246.0,10864380.0,15286176.0,15700248.0,18899396.0,20570348.0,15374848.198669800,11272666.698176800,13132089.35768510,15680000.000000000,15680000.000000000,19316198.411787100,14575215.833042400,10549345.833074300,14697946.591073800,15673546.705104600,17736851.03392130,19480432.0469057,15564614.0,10117835.0,13804089.0,15901476.0,17869236.0,20093146.0
臺北市萬華區成都路６７號九樓之１３,25.04292799,121.505704,4100000.000000000,5407645.5,4092062.0,5081020.5,5838673.0,6850438.0,8191773.5,4997117.96660986,3957836.723872750,4152713.243047890,4166398.5605914200,4200000.000000000,7096168.187408210,4920279.748608990,4029406.091799790,5244304.6701793,5883707.052513770,5979789.364736290,7938531.433209910,6894659.0,4275087.5,5764550.0,6101110.0,7561470.0,9507546.0
臺北市北投區光明路６８號五樓之８,25.1327677,121.5002257,8879999.999999990,9267467.0,8046848.0,8862277.0,8886855.0,9463546.0,11783617.0,8652308.015693300,6254025.014212690,8501644.195326910,8879999.999999990,8879999.999999990,9909563.625029920,8883347.505321730,8230247.558151840,8844646.358735320,8901277.251897770,8949123.328257700,10785392.034336200,7878274.5,6250292.5,7916157.5,8085680.5,9513677.0,11945372.0
臺北市信義區松山路６５６巷３號三樓,25.03162298,121.578017,11630000.00000000,13934690.0,10754572.0,11867614.0,12712314.0,16304390.0,18292052.0,13050281.716042900,10698551.812248400,11482182.926721200,11630000.00000000,14450000.000000000,16858466.38398530,13392373.39222400,10754544.146321800,11660599.951374500,13632321.016253000,14487955.354690500,18666710.88935440,14121743.0,8311805.0,11368044.0,14167202.0,16886112.0,17616946.0
臺北市內湖區瑞光路２３７號,25.07469301,121.578184,19800000.00000000,18288144.0,13224440.0,18521126.0,19964710.0,21917412.0,24986062.0,19574974.157026300,16072796.223851300,18934777.380303100,19800000.00000000,19800000.00000000,22613647.2291003,19182433.613920700,12183321.652704400,18098581.45001940,20055776.223769800,21813500.4314859,26146735.163738700,20816676.0,15279413.0,16976178.0,20739000.0,22183170.0,26783032.0
臺北市內湖區安康路３５０號七樓之１,25.06591301,121.612136,17000000.000000000,18415240.0,15740397.0,17801812.0,18579258.0,22468816.0,22572294.0,18344392.44769830,15220964.070024200,16838386.545009600,17000000.000000000,17660000.000000000,23400878.20359190,19105559.089710400,14531656.91501160,17236732.84719750,17687026.47594650,18842788.492032000,22701744.611883200,20233596.0,17024362.0,17944172.0,19608568.0,20951550.0,23040728.0
臺北市北投區東華街一段４２４號,25.11136698,121.518168,16000000.000000000,14063388.0,12975436.0,13107619.0,16055809.0,17467520.0,20040518.0,15842727.332624000,12748542.281761800,14093276.514863700,16000000.000000000,16000000.000000000,19766253.86251740,14628198.520773400,11694245.950613200,13827476.564598300,16001562.046014600,16195990.1483401,16858101.68166910,17629284.0,12057721.0,16522151.0,17680502.0,18121822.0,21226842.0
臺北市北投區崗山路８巷１６號六樓,25.140952,121.486647,22000000.000000000,21907340.0,18226264.0,21982680.0,22798588.0,23718768.0,23809012.0,22233767.386838500,17752881.797087000,21570007.436720900,22212819.47687630,22880000.0,27099354.399152900,21905283.400637200,19149004.837659000,22035667.094912700,22127518.454863700,22296585.758314500,23570168.02829590,22544026.0,16481391.0,19845120.0,24039724.0,24089756.0,26744490.0
臺北市南港區研究院路二段５４巷２４號三樓,25.04617799,121.613707,24000000.0,22640592.0,16282512.0,20556894.0,22511970.0,23854102.0,27472666.0,22428278.69041930,16709378.8452823,22247504.504137000,24000000.0,24000000.0,27277796.921756800,22498726.46513030,17779441.619259000,19693462.667559100,23969440.77375270,24001651.89395650,25360468.254163000,26319914.0,19437092.0,21161920.0,24296946.0,25143490.0,27587294.0
臺北市大安區光復南路２４０巷５２號四樓,25.04088901,121.555142,42250000.0,42453140.0,27362586.0,40246220.0,42262068.0,47905550.0,48377424.0,40504125.78470040,33017336.184844300,39828526.01338280,42187360.835925,42250000.0,45778414.88082340,41308665.68667860,27594118.333636600,41708110.11639280,42194454.71554670,42205829.55627350,50262156.96246180,53081660.0,33420828.0,37870396.0,41581944.0,46382880.0,50970010.0
臺北市中山區伊通街１２９號七樓之１,25.05440499,121.534992,7000000.000000000,11248082.0,9085393.0,12848212.0,13445870.0,17634732.0,17880318.0,9312787.649793270,6595571.903527820,7101041.677997710,7329486.044924200,11980000.000000000,15638911.264844200,11405560.392572400,6971464.219255520,11558872.396413600,14231621.304570400,14516656.908676800,22754827.235463100,13900976.0,8564290.0,12326298.0,16196527.0,18861152.0,18916238.0
臺北市文山區下崙路２８巷１號五樓,24.986167,121.556753,20660000.000000000,19639634.0,13671478.0,18532116.0,20657200.0,21571236.0,22713778.0,17946532.07566460,13755066.187291500,17063564.576710700,20660000.000000000,20660000.000000000,21758988.821380600,18559860.74552120,16281381.780515400,18194685.366334100,20650794.50906770,21110824.79137920,23635937.608364900,22860814.0,17049416.0,19296872.0,20331936.0,23211476.0,24809310.0
臺北市文山區仙岩路１６巷２８之１號七樓,24.99765901,121.548927,17000000.000000000,15387477.0,11319924.0,15341936.0,15648468.0,16042524.0,16986218.0,15713625.626626000,12039518.722859700,14627592.442444900,17000000.000000000,17000000.000000000,19700617.35110800,14366325.716677400,13202012.620956300,14842080.163004400,16704772.91705430,16981775.459875000,16983548.045292100,16144126.0,12915312.0,15136988.0,17474050.0,17998570.0,19436092.0
臺北市中山區民生東路二段１４７巷１１弄２４號三樓,25.05983999,121.535878,21500000.000000000,19533500.0,15479202.0,17483818.0,21141304.0,22046716.0,23087668.0,18971967.469967600,14318182.92798170,17923293.453983200,21500000.000000000,21500000.000000000,22829111.00906230,20389355.78789690,16333011.44599780,16518973.112692400,21496121.29697350,21535293.323527900,21838034.89768380,20040824.0,14709182.0,18313276.0,18747170.0,20910430.0,23739496.0
臺北市北投區吉利街６４號,25.11817699,121.505365,19500000.00000000,17413132.0,12404648.0,16380197.0,19411862.0,19422048.0,20615792.0,18360377.43299510,14432724.774446500,17241852.791470600,19500000.00000000,19500000.00000000,21497372.487157300,18137379.53033540,13476695.076949200,15744459.062665800,19271592.019858200,19475630.476882300,19597296.29839830,16980582.0,13072266.0,14934778.0,19080132.0,19727260.0,21635432.0
臺北市內湖區文德路２２巷３２號,25.07695298,121.580094,26500000.0,22314212.0,13875044.0,17922724.0,22956900.0,28774802.0,28970080.0,22889432.062612500,18667251.2192649,21205695.003430000,25323901.75411750,26500000.0,26790547.506314600,23153249.11338270,13835735.733738000,19092765.011397100,25510099.384570700,26351777.6241488,29904177.561721700,21232754.0,16704605.0,20119760.0,22087668.0,24205222.0,29010666.0
臺北市士林區福港街２６７之５號,25.08348898,121.517791,13000000.000000000,13378335.0,9941555.0,13123680.0,13178663.0,17810812.0,18960812.0,13639558.426303900,11004952.2330815,12213774.744387700,13000000.000000000,13000000.000000000,18497341.75627880,14085309.84302010,10568840.646674200,12504840.152380500,13022919.494678300,15073024.47022990,20170486.58521240,13642226.0,8613797.0,13393578.0,14499378.0,16187694.0,18714766.0
臺北市大安區忠孝東路三段２５１巷９弄１號四樓,25.04336402,121.541753,33680000.00000000,25594644.0,19547216.0,22183424.0,28198986.0,28417172.0,33678388.0,25236681.583989400,18613452.565404800,21777365.796276900,33110421.900208100,33680000.00000000,33701602.923576200,25790141.426504600,20558895.80861400,22933382.57096860,27287623.21262260,32614252.08089810,33746047.064523400,28677384.0,19558776.0,22597924.0,28264032.0,31847158.0,36965130.0
臺北市文山區汀州路四段２８９號六樓,25.00148295,121.5355503,17570956.000000000,24474716.0,19094696.0,24050412.0,26127396.0,29778498.0,32844060.0,21338820.61833000,17601789.08351540,17611852.72130450,17834214.057973600,23500000.00000000,29263392.19153050,26610136.44600490,18951415.004287400,22008838.030599700,24203353.76858410,28341257.35551320,35316271.9811206,26508034.0,17372824.0,26303452.0,30622322.0,34783660.0,40373156.0
臺北市信義區吳興街６００巷７６弄２２號五樓之３,25.01837371,121.570478,12650000.000000000,13388776.0,11948175.0,12648464.0,13303500.0,13448435.0,16231411.0,13535756.385084300,11135683.658114300,12333891.185394300,12650000.000000000,12650000.000000000,16220246.11409440,13603871.138234400,12505285.171689400,12603576.040901500,12629278.539712900,12650106.04657540,12736454.77405460,13137429.0,9716280.0,12132744.0,13764599.0,15589958.0,17017740.0
臺北市內湖區大湖山莊街２１巷１１號三樓,25.08513502,121.602102,22600000.00000000,19842242.0,15845223.0,19212660.0,20680854.0,23459924.0,25408256.0,20728353.02580670,15860501.282322400,20628028.336387,22600000.00000000,22600000.00000000,25533237.403127900,21467987.610171200,17219985.5974467,18663782.36540170,22597527.655914300,22600498.03146600,25934194.09804500,20950392.0,12935948.0,17895158.0,21192092.0,22736708.0,23567472.0
臺北市信義區松山路２８７巷８之１號三樓,25.04281701,121.578498,21800000.00000000,20434380.0,13610855.0,17038850.0,21753320.0,25136490.0,28752474.0,21238773.399819900,16661452.239520500,20389349.217578900,21800000.00000000,21800000.00000000,25344350.306282200,20863385.831733100,14651612.808970000,21037568.770287400,21985736.26522430,22293309.064014100,23686075.293006000,23222280.0,18404214.0,19074202.0,20386028.0,24064590.0,25220868.0
臺北市中山區明水路３９７巷７弄２５號十四樓之１,25.07810001,121.549479,26300000.0,20621258.0,15459433.0,19542144.0,24248336.0,24374556.0,26339700.0,21724938.718765900,16048065.88434230,20394738.81275820,26249904.64062480,26300000.0,27040658.394245800,21926811.58418430,15428948.954529000,19099196.19973900,23895971.43496880,26275487.116125000,26536258.12041200,22959964.0,19572248.0,24074964.0,24767750.0,25349298.0,28287656.0
臺北市中山區松江路２７號十二樓,25.04718201,121.533177,4500000.000000000,4111311.2,2286447.8,2645732.2,3876803.2,4107568.5,9048713.0,3973148.471843540,2763645.1603244000,3814441.813501610,4500000.000000000,4500000.000000000,5429379.581693480,4089577.34828836,3060147.201567510,3240862.45650918,3987964.75088817,4501075.855255170,5229349.368508040,3660458.0,3702772.8,4305085.0,5660131.0,6236312.5,8006339.5
臺北市中山區民生東路一段７０巷６號八樓,25.05764929,121.5263346,17200000.00000000,16484912.0,14088518.0,14847808.0,17050880.0,19031574.0,20382218.0,17601797.045288800,14568309.370565100,16385225.769009000,17200000.00000000,17200000.00000000,24073629.143490700,16639111.406095400,13516119.18783550,15614353.387353100,17201176.38713680,17717463.0128763,21223710.300213400,17112522.0,13448128.0,13607922.0,16093674.0,17176616.0,18853886.0
臺北市中山區五常街１１巷３號,25.06452698,121.538121,18500000.000000000,19273256.0,14331604.0,18405162.0,18701528.0,19529700.0,20596456.0,18318009.097195600,14625716.546665300,17465232.741782000,18500000.000000000,18500000.000000000,22424141.041634300,20224485.471036600,14954060.776100100,18055883.258537900,18495993.570560800,18889987.667966700,24492873.155808500,20289942.0,14392170.0,17348850.0,19079150.0,21865302.0,24526916.0
