土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,lat,lng,nomi_address,里,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age
臺北市中山區天祥路８０號五樓之５,21000000,299615,0,0,63000,中山區,房地(土地+建物),6.63,商,NA,NA,1131022,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,931203,70.09,3,2,1,有,有,NA,NA,RPUNMLRLJIJGFCA08DA,40.91,1.13,6.8,有,NA,25.063965979527700,121.52052898030800,"82號, 天祥路, 集英里, 中山區, 雙連, 臺北市, 104, 臺灣",集英里,2024-10-22,39,25.651813398734500,23.90849420283370,27.609078403246000,2.522418164745220,35.375352638135900,63000040008,0.13080724876441500,0.5210873146622730,79.87,20154.39,55.76199955,34.26233134,1,0,0,0,1,0,0,0,0,0,45,52,0,6,0,2,0,5,0,45,"c(121.520528980308, 25.0639659795277)",臺北捷運民權西路站_O11_R13,186.1303140241730,1885.2982757439200,1840.1438087627300,20
臺北市中山區建國北路三段６４號六樓,19680000,209562,0,0,63000,中山區,房地(土地+建物),17.69,住,NA,NA,1131104,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,710723,93.91,2,1,1,有,有,NA,NA,RPWNMLRJJIJGFCA08DA,80.31,0,13.6,有,49,25.065358004097500,121.53609601852300,"64號, 建國北路三段, 行政里, 中山區, 下埤頭, 臺北市, 104, 臺灣",行政里,2024-11-04,40,24.716921557410900,23.355789298364000,26.998013836265400,0,39.47848232808590,63000040024,0.0874617737003058,0.40795107033639100,103.05,39222.65,52.63961604,42.67015706,0,1,0,0,0,1,1,0,0,0,37,28,0,7,1,1,2,3,3,39,"c(121.536096018523, 25.0653580040975)",臺北捷運行天宮站_O09,626.2028393691250,2852.202114379060,2749.027576494080,42
臺北市中山區德惠街１２號四樓之７,19350000,281782,0,0,63000,中山區,房地(土地+建物),6.8,商,NA,NA,1131004,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121220,68.67,2,1,1,有,有,NA,NA,RPPPMLSJIIJGFCA57DA,41.25,0,3.38,有,NA,25.066561980669600,121.5237560130300,"10號, 德惠街, 晴光里, 中山區, 雙連, 臺北市, 104, 臺灣",晴光里,2024-10-04,44,25.36838240933520,24.14217214018210,27.434201897643900,6.708918084386720,42.226456558893300,63000040011,0.14442449630959500,0.533213644524237,71.44,50707.91,51.24079628,36.70575401,0,0,0,0,1,0,0,0,0,0,31,33,0,9,0,2,0,2,0,31,"c(121.52375601303, 25.0665619806696)",臺北捷運中山國小站_O10,514.3360176740760,2259.945853105780,2201.323786768910,1
臺北市中山區德惠街４５號五樓之１９,580000,180685,0,0,63000,中山區,房地(土地+建物),0.4,商,NA,NA,1131106,土地1建物1車位0,五層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681215,3.21,0,0,0,無,有,NA,NA,RPRNMLQLJIJGFCA77EA,2.61,0,0,有,149,25.06674298786870,121.52699503187400,"47號, 德惠街, 圓山里, 中山區, 雙連, 臺北市, 104, 臺灣",圓山里,2024-11-06,45,21.219845058946800,19.73076190552360,21.87874585285540,0,44.512293968917500,63000040012,0.12663149125243000,0.4987503471257980,79.59,6419.01,48.71316671,34.31555388,1,0,0,0,1,1,0,0,0,0,41,29,0,11,0,1,1,3,0,42,"c(121.526995031874, 25.0667429878687)",臺北捷運中山國小站_O10,438.4090843315940,2414.521647961980,2341.695833705280,45
臺北市中山區德惠街７９巷２號,6500000,251353,0,0,63000,中山區,房地(土地+建物),9.56,住,NA,NA,1131110,土地2建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,加強磚造,590422,25.86,0,0,0,無,無,NA,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLKLJIJGFCA37EA,25.86,0,0,無,NA,25.06688501921800,121.528449040618,"2號, 德惠街79巷, 新庄里, 中山區, 雙連, 臺北市, 104, 臺灣",新庄里,2024-11-10,46,24.05163483039910,23.180787963652600,25.424445521065400,0,25.814059332265500,63000040019,0.10154211150652400,0.4405693950177940,85.72,7289.44,50.27588444,36.80623173,1,0,0,0,0,1,0,0,0,0,38,26,0,12,0,1,2,3,0,40,"c(121.528449040618, 25.066885019218)",臺北捷運中山國小站_O10,485.2906267854120,2500.5665886972100,2422.426299095020,54
臺北市中山區撫順街６之１號六樓之５,9050000,257761,0,0,63000,中山區,房地(土地+建物),5.4,商,NA,NA,1131014,土地1建物1車位0,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,711116,35.11,1,1,1,有,有,NA,NA,RPROMLLJJIJGFCA07DA,27.01,0,0,有,346,25.063687993708900,121.52156003821700,"6之1號, 撫順街, 集英里, 中山區, 雙連, 臺北市, 104, 臺灣",集英里,2024-10-14,49,28.70171326519630,26.233391732050200,31.96929417401060,0,33.0567739085289,63000040008,0.13080724876441500,0.5210873146622730,79.87,20154.39,55.76199955,34.26233134,1,0,0,0,1,0,0,0,0,0,51,58,0,9,0,4,0,5,0,51,"c(121.521560038217, 25.0636879937089)",臺北捷運民權西路站_O11_R13,243.4267158344030,1885.5161140069400,1833.3468323172000,42
臺北市中山區新生北路一段１０２巷１０號七樓之４,11000000,236153,0,0,63000,中山區,房地(土地+建物),7.25,商,NA,NA,1131118,土地1建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,761217,46.58,1,1,1,有,有,NA,NA,RPWNMLTKJIJGFCA38DA,38.15,1.13,0,有,NA,25.04871200539580,121.528544007581,"8號, 新生北路一段102巷, 正義里, 中山區, 華山, 臺北市, 104, 臺灣",正義里,2024-11-18,50,20.07311049016510,18.692414852197600,22.094538549390500,4.544392497666910,37.04719294369230,63000040002,0.1203328355024540,0.4806912737358650,74.36,38755.04,47.75056946,33.45671981,1,0,0,0,0,0,1,0,0,0,54,43,0,7,0,0,0,0,0,54,"c(121.528544007581, 25.0487120053958)",臺北捷運松江南京站_G15_O08,596.6985269895120,1301.957090951990,1172.1480225855800,37
臺北市中山區新生北路一段４６號十二樓,25500000,259542,0,0,63000,中山區,房地(土地+建物),9.86,商,NA,NA,1131012,土地1建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,770613,98.24,3,2,2,有,有,NA,陽臺外推；,RPVOMLNLIIJGFCA77DA,83.22,0.58,8.3,有,NA,25.0463939900726,121.53128698539500,"Kiosk, 40, 新生北路一段, 正守里, 中山區, 華山, 臺北市, 10455, 臺灣",正守里,2024-10-12,51,25.672487448199300,23.689354457691900,27.730099830745400,0,35.52423562384740,63000040001,0.16184164632019500,0.5486571328915240,89.79,28488.68,55.46421661,38.63636362,1,0,0,0,0,2,0,0,0,0,26,37,0,4,0,2,0,0,0,26,"c(121.531286985395, 25.0463939900726)",臺北捷運忠孝新生站_BL14_O07,519.6831410418130,1577.0158686414100,1450.1472993113200,36
臺北市中山區新生北路三段６１號三樓之１５,20500000,194405,0,0,63000,中山區,房地(土地+建物),13.63,住,NA,NA,1131027,土地4建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650907,105.45,3,2,1,有,有,NA,NA,RPUQMLLKJIJGFCA67DA,71.66,0,7.14,有,587,25.065979019303800,121.52807797376400,"63號, 新生北路三段, 新庄里, 中山區, 南西商圈, 臺北市, 104, 臺灣",新庄里,2024-10-27,53,28.210451160670200,25.812461977846100,31.26994090680150,0.18051355875780400,19.597978835215500,63000040019,0.10154211150652400,0.4405693950177940,85.72,7289.44,50.27588444,36.80623173,1,0,0,0,0,1,0,0,0,0,43,31,0,14,0,1,2,2,0,45,"c(121.528077973764, 25.0659790193038)",臺北捷運中山國小站_O10,378.1848647414380,2395.32387043159,2316.4255217779300,48
臺北市中山區新生北路二段４３號六樓之５,1622922,59101,0,0,63000,中山區,房地(土地+建物),4.23,住,NA,NA,1131028,土地1建物1車位0,六層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,650722,27.46,1,1,1,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPUNMLSJJIJGFCA08EA,23.23,0,0,有,NA,25.05562401612090,121.52779801819800,"47號, 新生北路二段, 中原里, 中山區, 南西商圈, 臺北市, 104, 臺灣",中原里,2024-10-28,57,24.322777923607200,22.986723737600500,25.7,0.18328268698715500,31.95833456475950,63000040031,0.1589708247185850,0.5377900298644610,83.52,28600.55,58.95669289,42.81496062,0,0,0,0,0,0,1,0,0,1,68,68,0,10,2,1,0,2,0,68,"c(121.527798018198, 25.0556240161209)",臺北捷運松江南京站_G15_O08,625.433809284757,1514.49644448944,1402.437280719540,48
臺北市中山區新生北路二段７０之１號十樓之５,11500000,221922,0,0,63000,中山區,房地(土地+建物)+車位,4.74,商,NA,NA,1131104,土地1建物1車位1,十層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,861115,51.82,1,1,1,有,有,升降機械,法定停車位需要定期抽籤,RPPNMLSLJIJGFCA77EA,29.56,0,3.36,有,128,25.056681979939700,121.52717700299200,"70號, 新生北路二段, 中山里, 中山區, 南西商圈, 臺北市, 104, 臺灣",中山里,2024-11-04,61,24.796562354984300,23.51443704833990,27.017888554372900,0,39.01910730229930,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,72,67,0,7,2,1,0,2,0,72,"c(121.527177002992, 25.0566819799397)",臺北捷運雙連站_R12,677.4306268572410,1539.0891316457800,1433.2575311879000,27
臺北市中山區松江路２７號十二樓,4500000,250139,0,0,63000,中山區,房地(土地+建物),1.56,商,NA,NA,1131008,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,720805,17.990000000000000,1,0,0,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLQKIIJGFCA57EA,14.13,0,0,有,NA,25.047182014699600,121.5331770207420,"築間幸福鍋物, 27, 松江路, 朱園里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",朱園里,2024-10-08,66,24.18445743425470,23.29601788666180,25.003692773137900,27.21662900581330,34.74813370459150,63000040036,0.18483533316313500,0.6065866734745980,81.31,15988.19,55.33707863,37.53511235,1,0,0,0,0,2,1,0,0,0,29,38,0,5,0,2,0,0,0,29,"c(121.533177020742, 25.0471820146996)",臺北捷運忠孝新生站_BL14_O07,571.782232426224,1763.169956816660,1634.8458878698300,41
臺北市中山區松江路２８７、２８９、２９１、２９３號地下層,5200000,193237,0,0,63000,中山區,房地(土地+建物),0.14,商,NA,NA,1131128,土地2建物1車位0,地下層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,590410,26.91,0,0,0,無,有,NA,NA,RPUNMLNJKIJGFCA57DA,26.91,0,0,有,NA,25.0604569795823,121.53346804042000,"屈臣氏, 錦州街, 松江里, 中山區, 下埤頭, 臺北市, 104077, 臺灣",松江里,2024-11-28,68,17.452071236939800,15.259260645549500,20.23899974215480,0,47.97928115418760,63000040021,0.14580237741456200,0.5510772659732540,87.26,31813,62.80729578,42.32090932,0,1,0,0,0,0,0,0,0,0,60,77,0,10,0,1,1,3,3,61,"c(121.53346804042, 25.0604569795823)",臺北捷運行天宮站_O09,44.88797828268450,2294.3910658659100,2184.5883280513000,54
臺北市中山區松江路８號十二樓之２１,5750000,200139,0,0,63000,中山區,房地(土地+建物),2.45,商,NA,NA,1131011,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,661102,28.73,0,0,0,無,有,NA,其他增建；,RPOPMLSJJIJGFCA57DA,19.78,0,3.15,有,NA,25.046456980075000,121.53268902633900,"8之1號, 松江路, 興亞里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",興亞里,2024-10-11,72,24.417557120257200,22.68621689408150,26.41827756723200,0,46.173576042823500,63000040032,0.17677286742034900,0.5932168550873590,81.24,22112.88,57.92964243,40.28258361,1,0,0,0,0,2,1,0,0,0,28,39,0,5,0,2,0,0,0,28,"c(121.532689026339, 25.046456980075)",臺北捷運忠孝新生站_BL14_O07,493.66256337956900,1717.5872647601200,1590.401562899890,47
臺北市中山區林森北路２８９號九樓之１,17500000,240385,0,0,63000,中山區,房地(土地+建物),5.61,商,NA,NA,1131015,土地2建物1車位0,九層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660121,72.80000000000000,3,2,1,有,有,NA,其他增建；,RPOOMLLLJIJGFCA96DA,68.04,0,0,有,610,25.05560498920070,121.5255799989800,"291號, 林森北路, 中山里, 中山區, 南西商圈, 臺北市, 104, 臺灣",中山里,2024-10-15,76,27.915346923813500,26.040538819132300,31.792493958526800,0,26.163239049816500,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,75,0,9,2,0,0,2,0,81,"c(121.52557999898, 25.0556049892006)",臺北捷運雙連站_R12,559.4936599869460,1339.3848377923100,1234.831195510650,47
臺北市中山區林森北路２８９號六樓之１１,15880000,237263,0,0,63000,中山區,房地(土地+建物),5.19,商,NA,NA,1131124,土地2建物1車位0,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660121,66.93000000000000,3,2,1,有,有,NA,陽臺外推；其他增建；,RPUOMLQLJIJGFCA08DA,53.31,0,4.81,有,171,25.05560498920070,121.5255799989800,"291號, 林森北路, 中山里, 中山區, 南西商圈, 臺北市, 104, 臺灣",中山里,2024-11-24,77,21.20439902798280,19.536029437726700,22.436959887357500,0,32.86429513204150,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,75,0,9,2,0,0,2,0,81,"c(121.52557999898, 25.0556049892006)",臺北捷運雙連站_R12,559.4936599869460,1339.3848377923100,1234.831195510650,47
臺北市中山區林森北路４８１號二樓,12350000,221621,19.78,1300000,63000,中山區,房地(土地+建物)+車位,5.49,商,NA,NA,1131013,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,920122,69.64,1,1,1,有,有,坡道機械,陽臺外推；其他增建；,RPSOMLLLJIJGFCA37DA,25.78,0,5.08,有,NA,25.061092998395300,121.52600999061300,"481號, 林森北路, 聚葉里, 中山區, 南西商圈, 臺北市, 104, 臺灣",聚葉里,2024-10-13,82,27.976793605930400,25.328684876305500,31.201682918331000,0,31.85224304958130,63000040009,0.1214265496744980,0.497594112652137,78.67,30022.78,49.94188297,36.88492831,0,0,0,0,0,0,0,0,0,0,65,77,0,12,1,3,0,3,0,65,"c(121.526009990613, 25.0610929983953)",臺北捷運中山國小站_O10,201.8479657510080,1827.6423457716200,1743.5664797440100,21
臺北市中山區林森北路５７５號六樓之１４,10700000,256226,0,0,63000,中山區,房地(土地+建物),4.45,商,NA,NA,1131018,土地1建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660322,41.76,1,1,1,有,有,NA,NA,RPVOMLPLIIJGFCA97DA,34.43,0,0,有,306,25.065078006621900,121.52581301588800,"575號, 林森北路, 晴光里, 中山區, 雙連, 臺北市, 104, 臺灣",晴光里,2024-10-18,84,28.948063263011200,26.04226930677790,33.49053669079010,0,41.71409835569810,63000040011,0.14442449630959500,0.533213644524237,71.44,50707.91,51.24079628,36.70575401,0,0,0,0,1,0,0,0,0,0,42,47,0,13,0,1,1,3,0,43,"c(121.525813015888, 25.0650780066219)",臺北捷運中山國小站_O10,269.64810263796000,2195.7268134958800,2124.055302053310,47
臺北市中山區民權東路三段６０巷３弄１號四樓,4200000,162100,0,0,63000,中山區,房地(土地+建物),5,住,NA,NA,1131008,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,730411,25.91,3,2,2,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPROMLPKIIJGFCA47DA,21.4,0,2.75,有,NA,25.061485983925600,121.54252200459200,"1號, 民權東路三段60巷3弄, 江寧里, 中山區, 下埤頭, 臺北市, 104, 臺灣",江寧里,2024-10-08,89,24.155478472106200,23.26864343901570,25.003609081613800,28.16231799093250,34.280541907486500,63000040028,0.17378772465242500,0.5927433028145130,87.75,38439.84,59.14285713,40.42857142,0,0,0,0,0,0,0,0,0,0,47,64,0,17,0,2,1,0,0,48,"c(121.542522004592, 25.0614859839256)",臺北捷運中山國中站_BR12,168.0079545041000,3116.4930267707700,2996.9390637188900,40
