土地位置建物門牌,總價元,單價元平方公尺,車位移轉總面積平方公尺,車位總價元,countycode,鄉鎮市區,交易標的,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,車位類別,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,lat,lng,nomi_address,村里,date,.id,t_mean_24h_idw,t_min_idw,t_max_idw,daily_rain_idw,aqi_idw,towncode,MASTER_UP_rate,BACHELOR_UP_rate,Sex_ratio,popdense,Dependency_ratio,Old_ratio,count_anc_500m,count_clean_500m,count_cor_500m,count_cos_500m,count_uni_500m,count_fire_500m,count_gas_500m,count_inc_500m,count_lpg_500m,count_mall_500m,count_mart_500m,count_med_500m,count_nuc_500m,count_phar_500m,count_poli_500m,count_post_500m,count_simpmart_500m,count_temp_500m,count_died_500m,count_shop_500m,geometry,nearest_mrt_name,dist_to_mrt_meter,dist_to_rail_meter,dist_to_thsr_meter,house_age
臺北市中山區中山北路一段１２１巷３３號六樓之１,21280000,190972,42.64,0,63000,中山區,房地(土地+建物)+車位,7.36,商,NA,NA,1130804,土地1建物1車位1,六層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1000128,111.43,1,1,1,有,有,升降平面,NA,RPWOMLKLQHJGFCA28DA,40.56,1.2,4.97,有,NA,25.050893018511500,121.52466000128800,"33號, 中山北路一段121巷, 正得里, 中山區, 南西商圈, 臺北市, 104, 臺灣",正得里,2024-08-04,7,31.66489985918760,28.859192362953300,36.18798525015290,0,50.85340282886660,63000040003,0.15657311669128500,0.5692762186115210,75.99,25469.7,52.49795248,38.6158886,1,0,0,0,0,0,0,0,0,3,63,60,0,5,2,1,0,1,0,63,"c(121.524660001288, 25.0508930185115)",臺北捷運中山站_G14_R11,577.9400008800020,977.4791546687240,852.848818401318,13
臺北市中山區中山北路一段５３巷４之２號四樓,8000000,124012,0,0,63000,中山區,房地(土地+建物),18.39,商,NA,NA,1130705,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,670829,64.51,3,2,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；未登記建物；,RPOOMLRJQHJGFCA97DA,60.29,0,4.22,無,NA,25.049197988141900,121.52195599932300,"4之2號, 中山北路一段53巷, 正得里, 中山區, 南西商圈, 臺北市, 104, 臺灣",正得里,2024-07-05,8,31.77185891851870,28.501624065271700,34.983237823130000,0,30.387071786050000,63000040003,0.15657311669128500,0.5692762186115210,75.99,25469.7,52.49795248,38.6158886,0,0,0,0,0,2,1,0,0,3,48,53,0,5,2,5,0,1,0,48,"c(121.521955999323, 25.0491979881419)",臺北捷運中山站_G14_R11,492.78232683257400,657.272485264309,529.4732960437280,46
臺北市中山區中山北路一段５３巷８號五樓之１２,17580000,298160,39.12,3000000,63000,中山區,房地(土地+建物)+車位,7.53,商,NA,NA,1130707,土地1建物1車位2,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970104,88.02,2,2,1,有,有,坡道機械,陽台外推；夾層；其他增建；,RPWOMLMLPHJGFCA38DA,25.14,4.51,2.54,有,NA,25.049101009522100,121.52212699014800,"8號, 中山北路一段53巷, 正得里, 中山區, 南西商圈, 臺北市, 104, 臺灣",正得里,2024-07-07,9,30.466781822160600,27.703763996951300,35.00608910691280,9.78097031323774,35.36474363490270,63000040003,0.15657311669128500,0.5692762186115210,75.99,25469.7,52.49795248,38.6158886,0,0,0,0,0,2,1,0,0,3,50,52,0,6,2,5,0,1,0,50,"c(121.522126990148, 25.0491010095221)",臺北捷運中山站_G14_R11,511.0038967798100,670.9613160343790,542.6151419178880,16
臺北市中山區中山北路三段３９號七樓之１２,8250000,255576,0,0,63000,中山區,房地(土地+建物),3.33,商,NA,NA,1130706,土地3建物1車位0,七層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,711127,32.28,1,1,1,有,有,NA,NA,RPTOMLPJQHJGFCA28DA,24.14,0,1.99,有,360,25.066037985992600,121.52253300953800,"39號, 中山北路三段, 晴光里, 中山區, 雙連, 臺北市, 104, 臺灣",晴光里,2024-07-06,12,30.927310422050900,28.518818167413800,35.03206415050400,17.14503127067080,34.5208459269739,63000040011,0.14442449630959500,0.533213644524237,71.44,50707.91,51.24079628,36.70575401,1,0,0,0,1,0,0,0,0,0,43,43,0,10,0,3,0,3,0,43,"c(121.522533009538, 25.0660379859926)",臺北捷運民權西路站_O11_R13,491.2865367683660,2163.496797106460,2110.185166606370,42
臺北市中山區中山北路二段１６巷２３之１號六樓,32000000,250254,0,0,63000,中山區,房地(土地+建物),28.5,商,NA,NA,1130729,土地1建物1車位0,六層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,661026,127.87,3,2,2,有,無,NA,NA,RPPNMLQKQHJGFCA97DA,118.42,0,9.45,有,NA,25.053202987207700,121.52087096195700,"米郎其咖啡館, 中山北路二段16巷, 民安里, 中山區, 南西商圈, 臺北市, 104002, 臺灣",民安里,2024-07-29,13,30.549035196583400,28.54615609847310,33.400882795703300,0,17.899041158033900,63000040004,0.15217391304347800,0.5416448402304870,87.27,18874.17,64.90755005,47.07241909,0,0,0,0,0,1,0,0,0,2,67,77,0,8,4,1,0,3,0,67,"c(121.520870961957, 25.0532029872077)",臺北捷運中山站_G14_R11,148.11819994904200,816.9697653184570,727.6200834782930,47
臺北市中山區中山北路二段６２巷９之１號,15880000,241521,0,0,63000,中山區,房地(土地+建物),9.83,住,NA,NA,1130812,土地1建物2車位0,一層，地下一層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,971031,65.75,0,0,0,無,有,NA,NA,RPQNMLQJRHJGFCA18EA,28.25,1.25,2.97,有,175,25.056745011851500,121.5220140020930,"La Belleza Hair Salon, 中山北路二段62巷, 民安里, 中山區, 南西商圈, 臺北市, 10448, 臺灣",民安里,2024-08-12,18,29.87366744347320,27.461797719182800,35.04301856267560,10.157919255886600,49.99813329332630,63000040004,0.15217391304347800,0.5416448402304870,87.27,18874.17,64.90755005,47.07241909,0,0,0,0,0,1,0,0,0,3,84,76,0,10,2,1,0,7,0,84,"c(121.522014002093, 25.0567450118515)",臺北捷運雙連站_R12,184.70731906816000,1203.58432660681,1126.0667974742500,16
臺北市中山區中山北路二段７７巷１２號七樓,26840000,399940,0,0,63000,中山區,房地(土地+建物),5.34,商,NA,NA,1130728,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,67.11,2,1,2,有,有,NA,含裝潢費；含傢俱設備費；,RPVOMLNJRHJGFCA38DA,39.39,0,3.69,有,NA,25.05738601789690,121.52416102659200,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",中山里,2024-07-28,20,30.666808141829600,27.47932304952770,33.51497569128330,0,29.01172079950320,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092568660850,1386.1336074335500,1297.1658051095500,1
臺北市中山區中山北路二段７７巷１２號七樓之１,16140000,380481,0,0,63000,中山區,房地(土地+建物),3.38,商,NA,NA,1130707,土地1建物1車位0,七層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,42.42,1,1,1,有,有,NA,NA,RPSNMLLJQHJGFCA77EA,23.2,0,4.04,有,NA,25.05738601789690,121.52416102659200,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",中山里,2024-07-07,21,30.69631605575490,27.82184714084630,34.95218858687090,14.224248090623900,37.05928083336100,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092568660850,1386.1336074335500,1297.1658051095500,1
臺北市中山區中山北路二段７７巷１２號九樓,25550000,380718,0,0,63000,中山區,房地(土地+建物),5.34,商,NA,NA,1130707,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,67.11,2,1,2,有,有,NA,NA,RPPNMLKLQHJGFCA57EA,39.39,0,3.69,有,NA,25.05738601789690,121.52416102659200,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",中山里,2024-07-07,22,30.69631605575490,27.82184714084630,34.95218858687090,14.224248090623900,37.05928083336100,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092568660850,1386.1336074335500,1297.1658051095500,1
臺北市中山區中山北路二段７７巷１２號九樓之１,16600000,391325,0,0,63000,中山區,房地(土地+建物),3.38,商,NA,NA,1130723,土地1建物1車位0,九層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,42.42,1,1,1,有,有,NA,NA,RPUNMLSLQHJGFCA88EA,23.2,0,4.04,有,NA,25.05738601789690,121.52416102659200,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",中山里,2024-07-23,23,29.89697651745170,27.890595546753100,32.694452635884200,24.078972730309000,19.57108109730990,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092568660850,1386.1336074335500,1297.1658051095500,1
臺北市中山區中山北路二段７７巷１２號二樓,25610000,354791,15.6,1800000,63000,中山區,房地(土地+建物)+車位,5.34,商,NA,NA,1130707,土地1建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,82.71000000000000,2,1,2,有,有,其他,含裝潢費；含傢俱設備費；親友、員工、共有人或其他特殊關係間之交易；,RPTNMLQKQHJGFCA48EA,39.39,0,3.69,有,NA,25.05738601789690,121.52416102659200,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",中山里,2024-07-07,24,30.69631605575490,27.82184714084630,34.95218858687090,14.224248090623900,37.05928083336100,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092568660850,1386.1336074335500,1297.1658051095500,1
臺北市中山區中山北路二段７７巷１２號五樓,24060000,358516,0,0,63000,中山區,房地(土地+建物),5.34,商,NA,NA,1130803,土地1建物1車位0,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,67.11,2,1,2,有,有,NA,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLSLQHJGFCA78EA,39.39,0,3.69,有,NA,25.05738601789690,121.52416102659200,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",中山里,2024-08-03,26,32.10135464359110,28.29536278395290,36.68901141900050,0,51.82245841212060,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092568660850,1386.1336074335500,1297.1658051095500,1
臺北市中山區中山北路二段７７巷１２號十一樓,25980000,387126,0,0,63000,中山區,房地(土地+建物),5.34,商,NA,NA,1130707,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,67.11,2,1,2,有,有,NA,NA,RPSNMLQKQHJGFCA38EA,39.39,0,3.69,有,NA,25.05738601789690,121.52416102659200,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",中山里,2024-07-07,27,30.69631605575490,27.82184714084630,34.95218858687090,14.224248090623900,37.05928083336100,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092568660850,1386.1336074335500,1297.1658051095500,1
臺北市中山區中山北路二段７７巷１２號十一樓之１,16720000,394154,0,0,63000,中山區,房地(土地+建物),3.38,商,NA,NA,1130721,土地1建物1車位0,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,42.42,1,1,1,有,有,NA,NA,RPSNMLSLQHJGFCA68EA,23.2,0,4.04,有,NA,25.05738601789690,121.52416102659200,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",中山里,2024-07-21,28,31.91338296671330,29.321717119693700,34.804637216047100,0,24.290657125716500,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092568660850,1386.1336074335500,1297.1658051095500,1
臺北市中山區中山北路二段７７巷１２號十三樓,27700000,391351,15.6,2000000,63000,中山區,房地(土地+建物)+車位,5.23,商,NA,NA,1130714,土地1建物1車位1,十三層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1121116,81.27,2,1,2,有,有,其他,NA,RPRNMLSLQHJGFCA58EA,38.46,0,3.69,有,NA,25.05738601789690,121.52416102659200,"麵店, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104011, 臺灣",中山里,2024-07-14,29,31.3102785320085,27.406091322647100,34.88901141900050,0,33.39842967982810,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,81,72,0,9,2,1,0,4,0,81,"c(121.524161026592, 25.0573860178969)",臺北捷運雙連站_R12,364.8092568660850,1386.1336074335500,1297.1658051095500,1
臺北市中山區中山北路二段７７巷２９號八樓之２,6700000,207752,0,0,63000,中山區,房地(土地+建物),4.54,商,NA,NA,1130713,土地1建物1車位0,八層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,660907,32.25,1,1,1,有,有,NA,NA,RPRNMLNKQHJGFCA97EA,32.25,0,0,有,NA,25.057559984297300,121.52447400685600,"29號, 中山北路二段77巷, 中山里, 中山區, 南西商圈, 臺北市, 104, 臺灣",中山里,2024-07-13,31,30.357705054709000,28.093229125221500,34.95393413319240,0.13525229163426000,39.45335748934000,63000040006,0.14903389293633200,0.5163129553373460,72.8,41381.63,44.2588285,33.5165997,0,0,0,0,0,0,1,0,0,1,85,71,0,8,2,1,0,4,0,85,"c(121.524474006856, 25.0575599842973)",臺北捷運雙連站_R12,394.5860805948590,1420.815300193260,1330.8724038945800,47
臺北市中山區伊通街８７巷１０號,23000000,305892,0,0,63000,中山區,房地(土地+建物),27.67,住,NA,NA,1130714,土地1建物1車位0,一層,三層,公寓(5樓含以下無電梯),住家用,加強磚造,541102,75.19,3,2,1,有,無,NA,其他增建；,RPOQMLKMQHJGFCA77DA,75.19,0,0,無,NA,25.05278200612070,121.5357060085680,"10號, 伊通街87巷, 中央里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",中央里,2024-07-14,34,31.355185940826900,27.175275259738500,35.20145102487060,0,33.437753597442500,63000040033,0.16058621764889300,0.5715622076707200,86.94,14964.56,57.31191883,35.54522399,1,0,0,0,0,0,0,0,0,0,66,52,0,8,1,2,0,0,0,66,"c(121.535706008568, 25.0527820061207)",臺北捷運松江南京站_G15_O08,289.266095004554,2100.3404136867000,1972.133588165810,59
臺北市中山區北安路４５８巷５號二樓,10000000,162206,0,0,63000,中山區,房地(土地+建物),20.25,商,NA,NA,1130713,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660425,61.65,2,1,1,有,無,NA,親友、員工、共有人或其他特殊關係間之交易；陽台外推；,RPPOMLQJQHJGFCA97DA,55.16,0,6.49,無,NA,25.079318985845600,121.54464799051400,"5號, 北安路458巷, 永安里, 中山區, 下塔悠, 臺北市, 104, 臺灣",永安里,2024-07-13,36,30.226695099705200,27.22280259389880,35.42033729522160,4.121094673652410,40.908816629113900,63000040016,0.20110055027513800,0.6391945972986490,84.47,27543.42,54.13918205,31.86015831,0,0,0,0,1,0,0,0,0,0,13,13,0,5,1,2,0,1,1,13,"c(121.544647990514, 25.0793189858456)",臺北捷運大直站_BR14,206.19212726207600,4574.985264180660,4481.031967287960,47
臺北市中山區北安路５９５巷５號,32500000,394083,0,0,63000,中山區,房地(土地+建物),32.25,住,NA,NA,1130727,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,660113,82.47,0,0,0,無,無,NA,其他增建；,RPOOMLKMQHJGFCA57DA,77.1,5.37,0,無,672,25.08224301276830,121.54816797075200,"5號, 北安路595巷, 大直里, 中山區, 下塔悠, 臺北市, 104, 臺灣",大直里,2024-07-27,38,29.531755736446600,27.13465651107270,31.852853013481100,0,31.44270950531120,63000040014,0.18919288645690800,0.6105335157318740,88.17,13147.69,66.22900172,41.14693956,0,0,0,0,1,0,1,0,0,0,26,40,0,11,0,2,0,2,0,26,"c(121.548167970752, 25.0822430127683)",臺北捷運大直站_BR14,336.90819103131700,4753.217838579330,4956.180652478370,47
臺北市中山區北安路６０８巷４弄６之１號,23200000,280985,73.36,3000000,63000,中山區,房地(土地+建物)+車位,28.59,都市：其他:第三種住宅區。,NA,NA,1130803,土地1建物3車位2,一層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,850216,145.25,2,1,1,有,無,升降平面,含一樓空地專用部份。,RPQNMLNLQHJGFCA97EA,48.01,4.4,3.94,有,NA,25.081384999249800,121.5493089992320,"8號, 北安路608巷4弄, 成功里, 中山區, 下塔悠, 臺北市, 104, 臺灣",成功里,2024-08-03,39,31.74640424718320,27.703119058977300,36.776963137294200,0,52.83083867918010,63000040015,0.19829153035259900,0.6424936386768450,84.29,10228.46,55.31865041,28.91283973,0,0,0,0,1,0,1,0,0,0,28,46,0,11,0,2,0,2,0,28,"c(121.549308999232, 25.0813849992498)",臺北捷運大直站_BR14,336.1723559682820,4606.668664987460,4958.078250938490,28
臺北市中山區北安路６４３號四樓,27300000,234657,0,0,63000,中山區,房地(土地+建物),23.66,住,NA,NA,1130803,土地1建物1車位0,四層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,751103,116.34,3,2,2,有,無,NA,NA,RPVOMLSJQHJGFCA78DA,104.19,0,8.97,無,112,25.086194330698600,121.55075680562100,"機車專用道, 北安里, 中山區, 下塔悠, 臺北市, 10464, 臺灣",北安里,2024-08-03,41,31.733095486139700,27.617074660662500,36.794467757308700,0,52.646618144830500,63000040042,0.1643238002908390,0.5695588948133790,85.76,5229.94,56.861413,40.14945649,0,0,0,0,0,0,1,0,0,0,8,24,0,6,0,1,0,3,0,8,"c(121.550756805621, 25.0861943306986)",臺北捷運劍南路站_BR15,464.5410645154530,4946.7813803161100,5460.6613451647500,38
臺北市中山區南京東路一段１３２巷１８號九樓之３,25000000,242295,0,1800000,63000,中山區,房地(土地+建物)+車位,15.93,商,NA,NA,1130701,土地1建物1車位1,九層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1010109,103.17,2,2,2,有,有,其他,其他增建；,RPQPMLSJPHJGFCA28DA,40.85,14.26,4.3,有,NA,25.050979980757000,121.52692303132600,"18號, 南京東路一段132巷, 正義里, 中山區, 南西商圈, 臺北市, 104, 臺灣",正義里,2024-07-01,46,29.763850704175500,27.653607932887500,34.677184156466000,38.11367299732400,38.26853541309210,63000040002,0.1203328355024540,0.4806912737358650,74.36,38755.04,47.75056946,33.45671981,1,0,0,0,0,0,1,0,0,1,60,57,0,6,1,1,0,0,0,60,"c(121.526923031326, 25.050979980757)",臺北捷運松江南京站_G15_O08,620.1193092900180,1194.757875356210,1067.7956520660800,12
臺北市中山區南京東路一段１３２巷３０號七樓,12500000,204215,0,0,63000,中山區,房地(土地+建物)+車位,11.3,商,NA,NA,1130715,土地1建物1車位1,七層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,910506,61.21,1,1,1,有,有,升降機械,NA,RPSOMLLMPHJGFCA97DA,27.86,0,2.36,有,NA,25.050172007200400,121.52668003995300,"28之3號, 南京東路一段132巷, 正義里, 中山區, 南西商圈, 臺北市, 104, 臺灣",正義里,2024-07-15,47,31.738890050993900,28.815182461371900,35.00984825226210,0,27.8769912600054,63000040002,0.1203328355024540,0.4806912737358650,74.36,38755.04,47.75056946,33.45671981,1,0,0,0,0,0,1,0,0,1,54,43,0,6,1,1,0,0,0,54,"c(121.526680039953, 25.0501720072004)",臺北捷運松江南京站_G15_O08,671.1164159384170,1145.4296854687200,1016.8585633359200,22
臺北市中山區南京東路三段１１８號十二樓之１,19600000,241916,0,0,63000,中山區,房地(土地+建物),6.74,商,NA,NA,1130801,土地2建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,690325,81.02,0,0,0,無,有,NA,NA,RPXNMLKLQHJGFCA28DA,60.78,0,0,有,NA,25.051628991519900,121.54031597149600,"摩斯漢堡, 南京東路三段, 力行里, 中山區, 朱厝崙, 臺北市, 10410, 臺灣",力行里,2024-08-01,48,30.568784999645200,26.779871761747100,35.03310180951010,0,34.22336408032890,63000040039,0.17987748282903300,0.5977352886578800,84.91,20471.8,60.46137337,44.50107295,2,1,0,0,0,0,1,0,0,0,55,77,0,11,1,2,0,3,0,55,"c(121.540315971496, 25.0516289915199)",臺北捷運南京復興站_BR11_G16,383.5162274030050,2524.408264703580,2394.757634226010,44
臺北市中山區南京東路三段２２３巷１０號二樓,29500000,255988,0,0,63000,中山區,房地(土地+建物),20.94,商,NA,NA,1130704,土地1建物1車位0,二層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,670926,115.24,3,2,2,有,有,NA,陽台外推；,RPOOMLOJRHJGFCA77DA,84.36,0,17.21,有,NA,25.05295199111710,121.54340822321500,"10號, 南京東路三段223巷, 復華里, 中山區, 中崙, 臺北市, 104, 臺灣",復華里,2024-07-04,49,30.961654240492300,27.600911432739800,35.57583748026460,0,37.83760661595780,63000040040,0.18322130943490200,0.6036843415484190,82.52,20053.72,54.92957745,37.99381654,2,1,0,0,0,0,1,0,0,1,68,94,0,14,1,2,0,4,0,68,"c(121.543408223215, 25.0529519911171)",臺北捷運南京復興站_BR11_G16,122.21703515055900,2859.0641536899300,2729.704973348210,46
臺北市中山區南京東路三段８９巷２７弄１０號九樓,31380000,258847,0,0,63000,中山區,房地(土地+建物)+車位,14.92,住,NA,NA,1130704,土地1建物1車位1,九層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1061002,121.23,3,2,2,有,有,坡道平面,親友、員工、共有人或其他特殊關係間之交易；,RPRNMLPJRHJGFCA18EA,41.9,0,9.47,有,751,25.053720611638300,121.53821563419800,"12號, 南京東路三段89巷27弄, 復華里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",復華里,2024-07-04,50,30.994940027977900,27.65480244123760,35.596703233219500,0,36.86389239919080,63000040040,0.18322130943490200,0.6036843415484190,82.52,20053.72,54.92957745,37.99381654,2,1,0,0,0,0,0,0,0,0,55,41,0,9,1,1,0,1,0,55,"c(121.538215634198, 25.0537206116383)",臺北捷運松江南京站_G15_O08,559.0934550943760,2372.647384840370,2244.7029705610900,7
臺北市中山區南京東路二段１０８號七樓之１１,17500000,350350,0,0,63000,中山區,房地(土地+建物),3.28,商,NA,NA,1130706,土地3建物1車位0,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,990917,49.95,1,1,1,有,有,NA,NA,RPWNMLSLQHJGFCA98DA,28.88,1.25,3.19,有,NA,25.051839000103900,121.53216901306600,"108號, 南京東路二段, 興亞里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",興亞里,2024-07-06,51,30.6255461127358,28.334132736630800,34.9108307630187,10.364402104617500,33.859521394435300,63000040032,0.17677286742034900,0.5932168550873590,81.24,22112.88,57.92964243,40.28258361,0,0,0,0,0,0,1,0,0,0,61,79,0,9,1,2,0,0,0,61,"c(121.532169013066, 25.0518390001039)",臺北捷運松江南京站_G15_O08,93.07514975370620,1728.48599743377,1600.2855661105600,14
臺北市中山區南京東路二段１０８號六樓之２１,35000000,341899,38.52,4000000,63000,中山區,房地(土地+建物)+車位,6.24,商,NA,NA,1130719,土地3建物2車位1,六層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,990917,129.19,1,1,1,有,有,升降平面,臺北市中山區南京東路二段108號6樓之20：1958萬元整內含車位價、臺北市中山區南京東路二段108號6樓之21：1542萬元整。升降平面車位位於地下六層。,RPPNMLMJQHJGFCA47DA,51.54,2.49,6.42,有,NA,25.051839000103900,121.53216901306600,"108號, 南京東路二段, 興亞里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",興亞里,2024-07-19,52,31.677749802760800,29.031151038074600,34.656559223454900,0,42.801195131489100,63000040032,0.17677286742034900,0.5932168550873590,81.24,22112.88,57.92964243,40.28258361,0,0,0,0,0,0,1,0,0,0,61,79,0,9,1,2,0,0,0,61,"c(121.532169013066, 25.0518390001039)",臺北捷運松江南京站_G15_O08,93.07514975370620,1728.48599743377,1600.2855661105600,14
臺北市中山區合江街６９之１號四樓之１,33000000,261324,0,0,63000,中山區,房地(土地+建物),28.07,商,NA,NA,1130706,土地1建物1車位0,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,740820,126.28,4,2,2,有,無,NA,陽台外推；其他增建；,RPWOMLLJQHJGFCA18DA,88.38,0,13.71,有,NA,25.05851842353800,121.53925060683800,"69之3號, 合江街, 江山里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",江山里,2024-07-06,54,30.60389522428430,28.28589995538070,34.767909519364000,6.028833652731480,33.56665631432450,63000040029,0.16116085211485000,0.5615930842852730,88.13,35893.3,57.66120217,41.59562841,1,0,0,0,0,0,0,0,0,0,48,59,0,18,0,1,0,0,0,48,"c(121.539250606838, 25.058518423538)",臺北捷運中山國中站_BR12,539.311717099304,2669.5875590000100,2547.865333076370,39
臺北市中山區合江街８３巷１７號,23000000,299168,0,0,63000,中山區,房地(土地+建物),28.75,住,NA,NA,1130707,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,650316,76.88,2,2,1,有,無,NA,陽台外推；其他增建；,RPSNMLRJQHJGFCA38EA,68.72,8.16,0,無,406,25.059191689388500,121.5400416318050,"17號, 合江街83巷, 江山里, 中山區, 朱厝崙, 臺北市, 104, 臺灣",江山里,2024-07-07,55,30.537297939951300,27.664779292077400,35.0545002037851,0.35938520007814500,36.86538403092350,63000040029,0.16116085211485000,0.5615930842852730,88.13,35893.3,57.66120217,41.59562841,0,0,0,0,0,0,0,0,0,0,49,71,0,19,0,1,0,0,0,49,"c(121.540041631805, 25.0591916893885)",臺北捷運中山國中站_BR12,435.0421237435300,2774.7920224786500,2653.5609043023300,48
