Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE,Execution_Time
LGB_Fold_1,0.1,10.320399279980654,0.960987995341844,0.3935313809009391,39.46386237366349,
LGB_Fold_1,0.25,6.837728998748219,1.497749082936382,0.5244442574273407,24.846809931716148,
LGB_Fold_1,0.5,5.311768405990102,1.6230114175484167,0.6280024709796013,18.638032771599068,
LGB_Fold_1,0.75,5.426981979764021,1.3692716463865,0.6648603736194358,19.67238319350423,
LGB_Fold_1,0.9,6.1967993284557155,0.958010484475057,0.6425232091757302,24.603297113310223,
LGB_Fold_1,mean,6.171484651648843,,,21.908384008166752,
LGB_Fold_1,Total,,6.4090306266882004,,,
LGB_Fold_2,0.1,9.239445327329703,0.9850790251363369,0.3755856200245178,36.806558572307104,
LGB_Fold_2,0.25,5.870188685645026,1.5095575462794717,0.5256560831208343,23.46323787697339,
LGB_Fold_2,0.5,5.15155377677887,1.669556961190553,0.6336018697452344,20.163896240340698,
LGB_Fold_2,0.75,5.354319707946308,1.3757646657606482,0.6720733067800011,20.95042354256218,
LGB_Fold_2,0.9,6.631677967368152,0.8767736717496847,0.6611764358831548,26.93951784003839,
LGB_Fold_2,mean,5.3488959123740685,,,20.699778578746407,
LGB_Fold_2,Total,,6.416731870116695,,,
LGB_Fold_3,0.1,8.138768701477598,1.0983565879835566,0.30053384643515657,31.661657970416314,
LGB_Fold_3,0.25,6.563067250221046,1.6196681070230725,0.48425425582816073,22.216529822051168,
LGB_Fold_3,0.5,5.926629169673173,1.8277406198002346,0.5921545941463917,20.097141811498478,
LGB_Fold_3,0.75,6.303870005937168,1.4606075085078782,0.6564561571992027,22.009925585287355,
LGB_Fold_3,0.9,7.465652775025234,0.8612856627175417,0.6822812038804758,27.31240398869499,
LGB_Fold_3,mean,6.094810029637121,,,20.90482198923095,
LGB_Fold_3,Total,,6.867658486032283,,,
LGB_Fold_4,0.1,8.509733919354217,0.9428576299847383,0.385145422524629,31.746126846549398,
LGB_Fold_4,0.25,5.959986184663823,1.3673615540535626,0.5574517924010153,21.03029267011025,
LGB_Fold_4,0.5,4.826769060079609,1.558607075881475,0.6500814976828081,17.29297057436108,
LGB_Fold_4,0.75,4.952905740455271,1.2948766318875204,0.6859551681996588,18.94523572804508,
LGB_Fold_4,0.9,6.43674285452263,0.9037462325282086,0.6493874074606318,27.76078212645941,
LGB_Fold_4,mean,5.633677145887817,,,18.76200997486099,
LGB_Fold_4,Total,,6.067449124335505,,,
LGB_Fold_5,0.1,9.109805314889101,0.9972237951766799,0.3682915462952526,33.95181459180381,
LGB_Fold_5,0.25,6.495875282911248,1.5654219742062718,0.5010870057141139,22.928250299060366,
LGB_Fold_5,0.5,5.084638442123593,1.6875359403402044,0.6262438829197727,18.975882728933946,
LGB_Fold_5,0.75,5.504394815441984,1.352447957792307,0.6869552493425265,21.129567956893716,
LGB_Fold_5,0.9,7.70369824340442,0.8852260546151418,0.6750145221863024,29.936604896984427,
LGB_Fold_5,mean,5.911790376708749,,,22.120339981049693,
LGB_Fold_5,Total,,6.487855722130606,,,
LightGBM_Train_70_OOF,0.1,9.094464233640458,0.9969275616372796,0.36629253696003305,34.72785976383164,3.28 分鐘
LightGBM_Train_70_OOF,0.25,6.356303310911988,1.5119966948065933,0.5187430096525363,22.897931438455224,3.28 分鐘
LightGBM_Train_70_OOF,0.5,5.273434150475595,1.6733400508956682,0.6264271700520245,19.034473760763063,3.28 分鐘
LightGBM_Train_70_OOF,0.75,5.526386255302845,1.3706400798793554,0.6734226046597931,20.54200557531565,3.28 分鐘
LightGBM_Train_70_OOF,0.9,6.912035402733033,0.8970109148183582,0.6629020313716499,27.309000508650012,3.28 分鐘
LightGBM_Train_70_OOF,mean,5.840136524379219,,,20.87949981983504,3.28 分鐘
LightGBM_Train_70_OOF,Total,,6.449915302037254,,,3.28 分鐘
