Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE,Execution_Time
RF_Fold_1,0.1,9.96880421747565,1.0546398926017106,0.2906144239494248,41.927551777076886,
RF_Fold_1,0.25,6.656624808431737,1.577830169739632,0.4795273800382852,26.41494625417733,
RF_Fold_1,0.5,5.653981113156657,1.8511921381873226,0.5791770007726309,20.566162445413227,
RF_Fold_1,0.75,5.976199246259417,1.4662321719726203,0.6368240513030765,23.05690716612925,
RF_Fold_1,0.9,7.480266592351213,0.9137817094151097,0.6392844699544962,29.733085286648787,
RF_Fold_1,mean,5.542226812287029,,,21.09609059987142,
RF_Fold_1,Total,,6.863676081916395,,,
RF_Fold_2,0.1,10.637880714411752,1.007613019457663,0.33978968400150333,45.92670095410279,
RF_Fold_2,0.25,7.071261243243936,1.5845063618261006,0.48674314416918796,26.179962361799586,
RF_Fold_2,0.5,6.07222890156624,1.837371996196372,0.5873614045898061,19.23935447163474,
RF_Fold_2,0.75,6.902787357323945,1.465664843380724,0.6483253644090254,21.76807140310472,
RF_Fold_2,0.9,8.588171680026571,0.8801116092209701,0.6798852958789743,29.23337223823524,
RF_Fold_2,mean,6.155117092959051,,,19.71794053428787,
RF_Fold_2,Total,,6.775267830081829,,,
RF_Fold_3,0.1,8.203675041740253,0.8876834839817151,0.43176261426208473,35.58581925433465,
RF_Fold_3,0.25,6.339847026997044,1.4525179272014934,0.5307751171167874,25.482046831087196,
RF_Fold_3,0.5,5.034378824133141,1.6804647888194708,0.6163792539077048,19.56475915769195,
RF_Fold_3,0.75,5.70223396041201,1.402828736564383,0.6556833639237356,22.54398735235812,
RF_Fold_3,0.9,7.546997972259646,0.828773102421275,0.6787575072699932,29.36946106749015,
RF_Fold_3,mean,5.2391558835634955,,,20.732026320782822,
RF_Fold_3,Total,,6.252268038988338,,,
RF_Fold_4,0.1,8.513118074295342,0.9277781668322715,0.4129399969480225,36.861243477707056,
RF_Fold_4,0.25,6.645813533048065,1.4869566588393675,0.5257142491813044,25.56376545670262,
RF_Fold_4,0.5,5.3233844576894445,1.7180517685726222,0.6125910104337882,19.403373288267854,
RF_Fold_4,0.75,5.731621206948199,1.4067338307124342,0.6625438659315704,22.149336643358104,
RF_Fold_4,0.9,7.426085055434681,0.8773813427782955,0.6623510291127123,29.478536837376453,
RF_Fold_4,mean,5.460264596334566,,,20.247198366917495,
RF_Fold_4,Total,,6.41690176773499,,,
RF_Fold_5,0.1,10.633043617884768,0.9258875982954482,0.41831672121566754,44.24638991111235,
RF_Fold_5,0.25,7.1304884646642135,1.5013707463010106,0.5275066270887132,25.10199107040091,
RF_Fold_5,0.5,5.644700025466268,1.7223453433454352,0.6186747607524756,18.480200112244187,
RF_Fold_5,0.75,6.086645927381042,1.3361853563801673,0.6807420012630059,21.740744367113276,
RF_Fold_5,0.9,7.611824560325248,0.8300503359748975,0.6822585619232469,27.700427373961034,
RF_Fold_5,mean,5.66087810649246,,,19.198582805915436,
RF_Fold_5,Total,,6.31583938029696,,,
RandomForest_5Fold_OOF,0.1,9.647555584059827,0.9607204322337618,0.3811360800651318,40.90954107486675,29.13 分鐘
RandomForest_5Fold_OOF,0.25,6.775215907953194,1.5206363727815206,0.5109374289410481,25.748542394833528,29.13 分鐘
RandomForest_5Fold_OOF,0.5,5.556716600074132,1.7618852070242443,0.6031881813474331,19.45076989505039,29.13 分鐘
RandomForest_5Fold_OOF,0.75,6.095533498816022,1.4155289878020658,0.6572504687422034,22.251809386412695,29.13 分鐘
RandomForest_5Fold_OOF,0.9,7.742801455277905,0.8660196199621096,0.6691387861953151,29.102976560742327,29.13 分鐘
RandomForest_5Fold_OOF,mean,5.619795890202744,,,20.19836772555501,29.13 分鐘
RandomForest_5Fold_OOF,Total,,6.524790619803703,,,29.13 分鐘
