建物移轉總面積平方公尺,house_age,count_floor,time_index,建物現況格局-廳,建物現況格局-衛,BACHELOR_UP_rate,Sex_ratio,Dependency_ratio,popdense,dist_to_rail_meter,dist_to_mrt_meter,count_med_500m,count_phar_500m,電梯_無
-0.05690776980773933,-1.0985000091488528,-0.6197983949884489,-0.43857046007033285,0.5233641263112608,-0.615423397927587,1.3524836679300245,-0.541700812575248,1.9891766027974578,1.3961438767617276,-0.42232207150839235,-0.3978734523547769,2.20792330069429,1.3336393545103709,False
0.23954966967077893,0.3023861196131111,2.238327897722278,-0.43857046007033285,-0.819867389190056,0.5006834423817658,0.13067684060126408,-0.43870007912143194,0.22311859737190842,3.3194275257801986,-1.17391895361415,-0.39551867744075053,1.1094300223791922,1.7378460824934838,False
2.629290617744433,-1.4168832202311175,-0.8796280579621513,-0.43857046007033285,0.5233641263112608,1.6167902826911187,-1.4284283671418474,0.8350756579241069,-0.7849549002463921,-0.4405826069689916,0.2036439504113337,1.5186994040717088,-0.14599086712377637,0.7273292625357015,False
1.9797899616162007,-0.334380302551418,-0.6197983949884489,0.6649769349778618,1.8665956418125775,2.7328971230004715,1.6955921575829667,0.6187741176710925,-1.2210238976492171,-1.4512607140070186,1.1098666752787787,0.972828975605365,-1.1817131009637254,-1.4958077413714195,True
-0.12559119589139778,1.066505826210546,-0.8796280579621513,-0.43857046007033285,0.5233641263112608,0.5006834423817658,-0.7174846593830424,-0.13141455765087642,1.0562572247456865,2.0602088494408193,1.4675640685926217,-0.13455237053214247,0.04232226630166892,0.32312253455258866,True
0.28390771568314166,0.6207693306953757,-0.6197983949884489,-0.43857046007033285,0.5233641263112608,0.5006834423817658,0.8974984608763654,-2.2738298134902735,0.34992809226846455,2.807200990734906,-0.7432960251640256,0.3525380464673183,0.13647883301439157,0.929432626527258,False
0.047158027288712864,0.5570926884789228,-0.10013906904104415,1.7685243300260565,-2.1630989046913727,10.545645005165941,-0.7973277454984756,0.035103294766127745,-0.4698038261355904,0.5141190489447306,-0.7019871475279673,-0.720572396243001,-0.14599086712377637,0.12101917056103219,True
4.5167840125813346,-1.6079131468804762,0.41952025690636063,1.7685243300260565,0.5233641263112608,1.6167902826911187,-0.8677066665378931,-0.21209846552303296,-0.4065974959953601,-1.4756186581014454,-0.813935084582661,-0.7878894446126293,-1.0247854897758544,-1.2937043773798629,False
5.779622460346781,-1.5442365046640234,1.1990092458274677,-0.43857046007033285,-2.1630989046913727,-1.7315302382369397,-0.6935270099064712,-2.4403476659072774,-0.9258148273606993,0.5532008929278702,-0.9192465446219231,0.030007172097679884,0.7955748000034502,0.12101917056103219,False
0.07187365409912033,0.42973940404601696,-0.6197983949884489,0.6649769349778618,0.5233641263112608,0.5006834423817658,-1.0056019135938004,0.31320527509143475,-0.6053935504082865,-1.5654526743006008,-0.6091340822293332,2.506684072154994,-1.1817131009637254,-1.2937043773798629,True
0.09307706025752241,0.5570926884789228,-0.10013906904104415,-0.43857046007033285,0.5233641263112608,0.5006834423817658,-0.4658376959253272,0.40590593519986884,0.11562904679948725,-1.396398380800792,-0.6004510852252057,1.41408179687089,-0.679544745162538,-0.48529092141363717,True
-0.9066050031002714,0.4934160462624699,1.1990092458274677,-1.5421178551185275,-0.819867389190056,-0.615423397927587,-0.7355595375888438,0.6153407598892968,0.3937020420027077,0.7569033423360124,-1.094859075569603,-1.2377136981953512,0.9838879334288954,0.12101917056103219,False
2.1338073413189496,-1.6715897890969291,-0.35996873201474655,-0.43857046007033285,0.5233641263112608,0.5006834423817658,0.8133030441067307,-0.6000678948657451,1.5527545637855495,-0.24672608922337552,1.5334228477840577,0.9637891401070128,0.04232226630166892,-0.48529092141363717,False
-0.07524936654598899,0.7481226151282815,-0.8796280579621513,1.7685243300260565,0.5233641263112608,0.5006834423817658,1.9420588994636119,-0.2635988322499411,1.7182818096816903,0.9562592509298112,-0.05809663614582759,-0.29235748209774765,0.29340644420226264,-0.08108419343052425,False
-0.8686209871600663,-1.0985000091488528,1.4588389088011702,-1.5421178551185275,-0.819867389190056,-0.615423397927587,0.19519962245971376,-0.3648828868128618,-0.4757039730710753,1.3701096294807447,0.03595060460214248,-1.1905000613465921,1.0152734556664695,1.3336393545103709,False
0.219517003729712,-1.5442365046640234,-0.35996873201474655,1.7685243300260565,-0.819867389190056,-0.615423397927587,-0.10387925257056692,0.2737216606008042,-0.4380829364655834,-1.2436691045044808,2.0164590386551,-0.41258694195089834,-0.27153295607407324,-0.2831875574220807,False
2.468118714491303,0.11135619296375239,1.7186685717748726,-0.43857046007033285,-2.1630989046913727,-1.7315302382369397,1.6899265897502334,-0.12454784208728997,1.4390871446634044,1.5046598733264496,-0.1701266752471448,-0.14013093150166026,0.5444906221028564,-0.48529092141363717,False
-0.7554494328176746,2.0853321016737927,-0.8796280579621513,-0.43857046007033285,0.5233641263112608,-0.615423397927587,-2.5174389986481436,1.1097442804676207,-0.5607919890846,-1.2298200947600255,-1.0895081814408185,-0.1685738356151795,-0.679544745162538,0.32312253455258866,True
-0.2594458274067093,0.6207693306953757,-0.6197983949884489,-1.5421178551185275,0.5233641263112608,0.5006834423817658,0.4607326874269604,0.3595556051456518,0.9499329655019265,-0.4657038015798931,0.7914857906052296,0.06472097382805311,-0.2087619115989248,-1.4958077413714195,True
-0.5393828215961657,-1.4805598624475704,-0.6197983949884489,-0.43857046007033285,-0.819867389190056,-0.615423397927587,-1.1885904492843646,0.4522562652540883,-0.8444710062226347,-0.550421760958916,-0.8527601046544104,0.1394131556516438,-0.679544745162538,0.12101917056103219,False
