Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE
DNN,0.1,30183892.0,1688523.375,0.07800883054733276,65.58433771133423
DNN,0.25,26870416.0,3192397.5,0.1854466199874878,41.79684519767761
DNN,0.5,24304762.0,4844558.5,0.2077273726463318,35.98081171512604
DNN,0.75,61435092.0,5557489.5,0.13710319995880127,44.122496247291565
DNN,0.9,36157284.0,2929796.5,0.4252113699913025,65.22520780563354
DNN,mean,24848908.0,,,36.495256423950195
DNN,Total,,18212765.375,,
