Model,Quantile,RMSE,Check_Loss,Pseudo_R2,sMAPE
NN,0.1,32467080.0,1816770.875,0.007981300354003906,101.74022912979126
NN,0.25,34062452.0,4204691.5,-0.07284438610076904,47.73631989955902
NN,0.5,25539078.0,4702807.5,0.23090916872024536,35.9378457069397
NN,0.75,25672670.0,4786320.0,0.25684064626693726,48.71939420700073
NN,0.9,7636673024.0,35786280.0,-6.020810604095459,94.1447913646698
NN,mean,26100152.0,,,36.26231551170349
NN,Total,,51296869.875,,
